sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.1107;2.8485;5.7808;0.4239;7.6972;6.0615;-0.5347;-4.8487;-0.2807;3.6743;-0.1718;-1.8669;641.0;-28.14;1.38;-41.94;35.51;-51.71;-4.0;2.0;50.2;;;;;;0 / 0;82.8;89.0;4.124;9;2014-11-22 11:15:25:557
-4.6406;8.1971;-1.7083;-5.1155;8.144;-1.9175;0.4749;0.0531;0.2092;0.4338;-0.1643;-0.1284;41.0;-26.7;-7.62;-40.14;140.88;-56.92;108.23;0.0;49.189;;;;;;0 / 0;82.8;89.0;4.124;509;2014-11-22 11:15:26:057
-5.4211;7.8428;-2.2901;-5.1954;7.9761;-2.358;-0.2257;-0.1333;0.0679;0.0194;0.0455;0.0388;33.0;0.36;-34.62;3.0;188.03;-54.42;114.41;0.0;39.525;;;;;;0 / 0;82.8;89.0;4.124;1009;2014-11-22 11:15:26:557
-5.4306;7.6034;-2.5486;-5.2349;7.9169;-2.4677;-0.1957;-0.3135;-0.081;-0.2171;0.0093;0.1145;33.0;8.7;-29.7;13.86;234.42;-53.83;115.24;0.0;31.251;;;;;;0 / 0;82.8;89.0;4.124;1512;2014-11-22 11:15:27:060
-3.3118;9.3344;-0.3172;-3.6223;9.0797;-0.7796;0.3105;0.2547;0.4624;-0.2139;-0.0077;0.2892;203.0;7.38;-29.82;13.74;255.7;-65.9;103.51;2.0;29.076;;;;;;0 / 0;82.8;89.0;4.124;2042;2014-11-22 11:15:27:590
-3.4339;9.3535;-1.1073;-3.5193;9.1068;-0.9228;0.0854;0.2468;-0.1845;0.029;0.0189;0.0218;227.0;1.5;-35.64;9.3;220.97;-68.22;104.69;2.0;29.465;;;;;;0 / 0;82.8;89.0;4.124;2571;2014-11-22 11:15:28:119
