sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.641646;-10.323798;6.607997;0.011897;-9.667244;1.647621;-0.653543;-0.656553;4.960376;0.186314;0.123395;-0.104763;106.0;1.86;46.56;-43.44;180.1545;82.2454;2.5322;0.0;1018.03;64.28818;;;;;;0 / 0;81.3;40.0;3.671;42;2014-11-17 17:12:12:682
1.130063;-10.180144;1.675941;-0.213724;-9.526134;2.31893;1.343787;-0.65401;-0.642989;1.475851;0.380264;0.438907;100.0;2.16;45.9;-44.28;183.7392;80.3276;-0.4137;0.0;1018.07;54.79766;;;;;;0 / 0;81.3;40.0;3.671;110;2014-11-17 17:12:12:750
-0.220267;-9.662998;1.072602;-0.504039;-9.343204;2.93613;0.283772;-0.319795;-1.863528;0.908051;0.380875;0.415083;100.0;4.14;43.38;-46.62;178.0236;76.2629;5.2658;0.0;1018.07;54.79766;;;;;;0 / 0;81.3;40.0;3.671;173;2014-11-17 17:12:12:813
-1.637634;-7.173028;1.244985;-0.863134;-9.195082;3.29786;-0.7745;2.022053;-2.052875;0.449291;0.51557;0.562912;92.0;7.2;40.14;-50.04;176.2047;72.3151;9.7409;0.0;1018.07;54.79766;;;;;;0 / 0;81.3;40.0;3.671;250;2014-11-17 17:12:12:890
-0.402226;-4.922478;2.825158;-1.22347;-9.092296;3.46463;0.821244;4.169818;-0.639472;-0.189674;-0.096822;0.195477;86.0;9.12;38.58;-51.54;165.2894;67.9958;19.4497;0.0;1018.06;54.79766;;;;;;0 / 0;81.3;40.0;3.671;320;2014-11-17 17:12:12:960
-0.842759;-3.20823;3.65834;-1.30893;-9.12948;3.333119;0.466171;5.921251;0.325221;-0.709215;0.375071;0.013744;84.0;11.46;37.08;-52.68;165.8227;68.5831;21.4402;0.0;1018.06;54.79766;;;;;;0 / 0;81.3;40.0;3.671;379;2014-11-17 17:12:13:019
-2.834735;-6.244078;2.70066;-0.85186;-9.390606;2.694669;-1.982874;3.146528;0.005991;-0.982577;0.421497;-0.263283;84.0;12.36;36.96;-52.2;165.8227;68.5831;21.4402;0.0;1018.06;54.79766;;;;;;0 / 0;81.3;40.0;3.671;430;2014-11-17 17:12:13:070
1.455675;-9.672574;-1.082179;-0.568406;-9.511862;2.317709;2.024081;-0.160712;-3.399888;-0.936456;-0.789543;-0.537256;86.0;12.72;38.04;-51.24;175.6749;73.2508;17.5432;0.0;1018.04;58.07892;;;;;;0 / 0;81.3;40.0;3.671;483;2014-11-17 17:12:13:123
2.30801;-10.745176;4.347871;-0.218348;-9.498432;2.429507;2.526358;-1.246745;1.918364;-1.251052;-0.313374;-0.14508;106.0;11.7;40.74;-48.96;191.2281;75.5971;5.1356;0.0;1018.04;58.07892;;;;;;0 / 0;81.3;40.0;3.671;554;2014-11-17 17:12:13:194
-1.321599;-12.26789;0.842759;-0.396554;-9.53634;2.251965;-0.925046;-2.731549;-1.409206;-0.478307;0.932486;-0.060781;97.0;9.3;43.56;-46.86;181.1257;76.5162;9.987;0.0;1017.87;58.07892;;;;;;0 / 0;81.3;40.0;3.671;617;2014-11-17 17:12:13:257
-4.663905;-14.470554;-2.240973;-0.885282;-9.60187;1.786271;-3.778623;-4.868685;-4.027243;0.873232;0.390343;0.79779;86.0;10.44;44.94;-45.12;162.3665;78.2705;26.3632;0.0;1017.87;58.07892;;;;;;0 / 0;81.3;40.0;3.671;689;2014-11-17 17:12:13:329
