ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.5463,-10.3829,3.2746,0.4991,-9.7896,0.2926,1.5617,-0.5149,1.9513,-16.01,61.15,-20.8,205.75,86.62,-59.62,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,3,2014-12-14 14:44:05:780
2.2014,-10.8044,3.1021,0.7446,-9.7561,0.6591,1.8905,-0.5777,2.6805,-14.88,58.21,-27.3,203.98,84.18,-48.48,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,53,2014-12-14 14:44:05:830
2.3164,-11.8198,2.6806,0.9554,-9.7096,0.991,1.3468,-0.8106,2.2568,-16.01,58.21,-29.86,203.98,84.18,-48.48,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,103,2014-12-14 14:44:05:880
-3.048,-8.3904,-1.9173,0.7772,-9.7353,0.8889,-4.0829,1.3835,-3.2277,-13.76,58.59,-35.42,208.32,80.68,-42.88,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,153,2014-12-14 14:44:05:930
-1.0555,-10.8044,-0.7487,0.5647,-9.7628,0.7347,-3.1864,1.3686,-2.3707,-11.57,55.28,-40.11,203.82,84.58,-37.54,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,203,2014-12-14 14:44:05:980
-1.2854,-6.9727,-0.308,0.1122,-9.7957,0.4506,-1.6114,1.4144,-1.0436,-9.7,56.4,-45.92,181.82,87.29,-13.98,0.0,59.765,35.178417,126.90836,,NaN,,198.3871,,0 / 22,253,2014-12-14 14:44:06:030
-1.3429,-5.7657,0.2859,0.0101,-9.7977,0.4187,-1.424,3.1346,-0.5795,-11.2,54.53,-47.11,181.82,87.29,-13.98,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,303,2014-12-14 14:44:06:080
1.3393,-5.7083,-0.4422,-0.083,-9.8009,0.3259,0.901,2.9353,-0.6101,-10.82,56.78,-45.3,147.4,87.47,19.25,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,353,2014-12-14 14:44:06:130
1.301,-4.3863,1.4354,0.076,-9.8011,0.3204,1.9265,2.6175,-0.1527,-10.45,57.46,-44.11,180.57,88.08,-13.35,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,403,2014-12-14 14:44:06:180
0.4963,-6.0148,0.5349,0.5248,-9.7698,0.6681,0.1046,1.5009,-0.0375,-10.45,58.96,-42.74,180.57,88.08,-13.35,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,453,2014-12-14 14:44:06:230
1.2435,-9.5591,1.1097,0.5282,-9.7712,0.644,0.0642,-0.5065,-0.2321,-9.01,63.78,-38.42,207.83,85.03,-38.15,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,503,2014-12-14 14:44:06:280
-1.7835,-10.5745,0.669,0.4842,-9.7734,0.646,-1.1075,-2.0452,-0.0407,-8.26,63.78,-34.42,214.88,84.66,-42.4,0.0,64.593,35.178417,126.90836,,NaN,,198.3871,,0 / 22,553,2014-12-14 14:44:06:330
0.6496,-12.5095,-1.3617,0.3227,-9.7798,0.649,-1.8166,-2.2377,0.1788,-6.38,67.78,-29.92,198.1,85.76,-26.44,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,603,2014-12-14 14:44:06:380
4.6345,-16.0537,1.2821,0.1145,-9.806,-0.0218,1.3401,-5.819,-0.3927,-5.7,68.15,-27.11,198.1,85.76,-26.44,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,653,2014-12-14 14:44:06:430
3.5042,-8.1031,-4.906,0.3595,-9.7999,0.0563,3.5943,-6.6421,1.1066,-3.45,71.84,-24.36,268.14,89.32,-100.78,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,703,2014-12-14 14:44:06:480
1.55,-7.4134,-7.0709,0.5626,-9.785,-0.3295,1.3361,4.3056,-7.9529,-3.07,71.84,-26.11,204.77,85.77,-26.41,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,753,2014-12-14 14:44:06:530
-4.1591,-9.9039,-1.1702,0.4916,-9.7764,-0.5921,-1.1661,1.8665,-3.8876,-1.26,74.03,-24.8,325.49,85.5,-140.3,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,803,2014-12-14 14:44:06:580
3.7915,-8.3329,0.1134,0.1485,-9.7861,-0.6173,2.2006,1.5335,0.834,0.24,74.4,-25.24,325.49,85.5,-140.3,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,853,2014-12-14 14:44:06:630
2.2014,-7.9498,1.0522,0.3767,-9.7829,-0.5688,3.2768,1.7436,0.8096,4.62,77.71,-27.3,352.09,86.29,-166.47,0.0,58.376,35.178417,126.90836,,NaN,,198.3871,,0 / 22,903,2014-12-14 14:44:06:680
