ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3622,-9.4825,-0.2889,0.0839,-9.78,-0.7169,0.1522,-0.0949,0.2833,-15.63,56.78,-11.55,313.94,85.55,-174.52,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,4,2014-12-14 14:45:03:993
1.0519,-9.8656,0.3433,0.1623,-9.7854,-0.6241,0.4473,-0.1112,0.5607,-14.51,57.46,-10.3,309.85,85.78,-173.33,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,54,2014-12-14 14:45:04:043
2.6037,-10.4787,1.2821,0.4859,-9.7884,-0.3477,1.7896,-0.4264,1.208,-14.51,57.53,-11.24,288.35,86.67,-152.23,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,104,2014-12-14 14:45:04:093
4.9219,-11.3408,3.9451,0.8076,-9.7733,-0.039,2.5426,-1.0174,2.5319,-14.88,58.96,-13.3,288.35,86.67,-152.23,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,154,2014-12-14 14:45:04:143
5.171,-11.4366,3.7535,1.4893,-9.6722,0.633,3.2512,-1.4205,2.9747,-13.76,60.46,-19.55,240.47,85.27,-92.76,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,204,2014-12-14 14:45:04:193
-0.9022,-12.088,-1.2085,1.5212,-9.6498,0.8589,-0.2009,-2.217,1.2161,-15.26,59.71,-25.8,232.73,80.5,-66.97,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,255,2014-12-14 14:45:04:244
-3.0671,-7.6816,-4.2355,1.3937,-9.677,0.7634,-1.7249,-1.8025,-1.3329,-15.26,59.34,-31.99,232.73,80.5,-66.97,0.0,56.892,35.17815,126.90879,,NaN,,135.48387,,0 / 22,304,2014-12-14 14:45:04:293
-1.3812,-7.4134,-2.4921,0.6957,-9.7795,-0.2203,-1.6534,1.7376,-2.8918,-14.51,58.21,-40.43,241.95,84.52,-77.11,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,354,2014-12-14 14:45:04:343
-2.09,-4.8653,-1.1319,0.5642,-9.7836,-0.3662,-2.0603,2.7706,-2.0001,-11.57,56.03,-41.67,291.69,86.07,-122.99,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,405,2014-12-14 14:45:04:394
-1.2088,-3.9265,-1.0744,0.2605,-9.7869,-0.5649,-2.2854,4.2413,-0.8672,-11.2,56.71,-42.11,291.69,86.07,-122.99,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,454,2014-12-14 14:45:04:443
1.5883,-6.5704,1.0905,-0.0262,-9.7804,-0.7166,-0.6119,3.7533,-0.3999,-9.32,58.59,-37.3,323.9,86.36,-155.24,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,504,2014-12-14 14:45:04:493
1.3776,-5.7849,1.8568,0.351,-9.7964,-0.2773,1.0174,1.9884,1.9982,-7.88,58.21,-35.11,339.86,86.35,-170.74,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,554,2014-12-14 14:45:04:543
1.3776,-10.3829,1.6078,0.365,-9.7991,-0.1219,0.1204,0.9529,1.752,-6.01,61.53,-32.55,282.23,87.75,-108.47,0.0,65.235,35.17815,126.90879,,NaN,,135.48387,,0 / 22,604,2014-12-14 14:45:04:593
-0.155,-9.9806,0.5732,0.4199,-9.7945,0.2498,-0.5487,-1.7508,0.3516,-4.95,62.65,-30.36,282.23,87.75,-108.47,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,654,2014-12-14 14:45:04:643
1.0328,-15.0192,-4.2738,0.1677,-9.8049,0.0839,0.5296,-5.7438,-2.5417,-3.45,66.34,-25.24,234.39,87.14,-59.25,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,708,2014-12-14 14:45:04:697
3.1593,-16.3794,1.9335,0.3513,-9.7979,-0.2212,2.9132,-6.4975,2.3162,-2.38,68.15,-20.05,240.98,88.9,-63.44,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,754,2014-12-14 14:45:04:743
-0.9597,-13.4291,-2.3963,0.4053,-9.7975,0.1257,0.983,-5.1704,5.0065,-1.26,68.15,-20.36,240.98,88.9,-63.44,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,804,2014-12-14 14:45:04:793
3.7915,-9.7315,-4.542,0.3432,-9.7824,-0.598,5.0179,0.6932,-5.0467,1.68,70.03,-22.3,263.13,87.52,-72.78,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,854,2014-12-14 14:45:04:843
-0.4424,-7.7199,-0.5954,0.2918,-9.7862,-0.562,-0.7887,1.5016,0.9444,2.8,71.09,-22.99,339.65,85.38,-147.36,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,904,2014-12-14 14:45:04:893
0.2281,-6.8003,-1.7258,0.2381,-9.7845,-0.6144,-0.8664,2.4301,0.146,4.62,71.46,-22.24,339.65,85.38,-147.36,0.0,57.597,35.17815,126.90879,,NaN,,135.48387,,0 / 22,955,2014-12-14 14:45:04:944
3.2168,-7.375,2.3933,0.256,-9.7788,-0.6934,0.1779,3.0152,-0.9207,7.24,71.84,-23.92,353.5,86.15,-158.81,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1004,2014-12-14 14:45:04:993
1.9332,-7.0493,2.1442,0.7441,-9.7771,-0.1575,0.9449,2.1413,2.6429,9.43,72.21,-24.36,342.82,85.8,-138.82,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1054,2014-12-14 14:45:05:043
-1.6302,-6.3022,-0.9211,0.7465,-9.7778,0.0871,-0.1536,2.4236,3.1806,11.62,73.34,-27.3,296.98,85.6,-83.35,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1104,2014-12-14 14:45:05:093
-0.9022,-6.9919,-3.4692,0.4957,-9.7941,0.0095,-2.2353,2.3135,-1.9368,12.37,75.15,-26.92,296.98,85.6,-83.35,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1154,2014-12-14 14:45:05:143
8.7727,-21.7821,8.3132,0.7422,-9.7779,0.1091,4.5693,-3.5084,4.458,13.87,75.15,-32.86,299.09,87.1,-88.91,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1206,2014-12-14 14:45:05:195
-1.3046,-20.8433,-5.5574,1.3718,-9.6717,0.8642,-1.9384,-10.1958,-4.0609,12.74,75.15,-39.3,275.58,78.73,-56.03,0.0,66.231,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1254,2014-12-14 14:45:05:243
-0.8639,-15.2874,-5.8639,1.143,-9.7283,0.4729,-3.214,-6.7249,-6.3732,9.8,68.15,-52.61,267.45,82.75,-67.53,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1304,2014-12-14 14:45:05:293
-4.3507,-11.4749,-3.3351,0.8297,-9.7708,-0.1154,-2.3356,-1.7025,-4.1602,9.8,66.34,-55.67,267.45,82.75,-67.53,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1354,2014-12-14 14:45:05:343
-4.5806,-0.0182,-2.9902,-0.0405,-9.7905,-0.5618,-5.4112,7.8645,-2.1135,10.55,65.59,-54.86,293.13,85.1,-97.92,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1404,2014-12-14 14:45:05:393
-4.868,1.3995,-5.4616,-1.3672,-9.5736,-1.6271,-4.5148,10.4127,-3.8693,9.8,65.21,-54.8,39.37,83.23,146.12,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1454,2014-12-14 14:45:05:443
0.8412,-5.8615,-0.5188,-1.7178,-9.4618,-1.9218,-3.3505,7.9227,-2.49,10.55,74.4,-46.68,40.55,74.76,138.21,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1509,2014-12-14 14:45:05:498
3.5233,-11.7048,7.6043,-0.8459,-9.721,-0.9779,4.345,-3.6092,7.5677,16.8,77.78,-37.61,40.55,74.76,138.21,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1554,2014-12-14 14:45:05:543
-1.2854,-10.7852,2.3358,-0.1112,-9.804,0.1987,3.9183,-1.6087,6.2138,16.8,81.09,-30.99,55.36,82.42,139.14,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1605,2014-12-14 14:45:05:594
-1.2854,-10.7852,2.3358,-0.1499,-9.7924,0.5072,-2.109,-2.7889,-0.9832,17.93,83.65,-28.49,55.36,82.42,139.14,0.0,68.69,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1654,2014-12-14 14:45:05:643
-3.1054,-16.7434,-0.1356,-0.241,-9.7999,-0.271,2.2199,-10.9284,-1.4018,18.24,87.34,-20.36,97.59,87.28,114.07,0.0,68.65,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1704,2014-12-14 14:45:05:693
7.6998,-17.7397,4.2899,-0.3565,-9.7896,0.4556,0.4305,-7.646,6.365,18.99,88.09,-22.42,76.23,87.88,138.35,0.0,68.65,35.17815,126.90879,,NaN,,135.48387,,0 / 22,1754,2014-12-14 14:45:05:743
