ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.92033,-7.5543,2.37864,0.91743,-9.45949,2.41829,2.0029,1.90519,-0.03965,-0.72443,0.18268,-0.19855,85.0,25.14,32.16,-15.78,275.043,74.708,-20.775,1.97,53.2938,,,,NaN,,,,0 / 0,7,2014-12-14 13:42:34:816
-2.72281,-8.41382,4.34667,0.84455,-9.51276,2.22855,-3.56736,1.09894,2.11812,-0.80646,0.56937,0.00491,99.0,24.9,32.4,-15.96,275.043,74.708,-20.775,1.97,44.5978,,,,NaN,,,,0 / 0,57,2014-12-14 13:42:34:866
-1.06123,-7.69556,3.45603,0.54408,-9.58968,1.97866,-1.60531,1.89411,1.47737,-0.74148,-0.37978,0.03793,99.0,24.78,32.7,-14.52,269.383,76.964,-17.532,1.97,44.5978,,,,NaN,,,,0 / 0,107,2014-12-14 13:42:34:916
0.53331,-9.54867,1.25336,0.53974,-9.6401,1.71694,-0.00643,0.09143,-0.46358,-0.9524,-0.79204,0.09972,99.0,24.42,32.82,-13.44,271.875,77.921,-15.375,1.97,44.5978,,,,NaN,,,,0 / 0,157,2014-12-14 13:42:34:966
-0.35733,-7.53515,3.41533,0.64464,-9.71462,1.17585,-1.00197,2.17947,2.23948,-1.04295,0.19759,0.03793,99.0,24.6,33.42,-12.18,271.875,77.921,-15.375,1.97,44.5978,,,,NaN,,,,0 / 0,207,2014-12-14 13:42:35:016
-0.52014,-10.2382,3.70024,0.53106,-9.75039,0.90591,-2.75588,1.1163,3.38331,-1.17291,0.2434,0.05391,99.0,24.12,33.6,-10.86,284.426,82.141,-28.733,1.97,44.5978,,,,NaN,,,,0 / 0,256,2014-12-14 13:42:35:065
2.19249,-9.48403,-0.13767,0.53121,-9.79184,0.10385,1.5275,0.04384,0.49485,-1.18463,0.139,-0.07072,121.0,24.18,33.54,-10.38,292.538,85.524,-39.797,1.97,44.5978,,,,NaN,,,,0 / 0,307,2014-12-14 13:42:35:116
-1.12348,-8.8352,-15.06791,0.47121,-9.77732,-0.59601,-4.46085,-2.95998,-15.62052,-2.88798,1.70068,0.25738,121.0,23.58,33.78,-9.3,292.538,85.524,-39.797,1.97,44.5978,,,,NaN,,,,0 / 0,356,2014-12-14 13:42:35:165
1.93152,-19.51813,-1.99796,0.38457,-9.42822,-2.67058,4.6033,-10.19316,9.64444,-4.45286,-0.20082,0.06989,121.0,23.34,33.42,-8.52,27.618,85.557,-141.67,1.97,51.2119,,,,NaN,,,,0 / 0,406,2014-12-14 13:42:35:215
0.246,-12.90295,11.83095,0.71377,-8.82218,-4.22262,3.30804,-5.99882,17.71021,-2.81022,1.52491,-0.28484,53.0,23.58,33.72,-4.2,51.254,68.095,-173.754,1.97,51.2119,,,,NaN,,,,0 / 0,457,2014-12-14 13:42:35:266
