ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.18968,-8.72268,-15.7718,-0.31454,-9.79363,-0.39594,-3.76578,-1.88109,-15.9792,-4.06191,2.63172,0.40545,101.0,32.1,35.46,-8.22,238.964,86.762,18.376,1.97,45.7061,,,,NaN,,,,0 / 0,4,2014-12-14 13:43:58:364
5.29538,-19.51813,-2.69228,-0.40791,-9.65522,-1.66831,-1.82887,-9.86291,-0.06629,-3.9671,-0.09323,0.22862,101.0,31.8,35.82,-6.48,82.015,79.914,166.26,1.97,45.7061,,,,NaN,,,,0 / 0,54,2014-12-14 13:43:58:414
-1.50655,-11.58614,8.8765,-0.04609,-8.96419,-3.97662,-1.16119,-5.6578,16.25289,-1.92925,3.22401,-0.23371,101.0,32.28,36.42,-0.18,65.98,66.076,179.336,1.97,45.7061,,,,NaN,,,,0 / 0,104,2014-12-14 13:43:58:464
-2.49296,-11.2318,9.06564,0.33833,-8.79061,-4.3338,-2.83129,-2.44119,13.39945,-1.42751,3.31562,-0.42652,45.0,32.28,36.6,3.06,65.98,66.076,179.336,1.97,45.7061,,,,NaN,,,,0 / 0,153,2014-12-14 13:43:58:513
-5.50726,-5.82809,9.19014,1.12887,-8.77535,-4.22966,-6.63613,2.94726,13.4198,0.66254,0.45752,-0.38284,45.0,30.78,31.98,14.4,64.975,62.173,-167.825,1.97,59.5559,,,,NaN,,,,0 / 0,204,2014-12-14 13:43:58:564
-4.46578,-13.34348,-0.26217,1.18154,-8.93411,-3.86753,-12.44925,-1.74223,10.33068,2.06869,-0.36593,0.68029,45.0,28.38,30.9,18.48,81.911,65.646,-163.012,1.97,59.5559,,,,NaN,,,,0 / 0,254,2014-12-14 13:43:58:614
-2.42353,-19.51813,4.44484,0.14455,-9.58489,-2.06919,-1.29481,-9.89,6.72681,4.13424,-4.17425,0.18601,45.0,25.5,30.42,20.94,114.278,77.789,-176.004,1.97,59.5559,,,,NaN,,,,0 / 0,304,2014-12-14 13:43:58:664
-3.52007,-19.51813,-0.34596,0.17792,-9.80051,0.30032,-1.05509,-9.83164,-3.19865,6.4693,0.03141,0.67177,45.0,25.5,30.72,19.86,114.278,77.789,-176.004,1.97,59.5559,,,,NaN,,,,0 / 0,354,2014-12-14 13:43:58:714
1.85012,-19.51813,-7.13352,-0.41061,-8.73195,4.44484,3.44181,-10.29342,-9.85917,6.45012,0.16244,1.43237,45.0,28.56,30.72,13.98,306.435,75.566,-0.182,1.97,59.5559,,,,NaN,,,,0 / 0,403,2014-12-14 13:43:58:763
2.79104,-8.21989,-10.33936,-0.60798,-7.92645,5.74219,3.37957,-0.54453,-16.41494,4.03304,-1.49511,0.81025,45.0,31.32,28.32,0.66,295.346,53.927,6.044,1.97,59.5559,,,,NaN,,,,0 / 0,453,2014-12-14 13:43:58:813
0.23164,10.30405,-12.633,-0.16296,-6.90458,6.96204,2.59322,7.61985,-17.46046,2.64393,-1.65384,0.22329,73.0,31.38,27.24,-2.22,295.346,53.927,6.044,1.97,59.5559,,,,NaN,,,,0 / 0,504,2014-12-14 13:43:58:864
5.08708,6.41107,-12.05121,0.55785,-7.09671,6.74507,4.36134,12.31143,-16.72455,-1.62991,-1.44078,-0.37112,73.0,32.4,23.58,-10.26,291.128,44.755,1.341,1.97,59.5559,,,,NaN,,,,0 / 0,553,2014-12-14 13:43:58:913
-2.61028,-4.93026,17.06707,0.80161,-7.47934,6.29181,-4.10845,0.0838,9.87638,-2.25628,0.10918,-0.55861,73.0,31.98,21.54,-16.62,277.483,49.701,-7.261,1.97,64.0848,,,,NaN,,,,0 / 0,603,2014-12-14 13:43:58:963
6.59064,0.44472,-2.5582,0.00539,-7.8883,5.82614,3.14778,3.46815,6.84128,-0.32815,1.31825,0.55246,87.0,28.98,21.42,-22.8,258.313,53.551,-0.053,1.97,64.0848,,,,NaN,,,,0 / 0,653,2014-12-14 13:43:59:013
-14.75127,-1.05405,15.02481,0.13078,-8.10018,5.52642,-3.94774,10.59913,-18.03253,-2.30529,-0.15288,-0.4393,87.0,27.06,22.98,-23.16,258.313,53.551,-0.053,1.97,64.0848,,,,NaN,,,,0 / 0,703,2014-12-14 13:43:59:063
-5.90231,3.11186,-19.40141,0.23658,-8.41936,5.02289,-6.13888,11.53122,-24.4243,-2.12526,1.52278,0.10079,87.0,25.92,25.5,-20.88,259.196,57.034,-0.958,1.97,64.0848,,,,NaN,,,,0 / 0,754,2014-12-14 13:43:59:114
8.41023,-19.51813,-1.53588,0.04534,-9.40158,2.78939,5.05266,-10.06058,-5.89617,-4.28881,1.8136,-0.12718,87.0,26.28,26.28,-19.5,254.923,65.902,0.548,1.97,64.0848,,,,NaN,,,,0 / 0,804,2014-12-14 13:43:59:164
-5.10264,-19.51813,7.76799,0.46029,-9.67691,1.52256,-8.13984,-9.81084,0.63506,-4.57004,0.53315,-0.95915,113.0,23.58,27.96,-18.24,258.747,80.666,-16.821,1.97,64.0848,,,,NaN,,,,0 / 0,853,2014-12-14 13:43:59:213
0.46866,-10.77211,13.65533,0.85308,-9.72585,-0.92326,-2.76426,-9.79228,18.90731,-3.95858,1.14568,-0.14742,113.0,22.62,29.76,-14.64,258.747,80.666,-16.821,1.97,64.0848,,,,NaN,,,,0 / 0,903,2014-12-14 13:43:59:263
-2.49296,-4.60704,10.45189,0.80475,-9.57905,-1.94065,-8.71235,5.60976,14.39798,-1.23896,0.57789,-0.22625,113.0,20.82,33.3,-5.82,32.051,79.864,-153.002,1.97,63.7904,,,,NaN,,,,0 / 0,954,2014-12-14 13:43:59:314
-4.90153,-5.86639,12.5947,0.7229,-9.53401,-2.17992,-7.61341,3.54087,15.50769,0.25561,-1.22347,0.25099,59.0,19.26,33.54,-0.36,49.556,75.728,-158.654,1.97,63.7904,,,,NaN,,,,0 / 0,1004,2014-12-14 13:43:59:364
9.49241,-2.75872,7.36097,0.59526,-9.6407,-1.69509,8.89715,6.88198,9.05607,2.04206,0.31797,0.40758,59.0,18.66,32.76,4.14,66.118,79.444,-160.65,1.97,63.7904,,,,NaN,,,,0 / 0,1054,2014-12-14 13:43:59:414
-8.27496,-18.63467,0.22865,0.70838,-9.76999,-0.46672,-8.98334,-8.86468,0.69537,2.85273,0.6237,0.02409,59.0,17.58,32.16,7.14,66.118,79.444,-160.65,1.97,63.7904,,,,NaN,,,,0 / 0,1104,2014-12-14 13:43:59:464
-1.34135,-19.51813,-3.21422,0.22176,-9.63053,1.83755,-0.92596,-9.94013,-7.79627,3.40134,-3.79821,1.53783,59.0,17.34,31.62,6.18,333.701,86.255,-41.363,1.97,63.7904,,,,NaN,,,,0 / 0,1154,2014-12-14 13:43:59:514
5.80774,-19.51813,-10.16937,0.06,-8.52276,4.85065,1.80029,-10.44007,-13.77579,5.51589,0.96884,0.74208,59.0,16.02,31.26,1.32,310.599,69.418,-6.515,1.97,63.7904,,,,NaN,,,,0 / 0,1204,2014-12-14 13:43:59:564
2.15418,-8.20553,-8.07205,-0.32067,-7.98167,5.68862,2.70485,3.45902,-12.55864,1.78,-1.46635,0.77297,153.0,14.76,31.02,-8.28,306.689,54.479,3.226,1.97,63.7904,,,,NaN,,,,0 / 0,1254,2014-12-14 13:43:59:614
3.49494,9.51635,-14.29458,0.05282,-7.44941,6.3777,1.86613,13.00486,-14.91124,0.95016,-1.92868,-0.03663,153.0,15.06,30.24,-13.62,306.689,54.479,3.226,1.97,63.0475,,,,NaN,,,,0 / 0,1303,2014-12-14 13:43:59:663
3.9211,2.12306,2.21823,0.33384,-7.62478,6.15804,4.14825,11.99525,-7.14624,-2.01234,-0.2658,-0.52559,153.0,16.74,28.14,-17.04,285.982,51.033,-3.103,1.97,63.0475,,,,NaN,,,,0 / 0,1353,2014-12-14 13:43:59:713
-0.17298,-4.75309,7.68898,0.33264,-8.28902,5.22983,-0.24226,3.57843,2.51675,-0.85013,1.99576,0.8763,153.0,18.72,24.9,-22.32,258.399,57.699,-3.639,1.97,63.0475,,,,NaN,,,,0 / 0,1404,2014-12-14 13:43:59:764
1.64901,-6.93899,7.33224,-0.2472,-8.41951,5.02214,1.89621,1.48051,2.31011,-0.91725,0.57683,0.55352,153.0,18.3,25.44,-23.04,258.399,57.699,-3.639,1.97,63.0475,,,,NaN,,,,0 / 0,1454,2014-12-14 13:43:59:814
16.86416,-19.51813,-19.40141,-0.08365,-8.67629,4.57023,16.94781,-10.84184,-23.97164,-1.81313,-4.33724,-1.81243,153.0,17.1,27.66,-22.56,248.208,61.776,-0.536,1.97,63.0475,,,,NaN,,,,0 / 0,1503,2014-12-14 13:43:59:863
8.82204,0.47585,-19.40141,-0.31005,-8.82338,4.26886,8.39751,4.5846,-23.07202,0.14589,3.09298,1.54422,233.0,17.52,30.9,-18.9,254.192,64.123,4.154,1.97,63.0475,,,,NaN,,,,0 / 0,1554,2014-12-14 13:43:59:914
-10.50157,-19.51813,-2.1895,-0.30586,-9.49855,2.41964,-10.19571,-10.01958,-4.60914,-4.6723,1.64955,-0.36899,233.0,18.06,32.82,-17.82,254.192,64.123,4.154,1.97,63.0475,,,,NaN,,,,0 / 0,1604,2014-12-14 13:43:59:964
-3.5105,-17.98105,12.36007,0.02125,-9.79303,-0.51834,-3.53175,-8.18802,12.87841,-3.46749,-0.56514,-1.03585,233.0,18.48,35.28,-18.06,216.859,85.799,11.682,1.97,63.9189,,,,NaN,,,,0 / 0,1654,2014-12-14 13:44:00:014
