ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.46148,-7.62374,4.47596,0.73906,-9.25658,3.15301,-0.05013,1.75016,1.06198,-0.65412,0.16883,0.00917,77.0,24.54,30.84,-20.04,263.683,70.08,-12.872,1.97,59.9343,,,,NaN,,,,0 / 0,4,2014-12-14 13:41:26:448
0.06165,-7.54233,3.87741,0.70105,-9.31404,2.98811,-0.6394,1.77171,0.8893,-0.67863,0.22635,-0.00361,77.0,23.94,31.44,-19.32,264.516,71.761,-13.204,1.97,59.9343,,,,NaN,,,,0 / 0,55,2014-12-14 13:41:26:499
0.03771,-8.81605,3.10648,0.47166,-9.48074,2.46244,-0.43395,0.66469,0.64404,-0.93962,-0.04209,0.24246,93.0,24.0,32.16,-18.06,260.43,75.187,-10.843,1.97,59.9343,,,,NaN,,,,0 / 0,105,2014-12-14 13:41:26:549
2.09193,-8.33003,2.24935,0.46328,-9.56274,2.12396,1.62866,1.23271,0.1254,-1.21978,-0.32545,0.01982,93.0,24.12,32.34,-16.38,260.43,75.187,-10.843,1.97,59.9343,,,,NaN,,,,0 / 0,154,2014-12-14 13:41:26:598
0.50937,-8.91421,2.82396,0.59212,-9.68918,1.39253,-0.08275,0.77497,1.43143,-1.52231,0.37443,-0.00255,93.0,24.12,32.34,-15.06,271.184,81.124,-23.036,1.97,60.5497,,,,NaN,,,,0 / 0,205,2014-12-14 13:41:26:649
1.40719,-10.86788,2.87663,0.56189,-9.7839,0.36048,1.2595,-1.56521,1.80029,-1.74709,0.5225,-0.06433,111.0,24.9,32.64,-13.8,271.184,81.124,-23.036,1.97,60.5497,,,,NaN,,,,0 / 0,255,2014-12-14 13:41:26:699
2.49177,-11.77049,0.23822,0.64374,-9.78405,-0.17014,1.61818,-1.66083,-2.16301,-1.81313,0.86125,-0.21453,111.0,25.08,33.12,-13.44,303.596,86.097,-57.318,1.97,60.5497,,,,NaN,,,,0 / 0,305,2014-12-14 13:41:26:749
-5.45459,-14.02583,-15.78617,0.71871,-9.6835,-1.37278,-6.1733,-4.34233,-14.41339,-2.98705,2.85969,0.11996,111.0,24.36,34.14,-10.5,33.504,80.909,-152.366,1.97,60.5497,,,,NaN,,,,0 / 0,354,2014-12-14 13:41:26:798
-2.46663,-19.51813,-4.55736,0.79547,-9.37794,-2.75543,-3.2621,-10.14019,-1.80194,-5.40094,-0.69936,-0.4148,53.0,23.94,34.32,-8.04,33.504,80.909,-152.366,1.97,60.5497,,,,NaN,,,,0 / 0,405,2014-12-14 13:41:26:849
0.52373,-13.89415,9.05367,0.90531,-8.47502,-4.8505,-0.38158,-5.41913,13.90418,-1.74709,1.83703,-0.43611,53.0,23.88,34.14,0.06,46.54,64.511,-170.423,1.97,60.5497,,,,NaN,,,,0 / 0,455,2014-12-14 13:41:26:899
