sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.091756;-0.287304;10.515334;-0.008858;0.176329;9.80506;1.100614;-0.463633;0.710274;-0.046426;-0.077274;-0.960586;313.0;-17.52;-10.56;-47.88;118.5882;-1.1722;0.4598;3.15;1018.15;41.84682;;;;;;0 / 0;81.9;41.0;3.676;22;2014-11-17 18:14:12:079
0.344765;0.402226;11.434708;0.169964;0.074846;9.804892;0.174801;0.32738;1.629816;-0.313985;-0.582765;-0.245568;302.0;-18.18;-10.68;-48.0;119.3241;-1.0303;0.0518;3.15;1018.15;41.84682;;;;;;0 / 0;81.9;41.0;3.676;75;2014-11-17 18:14:12:132
1.398214;0.402226;6.33027;1.138214;-0.043372;9.740276;0.26;0.445598;-3.410007;-0.19395;-1.677741;-0.008247;282.0;-19.02;-10.5;-47.4;117.928;-0.4373;-0.9931;3.15;1018.22;41.84682;;;;;;0 / 0;81.9;41.0;3.676;138;2014-11-17 18:14:12:195
0.268151;-0.344765;10.007764;1.396978;-0.537253;9.69176;-1.128827;0.192488;0.316004;-1.050994;0.188757;0.080329;256.0;-22.86;-8.88;-45.18;125.3784;3.1405;-8.2022;3.15;1018.22;41.84682;;;;;;0 / 0;81.9;41.0;3.676;210;2014-11-17 18:14:12:267
1.484405;-1.40779;13.397954;0.750007;-1.005043;9.72614;0.734398;-0.402747;3.671814;-0.839023;1.222341;0.244652;263.0;-23.22;-7.92;-45.0;125.3784;3.1405;-8.2022;3.15;1018.22;41.84682;;;;;;0 / 0;81.9;41.0;3.676;274;2014-11-17 18:14:12:331
-0.02873;-3.524265;7.776367;0.538768;-1.411145;9.689624;-0.567498;-2.11312;-1.913256;-0.893696;-0.777021;0.372933;271.0;-21.0;-5.04;-46.08;122.4222;5.8823;-4.4095;3.15;1018.22;41.84682;;;;;;0 / 0;81.9;41.0;3.676;331;2014-11-17 18:14:12:388
-0.536301;-2.815581;11.693282;-0.100351;-1.751142;9.648514;-0.435951;-1.064439;2.044767;-0.139583;2.751032;0.655764;263.0;-19.5;-3.78;-46.86;123.5815;8.2734;-3.1825;3.15;1018.22;40.41681;;;;;;0 / 0;81.9;41.0;3.676;391;2014-11-17 18:14:12:448
-0.90022;-4.989516;14.116214;-1.245417;-1.479522;9.61407;0.345197;-3.509994;4.502143;0.898583;1.230283;0.749837;281.0;-15.66;-1.74;-49.08;112.0981;8.6773;7.3811;3.15;1018.22;40.41681;;;;;;0 / 0;81.9;41.0;3.676;455;2014-11-17 18:14:12:512
-4.845864;-3.045424;9.95988;-1.707142;-0.304478;9.652116;-3.138722;-2.740947;0.307763;2.41811;0.544281;0.224493;327.0;-13.44;-2.04;-50.46;112.0981;8.6773;7.3811;3.15;1018.22;40.41681;;;;;;0 / 0;81.9;41.0;3.676;525;2014-11-17 18:14:12:582
-5.334281;-0.488417;11.118672;-2.180919;0.874503;9.520988;-3.153362;-1.36292;1.597684;2.157576;1.196074;0.599564;346.0;-9.0;-6.6;-51.24;105.5825;1.7792;10.03;3.15;1018.22;40.41681;;;;;;0 / 0;81.9;41.0;3.676;591;2014-11-17 18:14:12:648
-3.830723;0.90022;6.876148;-2.816867;2.290165;9.109928;-1.013856;-1.389945;-2.233781;2.512794;1.271822;0.85796;376.0;-5.34;-11.58;-51.18;91.8316;-13.5051;17.1821;3.15;1018.22;40.41681;;;;;;0 / 0;81.9;41.0;3.676;644;2014-11-17 18:14:12:701
-3.562572;3.620033;7.699753;-3.588925;3.520713;8.419892;0.026353;0.09932;-0.720139;1.499369;1.953547;0.89675;383.0;-2.7;-14.7;-50.94;91.8316;-13.5051;17.1821;3.15;1018.21;40.41681;;;;;;0 / 0;81.9;41.0;3.676;699;2014-11-17 18:14:12:756
-1.446098;5.765238;5.688624;-4.081192;4.487135;7.705834;2.635095;1.278103;-2.01721;0.852768;1.043663;0.606284;382.0;2.94;-20.46;-49.2;90.8383;-21.0396;23.0858;3.15;1018.21;28.73862;;;;;;0 / 0;81.9;41.0;3.676;774;2014-11-17 18:14:12:831
-1.695095;6.129156;6.895301;-4.227038;5.047401;7.26817;2.531944;1.081755;-0.372869;0.305127;0.385761;0.578795;379.0;4.86;-22.62;-47.82;89.9095;-27.2298;27.9068;3.15;1018.21;28.73862;;;;;;0 / 0;81.9;41.0;3.676;830;2014-11-17 18:14:12:887
-2.863465;5.525818;7.067683;-4.301275;5.321333;7.025158;1.43781;0.204484;0.042525;-0.205251;0.266948;-0.118508;368.0;7.02;-24.78;-46.32;82.8269;-32.8625;31.4778;3.15;1018.17;28.73862;;;;;;0 / 0;81.9;41.0;3.676;895;2014-11-17 18:14:12:952
-0.421379;6.052542;11.080366;-4.26984;5.254915;7.093992;3.84846;0.797627;3.986373;0.686002;0.669508;-0.480751;361.0;7.56;-25.02;-45.54;82.8269;-32.8625;31.4778;3.15;1018.17;28.73862;;;;;;0 / 0;81.9;41.0;3.676;948;2014-11-17 18:14:13:005
-5.66947;6.138734;7.240066;-4.623221;5.461571;6.705777;-1.046248;0.677163;0.534289;1.211957;-0.690889;0.136223;351.0;9.18;-25.62;-45.3;81.132;-32.4017;31.0435;3.15;1018.17;28.73862;;;;;;0 / 0;81.9;41.0;3.676;1014;2014-11-17 18:14:13:071
-2.911349;4.616021;6.473922;-4.177639;5.919412;6.608955;1.26629;-1.303391;-0.135034;0.951117;-2.203085;-0.36713;313.0;9.24;-26.58;-44.34;88.0616;-33.8434;34.5839;3.15;1018.15;28.73862;;;;;;0 / 0;81.9;41.0;3.676;1069;2014-11-17 18:14:13:126
-3.955221;5.841852;8.66701;-3.517621;5.944292;6.961474;-0.4376;-0.10244;1.705536;0.447764;-1.591609;-0.37446;299.0;5.46;-29.28;-42.3;85.9552;-37.3116;26.8074;3.15;1018.15;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1140;2014-11-17 18:14:13:197
-1.369483;4.309563;6.607997;-2.953837;6.007697;7.166088;1.584354;-1.698133;-0.558091;0.457538;-1.380861;-0.690889;288.0;-0.12;-30.84;-41.1;94.6835;-37.7788;22.4013;3.15;1018.15;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1208;2014-11-17 18:14:13:265
-2.394202;5.075708;5.947197;-2.607598;5.912986;7.376139;0.213396;-0.837278;-1.428942;-1.107499;-1.183246;-1.586112;260.0;-1.98;-31.38;-40.86;94.6835;-37.7788;22.4013;3.15;1018.12;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1263;2014-11-17 18:14:13:320
-2.576161;5.257667;10.0748;-2.487904;5.184151;7.943884;-0.088257;0.073516;2.130917;-0.789849;-1.699427;-1.59558;292.0;-3.3;-31.56;-40.38;116.7174;-31.9134;17.3898;3.15;1018.12;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1314;2014-11-17 18:14:13:371
-3.1795;4.548983;7.757214;-2.39803;4.682454;8.276139;-0.78147;-0.133471;-0.518925;-0.311847;-0.773661;-1.879632;304.0;-3.9;-31.38;-40.2;122.1869;-28.5208;16.1591;3.15;1018.12;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1369;2014-11-17 18:14:13:426
-2.815581;3.888184;9.864112;-2.896399;4.207197;8.371425;0.080818;-0.319013;1.492686;0.42333;0.387899;-1.793195;327.0;-2.52;-31.26;-40.56;122.1869;-28.5208;16.1591;3.15;1018.12;41.91689;;;;;;0 / 0;81.9;41.0;3.676;1428;2014-11-17 18:14:13:485
-3.064578;5.583278;11.386824;-3.482423;4.299419;8.096797;0.417846;1.28386;3.290027;0.734871;-0.013744;-0.787711;302.0;2.04;-32.16;-39.78;130.3762;-25.405;19.0849;3.15;1018.12;48.81137;;;;;;0 / 0;81.9;41.0;3.676;1501;2014-11-17 18:14:13:558
-1.742979;4.711789;13.541606;-3.406814;4.518615;8.009128;1.663836;0.193174;5.532478;1.723862;-1.11544;-0.73762;241.0;3.78;-33.06;-38.58;136.0813;-27.4368;23.0433;3.15;1018.12;48.81137;;;;;;0 / 0;81.9;41.0;3.676;1553;2014-11-17 18:14:13:610
-2.873042;4.644751;9.739614;-3.127502;5.443192;7.533975;0.25446;-0.798441;2.205638;3.499342;-1.437366;-1.786475;51.0;5.7;-36.6;-34.32;148.1663;-33.7142;22.5443;3.15;1018.16;48.81137;;;;;;0 / 0;81.9;41.0;3.676;1623;2014-11-17 18:14:13:680
