sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.82361;0.42138;10.99417;0.21384;-0.29525;9.79987;0.60977;0.71663;1.1943;-0.42883;-0.28497;-0.13347;310.0;-22.14;-14.16;-45.36;125.385;1.445;-0.869;3.15;1018.13;48.1298;;;;;;0 / 0;81.9;41.0;3.676;19;2014-11-17 18:14:58:047
-0.35434;-2.43251;4.9129;0.79154;-0.68529;9.7506;-1.14588;-1.74722;-4.8377;-1.03817;-1.591;0.72754;302.0;-23.76;-13.92;-44.82;130.36;4.007;-4.641;3.15;1018.13;48.1298;;;;;;0 / 0;81.9;41.0;3.676;85;2014-11-17 18:14:58:113
-2.72939;-3.39977;11.20486;-0.24963;-1.08171;9.74361;-2.47976;-2.31805;1.46125;-1.81824;1.45997;-0.21411;274.0;-25.38;-12.12;-43.92;122.607;6.333;1.468;3.15;1018.22;46.8415;;;;;;0 / 0;81.9;41.0;3.676;138;2014-11-17 18:14:58:166
-2.37505;-2.61447;13.48414;-0.7081;-1.25915;9.69967;-1.66694;-1.35531;3.78448;-0.37935;2.21927;0.86468;282.0;-24.66;-9.78;-44.28;122.607;6.333;1.468;3.15;1018.22;46.8415;;;;;;0 / 0;81.9;41.0;3.676;198;2014-11-17 18:14:58:226
-4.56814;-2.71024;11.92312;-1.26749;-1.43328;9.61819;-3.30065;-1.27696;2.30493;0.9221;1.68904;1.07237;291.0;-17.7;-6.06;-47.1;117.906;7.923;5.337;3.15;1018.22;46.8415;;;;;;0 / 0;81.9;41.0;3.676;256;2014-11-17 18:14:58:284
-4.97036;-2.22182;8.83939;-2.71088;-1.57929;9.29125;-2.25949;-0.64253;-0.45186;2.0183;1.96882;1.57115;332.0;-8.64;-6.0;-49.74;116.827;8.95;12.851;3.15;1018.13;46.8415;;;;;;0 / 0;81.9;41.0;3.676;336;2014-11-17 18:14:58:364
-3.76368;0.00958;6.99107;-3.01102;-1.33918;9.23638;-0.75267;1.34876;-2.24531;2.36252;1.81335;1.59955;346.0;-4.14;-8.22;-50.28;126.435;7.849;18.056;3.15;1018.13;46.8415;;;;;;0 / 0;81.9;41.0;3.676;405;2014-11-17 18:14:58:433
-3.86903;3.18908;5.96635;-3.89902;-0.49006;8.98487;-0.47105;1.95431;-2.91625;1.44347;2.70094;0.67378;360.0;2.58;-12.72;-50.64;126.435;7.849;18.056;3.15;1018.13;46.8415;;;;;;0 / 0;81.9;41.0;3.676;467;2014-11-17 18:14:58:495
-4.97036;6.12916;8.58082;-4.22793;1.31372;8.75038;-0.92869;4.28615;-2.90798;0.80695;1.36528;0.15516;322.0;12.36;-19.2;-47.52;140.762;-7.699;25.788;3.15;1018.16;45.3708;;;;;;0 / 0;81.9;41.0;3.676;533;2014-11-17 18:14:58:561
-7.11557;5.88016;8.14029;-4.61996;2.2112;8.36283;-3.39428;1.89121;-0.86371;1.74463;2.14475;-0.39737;259.0;16.2;-21.06;-45.42;140.762;-7.699;25.788;3.15;1018.16;45.3708;;;;;;0 / 0;81.9;41.0;3.676;601;2014-11-17 18:14:58:629
