ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2452,-9.7674,1.5985,0.5194,-9.7164,1.2217,-0.2743,-0.051,0.3768,-0.0012,0.0049,-0.0232,1149.0,7.0,18.1,-62.7,210.73,82.22,-23.03,,55.207,,,,NaN,,,,0 / 0,11,2014-12-14 04:47:46:779
0.2354,-9.7968,1.5789,0.5207,-9.7166,1.2193,-0.2854,-0.0802,0.3596,0.011,0.0183,-0.0195,1149.0,7.0,18.1,-62.7,210.83,82.23,-23.13,,55.207,,,,NaN,,,,0 / 0,61,2014-12-14 04:47:46:829
0.2746,-9.7478,1.5691,0.5357,-9.7187,1.1963,-0.2611,-0.0292,0.3727,-0.0134,0.0208,-0.0208,1149.0,6.6,18.1,-63.2,211.84,82.32,-24.12,,55.207,,,,NaN,,,,0 / 0,110,2014-12-14 04:47:46:878
0.353,-9.8557,1.5495,0.5494,-9.7197,1.1813,-0.1963,-0.136,0.3681,-0.0159,-0.0086,-0.033,1149.0,6.6,18.1,-61.8,211.84,82.32,-24.12,,55.207,,,,NaN,,,,0 / 0,160,2014-12-14 04:47:46:928
0.1863,-9.8851,1.5985,0.5712,-9.7198,1.1707,-0.3849,-0.1654,0.4278,0.0061,0.0305,-0.022,1149.0,6.1,18.5,-61.8,213.04,82.37,-26.01,,55.207,,,,NaN,,,,0 / 0,210,2014-12-14 04:47:46:978
0.1863,-9.7968,1.5691,0.563,-9.7224,1.1521,-0.3767,-0.0744,0.417,-0.0073,0.0,-0.0415,1149.0,6.6,18.5,-62.2,213.74,82.44,-25.86,,55.207,,,,NaN,,,,0 / 0,260,2014-12-14 04:47:47:028
0.3923,-9.8066,1.5593,0.5781,-9.7219,1.1494,-0.1859,-0.0848,0.4098,0.0049,0.011,-0.044,1149.0,6.1,18.5,-61.8,213.73,82.46,-26.7,,41.038,,,,NaN,,,,0 / 0,310,2014-12-14 04:47:47:078
0.2942,-9.7674,1.6083,0.6162,-9.7202,1.1438,-0.322,-0.0472,0.4645,-0.0086,0.0244,-0.0464,1149.0,6.6,18.5,-62.7,216.24,82.39,-28.31,,41.038,,,,NaN,,,,0 / 0,360,2014-12-14 04:47:47:128
0.2452,-9.8263,1.6377,0.634,-9.718,1.1528,-0.3888,-0.1083,0.485,0.0073,0.0342,-0.0476,1149.0,6.1,18.5,-61.3,216.24,82.39,-28.31,,41.038,,,,NaN,,,,0 / 0,410,2014-12-14 04:47:47:178
0.3138,-9.6694,1.5691,0.6797,-9.7099,1.1942,-0.3659,0.0406,0.3749,-0.0452,0.0318,-0.0403,1149.0,6.1,19.0,-61.8,216.93,81.95,-29.65,,41.038,,,,NaN,,,,0 / 0,460,2014-12-14 04:47:47:228
0.5296,-9.9243,1.3827,0.6965,-9.7135,1.155,-0.1669,-0.2109,0.2277,0.1075,0.0855,-0.1637,1149.0,6.1,19.0,-61.3,216.93,81.95,-29.65,,41.038,,,,NaN,,,,0 / 0,510,2014-12-14 04:47:47:278
0.3923,-9.787,2.3536,0.7959,-9.6974,1.2234,-0.4037,-0.0896,1.1301,0.1662,0.1002,-0.182,1149.0,6.1,19.4,-61.8,220.59,81.44,-33.05,,41.038,,,,NaN,,,,0 / 0,560,2014-12-14 04:47:47:328
0.559,-9.8066,2.2457,0.8069,-9.6756,1.3788,-0.2479,-0.131,0.8669,0.0843,0.1845,-0.1784,1149.0,6.1,19.0,-62.2,218.0,80.62,-30.34,,41.038,,,,NaN,,,,0 / 0,610,2014-12-14 04:47:47:378
0.814,-9.689,3.9129,0.9327,-9.6262,1.624,-0.1187,-0.0628,2.2889,0.4239,0.0122,-0.2798,1149.0,5.7,129.8,-61.8,235.27,78.99,-29.87,,41.038,,,,NaN,,,,0 / 0,661,2014-12-14 04:47:47:429
0.5296,-8.62,6.6587,1.1197,-9.4683,2.2951,-0.5902,0.8483,4.3636,0.6133,-0.1332,-0.2786,1149.0,5.7,18.5,-62.7,235.27,78.99,-29.87,,38.751,,,,NaN,,,,0 / 0,710,2014-12-14 04:47:47:478
0.5394,-8.1886,6.6881,1.1462,-9.4195,2.4757,-0.6068,1.231,4.2124,0.5669,-0.0391,-0.2798,1149.0,4.8,18.5,-62.2,213.2,73.85,-24.84,,38.751,,,,NaN,,,,0 / 0,760,2014-12-14 04:47:47:528
2.2457,-7.5511,7.1785,1.197,-9.1844,3.2224,2.2942,0.888,4.3091,0.5388,0.7306,-0.2272,1149.0,6.1,17.6,-63.2,213.2,73.85,-24.84,,38.751,,,,NaN,,,,0 / 0,810,2014-12-14 04:47:47:578
5.1779,-8.9829,7.0608,1.2273,-9.0987,3.4465,3.9506,0.1158,3.6142,0.9884,0.1613,-0.0134,1149.0,6.1,17.6,-62.7,209.95,68.1,-19.6,,38.751,,,,NaN,,,,0 / 0,860,2014-12-14 04:47:47:628
1.7456,-10.2578,6.2959,1.9646,-8.5708,4.3419,-0.219,-1.687,1.954,1.35,0.0147,-0.1833,1149.0,5.7,15.0,-65.7,217.17,60.92,-24.35,,38.751,,,,NaN,,,,0 / 0,910,2014-12-14 04:47:47:678
0.8826,-9.9145,5.374,2.193,-8.1851,4.9362,-1.3104,-1.7295,0.4378,0.9762,-0.2236,-0.4019,1149.0,5.7,12.9,-68.1,217.79,56.58,-23.95,,38.751,,,,NaN,,,,0 / 0,960,2014-12-14 04:47:47:728
0.2059,-7.5903,5.8055,2.2426,-8.1027,5.0485,-2.0367,0.5124,0.7571,0.6781,-0.5278,-0.358,1149.0,4.8,12.4,-67.6,217.79,56.58,-23.95,,38.751,,,,NaN,,,,0 / 0,1010,2014-12-14 04:47:47:778
5.6486,-2.6282,5.6486,2.5203,-8.031,5.032,3.1283,5.4028,0.6166,-0.0415,-0.7782,0.1246,1149.0,4.4,12.4,-68.6,215.56,55.35,-23.66,,38.751,,,,NaN,,,,0 / 0,1060,2014-12-14 04:47:47:828
6.9235,0.1177,-1.3729,3.2102,-8.0455,4.5972,4.5524,7.2395,-3.4223,-1.4013,0.2663,0.2382,1149.0,4.4,13.3,-68.1,222.94,54.61,-29.11,,38.751,,,,NaN,,,,0 / 0,1110,2014-12-14 04:47:47:878
-4.0305,-5.325,2.6184,3.4407,-8.2595,4.0141,1.4466,9.4503,-6.8183,-1.978,1.8595,0.7098,1149.0,7.0,14.6,-63.7,222.94,54.61,-29.11,,38.751,,,,NaN,,,,0 / 0,1160,2014-12-14 04:47:47:928
