ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3923,-9.6399,2.1673,0.8864,-9.6224,1.6714,-0.4942,-0.0175,0.4958,0.0244,-0.6793,0.0232,1571.0,41.9,10.0,-7.8,289.65,78.84,-28.29,,59.401,,,,NaN,,,,0 / 0,15,2014-12-14 04:52:01:703
0.3432,-9.6497,2.0692,0.8927,-9.6184,1.6911,-0.5495,-0.0313,0.3781,0.0037,-0.6585,0.0061,1571.0,41.9,10.0,-7.3,290.5,78.76,-27.83,,59.401,,,,NaN,,,,0 / 0,64,2014-12-14 04:52:01:752
0.2942,-9.7184,2.2751,0.8889,-9.6205,1.6811,-0.5947,-0.0979,0.594,0.0232,-0.6732,0.0049,1571.0,41.4,9.6,-7.3,290.37,78.82,-27.87,,59.401,,,,NaN,,,,0 / 0,114,2014-12-14 04:52:01:802
0.2452,-9.7086,2.2457,0.8769,-9.6198,1.6916,-0.6317,-0.0888,0.5541,0.0208,-0.6695,0.0122,1571.0,41.9,10.0,-8.3,290.37,78.82,-27.87,,59.401,,,,NaN,,,,0 / 0,164,2014-12-14 04:52:01:852
0.1961,-9.6792,2.432,0.8529,-9.6033,1.7946,-0.6567,-0.0759,0.6375,0.0611,-0.6854,0.0049,1571.0,41.9,10.0,-7.3,289.7,78.76,-27.0,,59.401,,,,NaN,,,,0 / 0,221,2014-12-14 04:52:01:909
0.2354,-9.6399,2.1673,0.8443,-9.5994,1.8191,-0.609,-0.0405,0.3482,0.0501,-0.6829,0.0037,1571.0,42.3,9.6,-7.3,289.7,78.76,-27.0,,40.799,,,,NaN,,,,0 / 0,264,2014-12-14 04:52:01:952
0.4511,-9.6105,2.4026,0.8673,-9.5977,1.8171,-0.4161,-0.0128,0.5855,0.0525,-0.711,0.0134,1571.0,41.4,9.6,-7.3,287.59,78.2,-24.9,,40.799,,,,NaN,,,,0 / 0,314,2014-12-14 04:52:02:002
0.5688,-9.5909,4.5209,0.9394,-9.5508,2.0175,-0.3852,-0.0549,2.441,0.0611,-0.8748,0.0489,1571.0,42.3,9.6,-7.8,286.98,77.47,-25.31,,40.799,,,,NaN,,,,0 / 0,365,2014-12-14 04:52:02:053
0.8532,-8.0905,3.2166,1.0175,-9.4498,2.4158,-0.1643,1.3593,0.8008,-0.2456,-0.8503,0.0501,1571.0,42.7,10.0,-8.3,285.25,74.5,-22.84,,40.799,,,,NaN,,,,0 / 0,414,2014-12-14 04:52:02:102
0.9905,-10.4539,0.7551,1.2121,-9.5172,2.0309,-0.2216,-0.9367,-1.2758,-0.6304,-0.8357,-0.0892,1571.0,42.7,10.0,-7.8,292.67,76.04,-30.83,,40.799,,,,NaN,,,,0 / 0,464,2014-12-14 04:52:02:152
-0.0588,-9.6694,0.2354,1.2405,-9.6553,1.1862,-1.2994,-0.0141,-0.9508,-0.7501,-1.0605,0.0403,1571.0,43.6,10.5,-8.3,292.67,76.04,-30.83,,40.799,,,,NaN,,,,0 / 0,514,2014-12-14 04:52:02:202
-0.0588,-9.6694,0.2354,1.2405,-9.6553,1.1862,-1.2994,-0.0141,-0.9508,-0.7501,-1.0605,0.0403,1571.0,43.6,10.5,-8.3,292.67,76.04,-30.83,,40.799,,,,NaN,,,,0 / 0,565,2014-12-14 04:52:02:253
-1.167,-9.993,0.0588,1.0713,-9.7265,0.6467,-2.2383,-0.2665,-0.5879,-0.7172,-0.9749,0.0244,1571.0,43.6,10.0,-7.8,319.41,82.67,-58.88,,40.799,,,,NaN,,,,0 / 0,614,2014-12-14 04:52:02:302
-0.7257,-10.4931,0.4903,0.7858,-9.7708,0.291,-1.5114,-0.7223,0.1994,-0.3922,-0.8601,-0.0672,1571.0,43.6,10.0,-6.8,331.08,85.1,-69.68,,40.799,,,,NaN,,,,0 / 0,664,2014-12-14 04:52:02:352
-0.7257,-10.4931,0.4903,0.7858,-9.7708,0.291,-1.5114,-0.7223,0.1994,-0.3922,-0.8601,-0.0672,1571.0,43.6,10.0,-6.8,331.08,85.1,-69.68,,40.799,,,,NaN,,,,0 / 0,715,2014-12-14 04:52:02:403
0.2256,-10.4245,0.3138,0.6843,-9.7816,0.1491,-0.4588,-0.6429,0.1647,-0.3372,-0.5938,-0.2089,1571.0,43.6,10.9,-6.3,340.24,85.9,-77.71,,40.799,,,,NaN,,,,0 / 0,810,2014-12-14 04:52:02:498
0.2256,-10.4245,0.3138,0.6843,-9.7816,0.1491,-0.4588,-0.6429,0.1647,-0.3372,-0.5938,-0.2089,1571.0,43.6,10.9,-6.3,340.24,85.9,-77.71,,40.799,,,,NaN,,,,0 / 0,815,2014-12-14 04:52:02:503
-0.9611,-11.1109,8.8554,0.9696,-9.7159,0.9118,-1.3716,-1.7579,7.0315,0.5095,-0.1491,-0.1918,1212.0,44.0,11.8,-6.3,332.76,84.33,-68.65,,47.682,,,,NaN,,,,0 / 0,864,2014-12-14 04:52:02:552
3.8442,-4.717,1.2454,1.3795,-8.9871,3.6742,2.4647,4.2701,-2.4288,2.2003,-1.9963,-0.0745,1212.0,44.9,10.5,-14.1,278.33,66.41,-20.58,,47.682,,,,NaN,,,,0 / 0,915,2014-12-14 04:52:02:603
4.5405,-10.8756,6.4135,2.0924,-8.5212,4.3796,2.4481,-2.3544,2.0339,1.2718,-0.9041,-0.369,1212.0,45.8,10.0,-19.5,278.33,66.41,-20.58,,47.682,,,,NaN,,,,0 / 0,964,2014-12-14 04:52:02:652
1.7162,-7.051,7.1981,2.5284,-8.2126,4.7256,-0.8123,1.1616,2.4725,0.5437,-0.3604,-0.1991,1212.0,47.1,10.0,-21.5,279.43,56.87,-28.15,,47.682,,,,NaN,,,,0 / 0,1014,2014-12-14 04:52:02:702
0.3923,-7.4531,8.3945,2.6398,-8.083,4.8855,-2.2475,0.6299,3.509,0.3641,-1.1716,-0.2285,1212.0,48.0,9.6,-22.0,279.43,56.87,-28.15,,47.682,,,,NaN,,,,0 / 0,1064,2014-12-14 04:52:02:752
6.5705,0.608,2.893,3.4485,-7.8541,4.7531,1.9085,7.1901,0.8998,-1.9181,-0.485,0.1967,1212.0,50.6,9.6,-28.3,278.84,53.44,-32.53,,47.682,,,,NaN,,,,0 / 0,1114,2014-12-14 04:52:02:802
5.3544,3.1577,-7.0608,3.996,-7.9322,4.1573,1.7707,6.1023,-6.765,-2.9664,0.7086,0.1869,1212.0,55.3,10.9,-21.5,294.8,53.98,-43.87,,47.682,,,,NaN,,,,0 / 0,1164,2014-12-14 04:52:02:852
0.2256,-17.7598,-8.3553,4.0408,-8.8406,1.2987,-3.8153,-8.9193,-9.654,-3.4587,4.3237,0.1405,1212.0,58.8,10.5,-8.8,294.8,53.98,-43.87,,47.682,,,,NaN,,,,0 / 0,1214,2014-12-14 04:52:02:902
