ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2256,-9.738,1.7162,-2.0632,-8.7246,3.9743,2.2888,-1.0134,-2.2581,1.2217,1.2462,0.661,4787.0,-24.2,33.9,0.5,38.47,62.83,27.57,,56.691,,,,NaN,,,,0 / 0,14,2014-12-14 04:50:26:048
0.1177,-9.8165,1.6867,-2.0562,-8.7281,3.9703,2.1739,-1.0884,-2.2835,1.2437,1.2278,0.6634,4787.0,-23.8,33.9,0.5,38.63,62.87,27.33,,56.691,,,,NaN,,,,0 / 0,64,2014-12-14 04:50:26:098
0.2354,-9.7184,1.6377,-2.0562,-8.7281,3.9703,2.1739,-1.0884,-2.2835,1.2437,1.2278,0.6634,4787.0,-23.8,33.9,0.5,38.63,62.87,27.33,,56.691,,,,NaN,,,,0 / 0,114,2014-12-14 04:50:26:148
0.2844,-9.8655,1.7554,-2.0265,-8.7398,3.9597,2.2423,-1.1061,-2.273,1.2352,1.2058,0.6585,4787.0,-24.2,34.4,1.0,38.45,62.94,27.68,,56.691,,,,NaN,,,,0 / 0,164,2014-12-14 04:50:26:198
0.1569,-9.7478,1.6867,-2.0265,-8.7398,3.9597,2.2423,-1.1061,-2.273,1.2352,1.2058,0.6585,4787.0,-24.2,34.4,1.0,38.45,62.94,27.68,,56.691,,,,NaN,,,,0 / 0,214,2014-12-14 04:50:26:248
0.2746,-9.7576,1.7358,-2.0063,-8.7369,3.9765,2.3691,-1.0404,-2.3682,1.2388,1.2058,0.6597,4787.0,-24.2,33.9,0.5,38.93,63.03,26.98,,56.691,,,,NaN,,,,0 / 0,265,2014-12-14 04:50:26:299
0.2157,-9.7478,1.5691,-1.9679,-8.7484,3.9704,2.2053,-1.0755,-2.3557,1.2168,1.2058,0.6561,4787.0,-24.2,33.9,1.0,39.36,63.14,26.36,,56.691,,,,NaN,,,,0 / 0,314,2014-12-14 04:50:26:348
0.2059,-9.7772,1.7162,-1.9644,-8.7534,3.9609,2.1422,-1.0424,-2.2517,1.2352,1.1912,0.6573,4787.0,-24.2,33.9,1.0,39.36,63.14,26.36,,56.691,,,,NaN,,,,0 / 0,365,2014-12-14 04:50:26:399
0.2746,-9.7674,1.824,-1.9597,-8.751,3.9686,2.2343,-1.0164,-2.1445,1.2596,1.2083,0.6487,4787.0,-24.2,33.9,0.5,39.43,63.17,26.28,,37.766,,,,NaN,,,,0 / 0,414,2014-12-14 04:50:26:448
1.1768,-9.787,2.7851,-1.8429,-8.7005,4.1323,3.0197,-1.0866,-1.3472,1.3744,1.168,0.6341,4787.0,-24.2,33.9,0.5,40.52,62.52,24.04,,37.766,,,,NaN,,,,0 / 0,464,2014-12-14 04:50:26:498
