ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT ( lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY ( cm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.657,-13.033,6.188,-3.0221,-8.5498,3.7334,3.6792,-4.4833,2.4546,1.1985,-0.0379,0.8772,41.0,-110.5,19.5,4.3,48.72,60.67,38.99,,59.55,,,,NaN,,,,0 / 0,5962,2014-12-14 04:23:49:373
0.4315,-13.6116,6.2468,-2.8796,-8.5155,3.9197,3.3111,-5.0961,2.3272,1.4991,-0.1087,0.9297,41.0,-111.3,19.9,4.3,48.72,60.67,38.99,,59.55,,,,NaN,,,,0 / 0,6012,2014-12-14 04:23:49:423
2.9714,-17.3382,-1.8829,-2.342,-8.3921,4.501,5.3134,-8.9461,-6.3838,0.3665,0.9847,0.3018,28.0,-113.5,21.3,3.4,59.7,58.84,27.49,,59.55,,,,NaN,,,,0 / 0,6061,2014-12-14 04:23:49:472
2.1673,-0.7551,1.2553,-3.266,-8.9823,2.1957,5.4333,8.2272,-0.9404,1.0067,1.9083,1.4856,28.0,-109.2,21.3,0.0,33.67,66.34,56.09,,59.55,,,,NaN,,,,0 / 0,6111,2014-12-14 04:23:49:522
2.6184,0.912,-0.6276,-3.3486,-8.9291,2.2865,5.967,9.8411,-2.9141,0.9468,0.11,1.0678,28.0,-109.2,21.3,0.9,33.67,66.34,56.09,,59.55,,,,NaN,,,,0 / 0,6162,2014-12-14 04:23:49:573
2.9126,-12.4054,0.8826,-3.9216,-8.8493,1.5753,-3.8453,-1.6046,-9.6462,-1.2034,2.1112,1.3182,28.0,-109.6,23.0,2.9,20.35,64.47,68.11,,59.55,,,,NaN,,,,0 / 0,6212,2014-12-14 04:23:49:623
4.668,-8.3847,-0.5296,-4.1755,-8.8733,-3.0E-4,8.8435,0.4886,-0.5293,0.1014,2.1564,1.168,28.0,-109.2,25.2,4.8,357.38,64.8,90.0,,59.55,,,,NaN,,,,0 / 0,6261,2014-12-14 04:23:49:672
-2.1378,-9.8949,-0.0883,-3.4545,-9.1651,-0.4874,1.3167,-0.7298,0.3991,0.303,2.022,0.8406,28.0,-109.6,27.3,9.2,347.58,69.16,98.03,,67.958,,,,NaN,,,,0 / 0,6311,2014-12-14 04:23:49:722
-2.2163,-10.1793,0.3727,-3.4579,-9.1611,-0.5361,1.2416,-1.0182,0.9087,0.5461,1.7752,0.9859,19.0,-109.6,28.2,10.7,347.58,69.16,98.03,,67.958,,,,NaN,,,,0 / 0,6361,2014-12-14 04:23:49:772
-0.1961,-9.483,-1.2356,-3.5743,-9.1182,-0.5022,3.5547,-0.2029,-0.7757,0.595,1.5479,1.135,19.0,-109.6,28.2,11.2,346.47,68.67,98.16,,67.958,,,,NaN,,,,0 / 0,6412,2014-12-14 04:23:49:823
-0.0883,-9.5321,-1.5298,-3.3886,-9.1652,-0.8291,3.3003,-0.3669,-0.7007,0.5534,2.4044,1.047,19.0,-108.7,29.9,12.6,344.46,68.65,99.77,,67.958,,,,NaN,,,,0 / 0,6462,2014-12-14 04:23:49:873
0.2648,-9.5615,-1.5593,-3.3499,-9.1735,-0.8919,3.6146,-0.388,-0.6674,0.6487,2.3091,1.0702,19.0,-108.3,30.4,12.1,339.5,69.3,104.91,,67.958,,,,NaN,,,,0 / 0,6512,2014-12-14 04:23:49:923
0.2844,-10.8756,-2.1477,-2.5938,-9.3438,-1.4612,2.8782,-1.5317,-0.6864,0.7196,1.6994,0.711,15.0,-108.3,31.7,14.1,339.5,69.3,104.91,,67.958,,,,NaN,,,,0 / 0,6561,2014-12-14 04:23:49:972
0.2648,-10.8069,-1.7162,-2.365,-9.4055,-1.4542,2.6298,-1.4015,-0.262,0.8735,1.9328,0.7001,15.0,-109.2,31.7,15.1,324.46,72.33,119.39,,67.958,,,,NaN,,,,0 / 0,6611,2014-12-14 04:23:50:022
0.5982,-10.2283,0.1765,-1.9805,-9.5435,-1.0816,2.5787,-0.6848,1.2581,1.2999,2.1295,0.6023,15.0,-109.6,31.7,13.6,325.55,76.7,118.64,,67.958,,,,NaN,,,,0 / 0,6662,2014-12-14 04:23:50:073
0.657,-10.1107,0.3923,-1.798,-9.6171,-0.6694,2.5787,-0.6848,1.2581,1.2999,2.1295,0.6023,15.0,-109.6,31.7,13.6,325.55,76.7,118.64,,67.958,,,,NaN,,,,0 / 0,6712,2014-12-14 04:23:50:123
1.9613,-12.1602,-3.3048,-2.3952,-9.3353,1.8124,4.3565,-2.8249,-5.1172,3.3146,0.0586,2.3885,15.0,-104.0,26.5,-1.5,359.64,79.72,86.14,,57.561,,,,NaN,,,,0 / 0,6761,2014-12-14 04:23:50:172
2.9126,-11.4738,-4.9131,-2.4901,-9.2734,1.9934,5.4027,-2.2004,-6.9066,3.0678,0.0525,2.3445,15.0,-103.5,25.6,-2.0,38.36,71.02,51.32,,57.561,,,,NaN,,,,0 / 0,6811,2014-12-14 04:23:50:222
3.1381,-10.7579,-4.6484,-2.6375,-9.1584,2.3103,5.7756,-1.5995,-6.9587,3.1484,0.0342,1.9804,15.0,-102.7,23.0,-6.4,43.27,69.05,48.78,,57.561,,,,NaN,,,,0 / 0,6861,2014-12-14 04:23:50:272
2.7851,-10.7481,-3.0597,-2.6731,-9.1035,2.4802,5.4582,-1.6446,-5.5399,3.2791,0.1466,1.9572,15.0,-102.2,21.3,-7.9,43.27,69.05,48.78,,57.561,,,,NaN,,,,0 / 0,6911,2014-12-14 04:23:50:322
4.3542,-6.4332,-1.2749,-2.5416,-8.8038,3.4934,6.8957,2.3707,-4.7682,2.2077,1.0043,2.2602,15.0,-100.0,16.0,-13.7,57.19,64.94,39.12,,57.561,,,,NaN,,,,0 / 0,6961,2014-12-14 04:23:50:372
3.8344,-6.6097,-1.9221,-2.5044,-8.738,3.6805,6.3388,2.1283,-5.6026,1.9645,0.6695,2.1954,15.0,-99.6,16.0,-14.7,63.04,63.0,34.23,,57.561,,,,NaN,,,,0 / 0,7011,2014-12-14 04:23:50:422
3.2656,-6.9333,-2.3536,-2.4105,-8.7137,3.7989,5.6762,1.7804,-6.1525,1.8521,0.1943,1.6701,22.0,-99.6,14.7,-15.7,63.04,63.0,34.23,,57.561,,,,NaN,,,,0 / 0,7062,2014-12-14 04:23:50:473
0.8336,-7.7963,-0.8924,-2.2646,-8.8873,3.4725,3.0981,1.091,-4.3649,0.9859,0.9982,1.0922,22.0,-100.5,13.9,-16.1,64.93,64.99,33.11,,57.561,,,,NaN,,,,0 / 0,7112,2014-12-14 04:23:50:523
1.0395,-9.6399,0.4217,-2.5535,-9.0233,2.8688,3.593,-0.6167,-2.4471,0.7208,1.3769,1.4331,22.0,-100.0,14.7,-14.7,56.17,66.94,41.67,,57.561,,,,NaN,,,,0 / 0,7161,2014-12-14 04:23:50:572
2.03,-9.1006,0.0,-2.5812,-9.062,2.7182,4.6112,-0.0386,-2.7182,0.9139,0.8919,1.3366,22.0,-100.5,16.0,-14.2,56.17,66.94,41.67,,57.561,,,,NaN,,,,0 / 0,7211,2014-12-14 04:23:50:622
3.1185,-8.6004,-1.2356,-2.257,-9.2417,2.3807,5.3755,0.6412,-3.6163,0.7587,1.0996,0.9725,22.0,-101.8,17.3,-11.8,53.04,68.07,43.39,,57.561,,,,NaN,,,,0 / 0,7261,2014-12-14 04:23:50:672
2.5105,-11.1011,0.8728,-1.913,-9.4019,2.0284,3.081,-4.5774,-0.0984,1.0482,0.733,1.3818,22.0,-102.7,18.6,-10.8,51.55,73.48,43.32,,56.572,,,,NaN,,,,0 / 0,7311,2014-12-14 04:23:50:722
0.3825,-14.6217,1.2454,-1.8553,-9.3816,2.171,2.2377,-5.2401,-0.9256,1.2352,0.854,1.4856,22.0,-102.7,18.6,-10.8,54.24,73.07,40.52,,56.572,,,,NaN,,,,0 / 0,7361,2014-12-14 04:23:50:772
-1.471,-9.9243,-0.1471,-2.234,-9.2273,2.457,2.7244,0.6955,-0.1524,1.5321,1.0409,1.5174,22.0,-101.8,18.2,-10.8,54.24,73.07,40.52,,56.572,,,,NaN,,,,0 / 0,7412,2014-12-14 04:23:50:823
-1.2258,-9.8949,0.4119,-2.606,-8.9835,2.9454,1.743,-0.9898,-3.2298,1.2963,0.788,1.4038,22.0,-102.2,18.2,-11.3,53.65,66.36,41.5,,56.572,,,,NaN,,,,0 / 0,7461,2014-12-14 04:23:50:872
0.1373,-10.3264,0.4119,-2.8824,-8.9421,2.8109,3.9219,-1.4922,-1.4085,1.223,0.7795,1.295,22.0,-103.1,18.2,-10.8,53.65,66.36,41.5,,56.572,,,,NaN,,,,0 / 0,7512,2014-12-14 04:23:50:923
1.0297,-9.8361,0.8434,-2.8824,-8.8838,2.9899,3.9121,-0.9522,-2.1465,1.2413,1.0861,1.4148,22.0,-103.1,18.2,-10.8,51.43,64.94,43.95,,56.572,,,,NaN,,,,0 / 0,7561,2014-12-14 04:23:50:972
-0.4903,-10.3068,0.9512,-3.0406,-8.832,2.9868,2.5503,-1.4748,-2.0356,1.2352,1.2596,1.4245,22.0,-103.5,18.6,-10.8,49.86,64.24,45.51,,56.572,,,,NaN,,,,0 / 0,7611,2014-12-14 04:23:51:022
-0.353,-9.6399,1.0591,-3.3643,-8.7342,2.9268,3.0112,-0.9058,-1.8677,1.1997,1.1997,1.223,22.0,-102.7,18.6,-9.8,46.22,62.95,48.98,,56.572,,,,NaN,,,,0 / 0,7661,2014-12-14 04:23:51:072
0.0981,-10.0714,1.4318,-3.4437,-8.7056,2.9195,3.5418,-1.3658,-1.4877,1.1826,1.2914,1.2303,22.0,-103.1,18.6,-9.3,46.22,62.95,48.98,,56.572,,,,NaN,,,,0 / 0,7711,2014-12-14 04:23:51:122
0.2648,-10.0714,1.3043,-3.4655,-8.6898,2.9407,3.7302,-1.3816,-1.6364,1.1851,1.3024,1.2449,22.0,-102.7,19.1,-9.8,45.63,62.39,49.68,,56.572,,,,NaN,,,,0 / 0,7762,2014-12-14 04:23:51:173
0.2648,-10.0714,1.3043,-3.4655,-8.6898,2.9407,3.7302,-1.3816,-1.6364,1.1851,1.3024,1.2449,22.0,-102.7,19.1,-9.8,45.63,62.39,49.68,,56.572,,,,NaN,,,,0 / 0,7811,2014-12-14 04:23:51:222
0.2942,-9.7968,0.8532,-3.5295,-8.6776,2.9005,3.8237,-1.1193,-2.0473,1.157,1.5247,1.2449,22.0,-101.4,19.5,-10.3,45.23,62.25,50.14,,55.026,,,,NaN,,,,0 / 0,7861,2014-12-14 04:23:51:272
0.0785,-9.8459,0.8041,-3.5379,-8.6784,2.8878,3.6163,-1.1675,-2.0836,1.157,1.4991,1.2242,22.0,-101.8,19.1,-9.8,44.63,62.25,50.78,,55.026,,,,NaN,,,,0 / 0,7912,2014-12-14 04:23:51:323
-0.4609,-9.9439,1.118,-3.6248,-8.6727,2.7957,3.1639,-1.2713,-1.6777,1.2083,1.3647,1.1997,22.0,-100.9,19.5,-10.3,44.63,62.25,50.78,,55.026,,,,NaN,,,,0 / 0,7962,2014-12-14 04:23:51:373
-0.1667,-9.9734,0.7943,-3.6701,-8.6503,2.8059,3.3759,-1.2839,-1.9234,1.2168,1.3977,1.2217,22.0,-100.9,20.4,-10.3,42.79,61.89,52.6,,55.026,,,,NaN,,,,0 / 0,8012,2014-12-14 04:23:51:423
-0.1177,-9.993,0.7845,-3.6995,-8.6394,2.801,3.5327,-1.334,-2.0067,1.2278,1.3415,1.2193,22.0,-100.5,19.5,-10.3,42.57,61.76,52.87,,55.026,,,,NaN,,,,0 / 0,8061,2014-12-14 04:23:51:472
-0.1275,-9.993,0.7747,-3.7477,-8.6115,2.8224,3.6203,-1.3814,-2.0477,1.3341,1.372,1.2278,22.0,-100.0,19.1,-9.8,42.66,61.42,53.02,,55.026,,,,NaN,,,,0 / 0,8112,2014-12-14 04:23:51:523
0.0,-9.8655,0.7257,-3.7575,-8.6063,2.8256,3.7575,-1.2592,-2.0999,1.2511,1.3134,1.2388,22.0,-100.0,19.5,-10.3,42.66,61.42,53.02,,55.026,,,,NaN,,,,0 / 0,8161,2014-12-14 04:23:51:572
0.0294,-9.9734,0.608,-3.7582,-8.608,2.8192,3.7778,-1.3261,-2.1818,1.223,1.2901,1.1936,22.0,-99.6,19.5,-10.3,42.38,61.37,53.12,,55.026,,,,NaN,,,,0 / 0,8212,2014-12-14 04:23:51:623
-0.0588,-9.9538,0.7649,-3.7544,-8.6111,2.8149,3.6956,-1.3427,-2.05,1.2291,1.2498,1.1924,22.0,-99.6,19.1,-10.3,42.55,61.41,53.14,,55.026,,,,NaN,,,,0 / 0,8285,2014-12-14 04:23:51:696
-0.0588,-9.9538,0.7649,-3.7544,-8.6111,2.8149,3.6956,-1.3427,-2.05,1.2291,1.2498,1.1924,22.0,-99.6,19.1,-10.3,42.55,61.41,53.14,,55.026,,,,NaN,,,,0 / 0,8311,2014-12-14 04:23:51:722
