ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.304,-9.9047,-0.049,0.616,-9.7868,-0.0967,-0.2629,-0.1081,0.028,0.033,0.0,0.0037,217.0,-87.4,29.9,81.4,145.39,86.35,-98.92,,50.856,,,,NaN,,,,0 / 0,13,2014-12-14 04:23:21:766
0.3236,-9.9832,-0.0686,0.6149,-9.7868,-0.1035,-0.2415,-0.1669,0.0457,0.0171,0.011,-0.0134,217.0,-87.9,30.4,80.9,146.37,86.35,-99.55,,54.396,,,,NaN,,,,0 / 0,62,2014-12-14 04:23:21:815
0.3334,-9.9636,-0.0981,0.6165,-9.7867,-0.1082,-0.2831,-0.1769,0.0101,0.0208,-0.0086,-0.0037,217.0,-87.9,29.9,81.4,146.37,86.35,-99.55,,54.396,,,,NaN,,,,0 / 0,112,2014-12-14 04:23:21:865
0.3825,-9.9439,-0.049,0.6248,-9.7861,-0.1101,-0.2619,-0.1774,0.0513,0.0281,0.0037,0.0073,217.0,-87.4,29.9,82.4,146.9,86.34,-100.08,,54.396,,,,NaN,,,,0 / 0,161,2014-12-14 04:23:21:914
0.2844,-9.9439,-0.0686,0.6124,-9.787,-0.0976,-0.2986,-0.1373,0.0486,0.0305,-0.0024,0.011,217.0,-87.0,29.9,81.4,145.53,86.37,-99.06,,54.396,,,,NaN,,,,0 / 0,212,2014-12-14 04:23:21:965
0.3432,-9.9439,-0.0686,0.6078,-9.7873,-0.0941,-0.2646,-0.1566,0.0255,0.0367,0.0037,-0.0012,217.0,-87.4,29.9,82.4,144.93,86.4,-98.8,,54.396,,,,NaN,,,,0 / 0,262,2014-12-14 04:23:22:015
0.304,-9.9636,0.0098,0.6046,-9.7876,-0.0874,-0.3006,-0.176,0.0972,0.0367,-0.0024,0.0073,217.0,-87.4,29.5,81.9,144.93,86.4,-98.8,,54.396,,,,NaN,,,,0 / 0,312,2014-12-14 04:23:22:065
0.3628,-9.9341,-0.0098,0.6006,-9.7879,-0.0806,-0.2377,-0.1462,0.0708,0.0367,-0.0024,0.0073,217.0,-87.4,29.5,81.9,144.93,86.4,-98.8,,54.396,,,,NaN,,,,0 / 0,361,2014-12-14 04:23:22:114
0.5198,-9.9243,-0.0686,0.6085,-9.7874,-0.0799,-0.0887,-0.1369,0.0113,0.011,-0.0171,-0.0171,217.0,-87.4,29.5,81.4,143.94,86.41,-97.48,,54.396,,,,NaN,,,,0 / 0,412,2014-12-14 04:23:22:165
0.1667,-9.6792,0.0098,0.6558,-9.7839,-0.1247,-0.4891,0.1047,0.1345,-0.0648,0.0269,-0.066,177.0,-87.4,29.9,81.9,146.86,86.1,-100.76,,35.878,,,,NaN,,,,0 / 0,462,2014-12-14 04:23:22:215
-0.6178,-10.2185,1.1474,0.6969,-9.781,-0.1326,-1.3147,-0.4376,1.2799,-0.2162,-0.2138,-0.1466,177.0,-87.4,29.1,83.4,146.5,85.85,-100.77,,35.878,,,,NaN,,,,0 / 0,512,2014-12-14 04:23:22:265
-0.0098,-9.7576,0.0883,0.5564,-9.7898,-0.145,-0.5662,0.0322,0.2333,-0.2663,0.0916,-0.2431,177.0,-87.9,28.6,83.9,150.5,86.64,-104.61,,35.878,,,,NaN,,,,0 / 0,562,2014-12-14 04:23:22:315
0.7453,-9.8655,0.255,0.6409,-9.7831,-0.2256,0.1044,-0.0824,0.4806,-0.3005,0.0623,-0.2883,177.0,-89.2,28.6,84.3,150.5,86.64,-104.61,,35.878,,,,NaN,,,,0 / 0,612,2014-12-14 04:23:22:365
0.6276,-9.993,0.2452,0.6819,-9.7801,-0.2366,-0.0543,-0.2129,0.4818,-0.2834,0.0709,-0.292,177.0,-89.6,28.6,84.8,155.3,85.78,-109.14,,35.878,,,,NaN,,,,0 / 0,661,2014-12-14 04:23:22:414
-0.2354,-9.8361,-0.1667,0.8926,-9.759,-0.3686,-1.1279,-0.0771,0.2019,-0.3348,0.2065,-0.2786,177.0,-90.9,27.3,86.3,156.84,84.66,-110.77,,35.878,,,,NaN,,,,0 / 0,711,2014-12-14 04:23:22:464
-0.1863,-9.8066,-1.118,0.8565,-9.7537,-0.549,-1.0428,-0.0529,-0.569,-0.3372,0.2321,-0.3641,177.0,-92.7,26.5,87.3,169.28,84.05,-122.66,,35.878,,,,NaN,,,,0 / 0,762,2014-12-14 04:23:22:515
