ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.559,-9.8753,-0.2354,0.6685,-9.7826,-0.1524,-0.1096,-0.0926,-0.0829,0.0305,0.0086,0.0061,416.0,-93.5,1.7,35.6,171.65,85.99,-102.84,,62.316,,,,NaN,,,,0 / 0,11,2014-12-14 04:21:27:624
0.4903,-9.9439,-0.1471,0.6805,-9.7813,-0.1842,-0.1901,-0.1627,0.0371,0.022,0.0183,0.0049,416.0,-93.1,1.7,35.1,174.51,85.88,-105.15,,62.316,,,,NaN,,,,0 / 0,62,2014-12-14 04:21:27:675
0.559,-9.9243,-0.2746,0.6779,-9.7815,-0.1807,-0.1189,-0.1428,-0.0939,0.0269,0.022,0.0,416.0,-93.1,2.1,34.6,174.51,85.88,-105.15,,62.316,,,,NaN,,,,0 / 0,111,2014-12-14 04:21:27:724
0.4119,-9.9538,-0.1863,0.6719,-9.7817,-0.1942,-0.2601,-0.1721,0.0079,0.0464,0.0232,0.0037,416.0,-93.5,2.1,35.1,174.84,85.9,-105.48,,62.316,,,,NaN,,,,0 / 0,161,2014-12-14 04:21:27:774
0.4119,-9.9538,-0.1863,0.6719,-9.7817,-0.1942,-0.2601,-0.1721,0.0079,0.0464,0.0232,0.0037,416.0,-93.5,2.1,35.1,174.84,85.9,-105.48,,62.316,,,,NaN,,,,0 / 0,212,2014-12-14 04:21:27:825
0.3432,-9.9439,-0.1471,0.6185,-9.7858,-0.163,-0.2408,-0.1594,0.0823,0.0684,0.0147,0.0183,416.0,-92.7,1.7,34.6,175.26,86.15,-105.9,,62.316,,,,NaN,,,,0 / 0,262,2014-12-14 04:21:27:875
0.3727,-9.9145,-0.0981,0.6,-9.7873,-0.1378,-0.1916,-0.0403,0.2807,0.0745,0.0037,0.011,416.0,-93.1,1.7,35.6,175.26,86.15,-105.9,,39.008,,,,NaN,,,,0 / 0,312,2014-12-14 04:21:27:925
0.1569,-10.042,0.5884,0.6237,-9.786,-0.1269,-0.4864,-0.256,0.5976,0.0538,0.044,-0.0562,416.0,-92.7,1.7,35.6,170.79,86.17,-101.99,,39.008,,,,NaN,,,,0 / 0,362,2014-12-14 04:21:27:975
0.0686,-10.0322,0.7355,0.5998,-9.7882,-0.0362,-0.5312,-0.244,0.7717,0.0452,0.11,-0.0733,416.0,-93.1,2.1,35.1,162.77,86.49,-93.45,,39.008,,,,NaN,,,,0 / 0,412,2014-12-14 04:21:28:025
-0.8532,-10.1401,0.814,0.5689,-9.7896,0.0992,-1.4221,-0.3504,0.7147,-0.0684,0.16,-0.1613,416.0,-93.5,2.1,35.1,162.77,86.49,-93.45,,39.008,,,,NaN,,,,0 / 0,461,2014-12-14 04:21:28:074
-0.9611,-10.1401,0.6865,0.547,-9.7906,0.1231,-1.5081,-0.3495,0.5634,-0.0611,0.1234,-0.1845,416.0,-93.5,2.1,35.6,146.08,86.72,-77.32,,39.008,,,,NaN,,,,0 / 0,511,2014-12-14 04:21:28:124
-0.049,-9.8557,0.657,0.4634,-9.7939,0.186,-0.5124,-0.0618,0.4711,-0.011,0.011,-0.237,416.0,-94.0,2.6,35.1,137.61,87.08,-68.13,,39.008,,,,NaN,,,,0 / 0,562,2014-12-14 04:21:28:175
0.0588,-9.8753,0.6669,0.4707,-9.7933,0.199,-0.4119,-0.082,0.4678,-0.0134,0.0098,-0.2419,416.0,-94.0,2.1,36.0,137.61,87.08,-68.13,,39.008,,,,NaN,,,,0 / 0,612,2014-12-14 04:21:28:225
0.2059,-10.1205,0.9709,0.5921,-9.7834,0.3235,-0.3861,-0.337,0.6473,0.1038,0.0122,-0.2505,416.0,-94.8,3.0,35.6,130.44,86.05,-61.35,,39.008,,,,NaN,,,,0 / 0,661,2014-12-14 04:21:28:274
0.1667,-10.6991,0.8041,0.6257,-9.7572,0.7586,-0.459,-0.9418,0.0456,0.4753,-0.7465,-0.121,416.0,-94.4,3.4,33.1,130.44,86.05,-61.35,,39.008,,,,NaN,,,,0 / 0,711,2014-12-14 04:21:28:324
0.3727,-11.9739,0.5001,0.6386,-9.7494,0.8442,-0.2659,-2.2246,-0.3441,0.4911,-0.7966,-0.1515,416.0,-94.8,3.4,33.6,107.14,83.8,-37.1,,37.453,,,,NaN,,,,0 / 0,761,2014-12-14 04:21:28:374
4.0207,-9.6497,0.863,0.9097,-9.6858,1.2359,3.1111,0.0361,-0.3729,0.9566,-1.0275,-0.0183,416.0,-95.7,3.9,31.7,107.37,81.0,-36.35,,37.453,,,,NaN,,,,0 / 0,812,2014-12-14 04:21:28:425
