ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1765,-9.9538,0.3138,0.7633,-9.776,0.1342,-0.5868,-0.1778,0.1796,-0.0098,-0.0403,-0.044,221.0,-86.6,32.6,80.9,125.97,85.47,-80.03,,57.142,,,,NaN,,,,0 / 0,10,2014-12-14 04:24:49:587
0.1961,-9.8949,0.3628,0.7711,-9.7756,0.1151,-0.575,-0.1193,0.2478,-0.0183,-0.0379,-0.0232,221.0,-87.0,32.6,80.9,127.46,85.44,-81.51,,57.142,,,,NaN,,,,0 / 0,60,2014-12-14 04:24:49:637
0.2256,-10.0028,0.2844,0.7882,-9.7749,0.0365,-0.5626,-0.2279,0.2479,-0.0379,-0.0318,-0.044,221.0,-87.0,32.1,81.9,133.05,85.39,-87.35,,57.142,,,,NaN,,,,0 / 0,109,2014-12-14 04:24:49:686
0.1961,-9.9047,0.2157,0.797,-9.7742,0.0202,-0.6008,-0.1305,0.1956,-0.0391,-0.0391,-0.0489,221.0,-87.4,32.1,81.9,133.05,85.39,-87.35,,57.142,,,,NaN,,,,0 / 0,159,2014-12-14 04:24:49:736
0.1471,-10.0224,0.3727,0.808,-9.7733,-0.0253,-0.6609,-0.2491,0.398,-0.0464,-0.0415,-0.0305,221.0,-87.4,31.7,82.4,137.54,85.27,-91.8,,57.142,,,,NaN,,,,0 / 0,209,2014-12-14 04:24:49:786
0.3432,-9.8361,0.5001,0.8178,-9.7724,-0.0425,-0.6707,-0.1323,0.3955,-0.0379,-0.0354,-0.0403,221.0,-87.0,31.7,82.4,138.72,85.21,-92.98,,57.142,,,,NaN,,,,0 / 0,259,2014-12-14 04:24:49:836
0.3432,-9.8459,0.5492,0.8261,-9.7715,-0.0793,-0.4829,-0.0744,0.6284,-0.0611,-0.077,-0.0538,221.0,-87.9,31.3,83.4,141.28,85.15,-95.48,,57.142,,,,NaN,,,,0 / 0,309,2014-12-14 04:24:49:886
-1.118,-10.1107,0.8532,0.84,-9.7702,-0.0878,-1.958,-0.3404,0.941,-0.0843,-0.1515,-0.0672,221.0,-87.4,31.3,83.4,141.28,85.15,-95.48,,57.142,,,,NaN,,,,0 / 0,359,2014-12-14 04:24:49:936
0.7061,-9.8851,0.4805,0.7097,-9.7808,-0.0427,-0.0037,-0.1043,0.5232,0.0574,-0.2737,-0.121,221.0,-86.6,30.8,83.4,141.07,85.06,-95.97,,36.637,,,,NaN,,,,0 / 0,409,2014-12-14 04:24:49:986
0.7845,-10.0714,0.1863,0.7557,-9.7774,-0.0292,0.7643,-0.1567,0.6372,0.0244,-0.171,-0.1234,221.0,-86.6,31.3,83.9,137.36,85.58,-92.21,,36.637,,,,NaN,,,,0 / 0,459,2014-12-14 04:24:50:036
