ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1177,-9.9734,0.2844,0.5043,-9.7929,-0.1196,-0.3867,-0.1804,0.404,0.0122,-0.0208,-0.0073,446.0,-87.4,1.7,34.1,171.98,86.97,-103.34,,57.131,,,,NaN,,,,0 / 0,7,2014-12-14 04:26:24:899
0.1177,-9.9734,0.2844,0.5043,-9.7929,-0.1196,-0.3867,-0.1804,0.404,0.0122,-0.0208,-0.0073,446.0,-87.4,1.7,34.1,171.98,86.97,-103.34,,57.131,,,,NaN,,,,0 / 0,57,2014-12-14 04:26:24:949
0.1177,-9.9734,0.2844,0.5043,-9.7929,-0.1196,-0.3867,-0.1804,0.404,0.0122,-0.0208,-0.0073,446.0,-87.4,1.7,34.1,171.98,86.97,-103.34,,57.131,,,,NaN,,,,0 / 0,108,2014-12-14 04:26:25:000
-0.0294,-9.9832,0.1373,0.4973,-9.7933,-0.1176,-0.5267,-0.1898,0.2549,0.022,-0.0281,-0.0049,446.0,-87.4,1.7,33.6,172.71,86.96,-103.5,,57.131,,,,NaN,,,,0 / 0,163,2014-12-14 04:26:25:055
0.1079,-10.0028,0.1765,0.4821,-9.7937,-0.1445,-0.3743,-0.2091,0.321,0.0293,-0.0293,-0.0073,446.0,-87.9,2.1,33.6,175.55,87.06,-106.69,,57.131,,,,NaN,,,,0 / 0,208,2014-12-14 04:26:25:100
0.0294,-9.9734,0.1961,0.5214,-9.791,-0.1845,-0.3738,-0.1809,0.2608,0.0024,0.0269,-0.0122,446.0,-87.9,1.3,33.6,175.55,87.06,-106.69,,57.131,,,,NaN,,,,0 / 0,258,2014-12-14 04:26:25:150
0.0392,-9.993,0.1667,0.5144,-9.7915,-0.1808,-0.509,-0.2116,0.3986,0.0159,0.0122,-0.011,446.0,-87.9,2.1,34.6,177.79,86.77,-109.49,,40.566,,,,NaN,,,,0 / 0,307,2014-12-14 04:26:25:199
0.1177,-9.993,0.1863,0.5156,-9.7913,-0.1872,-0.3587,-0.2017,0.403,0.0,0.0098,-0.0244,446.0,-88.3,2.1,35.6,177.7,86.79,-109.96,,40.566,,,,NaN,,,,0 / 0,358,2014-12-14 04:26:25:250
0.0588,-9.9145,0.1667,0.5351,-9.7902,-0.1889,-0.4763,-0.1243,0.3556,0.011,0.0281,-0.0244,446.0,-88.7,1.7,35.6,177.7,86.79,-109.96,,40.566,,,,NaN,,,,0 / 0,408,2014-12-14 04:26:25:300
0.0883,-9.9538,0.1177,0.5355,-9.7901,-0.1924,-0.4473,-0.1636,0.3101,-0.0037,0.0061,-0.0232,446.0,-88.7,1.7,35.1,178.29,86.67,-109.76,,40.566,,,,NaN,,,,0 / 0,457,2014-12-14 04:26:25:349
