ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.5191,-9.9806,0.8415,-0.2575,-9.8011,0.2041,-0.3263,0.0334,0.1471,-7.57,38.59,2.45,27.03,88.29,45.27,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,5,2014-12-14 14:11:52:686
-0.1359,-9.7315,1.5695,-0.2655,-9.7948,0.4025,0.2047,-0.0679,1.181,-7.57,38.96,5.14,27.03,88.29,45.27,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,55,2014-12-14 14:11:52:736
1.3393,-9.789,1.9143,-0.0987,-9.7889,0.5823,1.3943,-0.0427,1.2544,-5.38,40.46,0.95,33.13,87.18,33.41,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,105,2014-12-14 14:11:52:786
4.6537,-11.7431,2.719,0.5649,-9.7438,0.9535,4.3089,-1.8144,1.866,-7.57,37.84,2.01,65.42,85.54,-8.47,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,155,2014-12-14 14:11:52:836
-1.3046,-9.4825,2.1825,0.934,-9.7055,1.0491,5.4757,-1.3425,1.575,-5.76,39.34,0.89,65.42,85.54,-8.47,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,205,2014-12-14 14:11:52:886
-2.205,-9.9231,3.2746,0.6621,-9.6863,1.3812,-3.0297,-0.016,1.4523,-7.95,40.03,-1.05,63.91,81.77,-41.68,0.0,61.443,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,255,2014-12-14 14:11:52:936
-0.021,-11.0343,-0.1739,0.5207,-9.7013,1.3357,0.5054,-0.832,-1.5298,-9.45,37.09,-2.36,87.52,81.59,-21.3,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,305,2014-12-14 14:11:52:986
1.1094,-8.6395,0.4391,0.7491,-9.7297,0.9709,1.0539,0.5335,-1.2676,-8.7,37.46,-4.11,87.52,81.59,-21.3,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,355,2014-12-14 14:11:53:036
0.2664,-8.1414,0.7648,0.7334,-9.732,0.9592,-0.3517,1.6418,-0.3334,-11.32,36.03,-5.3,129.9,82.82,-37.65,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,405,2014-12-14 14:11:53:086
0.6688,-9.31,2.7764,0.6818,-9.7119,1.1768,0.0466,0.2941,1.6522,-9.82,35.28,-5.49,135.85,82.87,-35.27,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,455,2014-12-14 14:11:53:136
0.7262,-9.061,3.3703,0.692,-9.6935,1.3141,0.1353,0.3349,1.8805,-11.26,35.65,-2.36,98.81,81.29,-27.77,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,505,2014-12-14 14:11:53:186
0.7262,-7.5475,2.0101,0.6452,-9.6359,1.7041,0.1426,1.6369,0.3897,-10.95,33.03,-3.55,98.81,81.29,-27.77,0.0,68.242,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,556,2014-12-14 14:11:53:237
0.8987,-7.4517,1.876,0.6765,-9.6271,1.7414,0.318,1.5252,0.2426,-12.01,28.21,-5.36,125.07,79.29,-20.74,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,605,2014-12-14 14:11:53:286
1.3776,-8.7928,2.5465,0.7905,-9.5983,1.8486,1.0587,0.8178,0.7716,-12.38,29.34,-4.55,109.28,78.17,-23.15,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,655,2014-12-14 14:11:53:336
1.4159,-8.6778,1.8568,0.9833,-9.5429,2.0339,0.5387,0.0385,0.637,-10.95,28.59,-5.92,113.92,76.68,-25.8,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,705,2014-12-14 14:11:53:386
-5.5194,-6.4938,-6.5728,0.326,-9.7308,1.1729,-7.0029,-2.2737,-5.099,-9.45,27.9,-3.74,113.92,76.68,-25.8,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,756,2014-12-14 14:11:53:437
8.3895,-23.3722,16.8386,0.1825,-9.653,1.7193,-1.5197,-14.7198,9.7165,-8.7,26.78,-1.99,103.63,82.87,-15.53,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,805,2014-12-14 14:11:53:486
-14.3705,2.0125,-14.0637,-0.4519,-9.7491,0.9596,-5.9944,6.1639,-9.2246,-8.7,26.78,0.01,67.37,75.74,-21.18,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,855,2014-12-14 14:11:53:536
6.4546,-16.6285,-1.266,0.4223,-9.7424,1.0377,11.7926,-7.6437,1.8463,-7.26,25.28,2.01,74.0,83.44,-22.15,0.0,66.722,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,905,2014-12-14 14:11:53:586
-3.4311,-7.9498,-1.1893,0.1346,-9.7951,0.4562,-4.2069,1.595,-3.106,-6.88,26.03,3.51,74.0,83.44,-22.15,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,955,2014-12-14 14:11:53:636
-0.634,-8.1222,-2.5879,0.0854,-9.804,0.2102,-1.2754,1.3618,-2.7783,-6.51,23.09,5.26,73.19,88.67,-22.12,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1005,2014-12-14 14:11:53:686
-1.3046,-9.1376,-2.4538,-0.0202,-9.8026,-0.281,-0.8917,0.2699,-1.9543,-4.63,22.71,6.14,156.03,89.61,-116.68,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1055,2014-12-14 14:11:53:736
-0.8831,-9.2717,-2.5496,-0.1727,-9.788,-0.5789,-0.8441,0.3036,-2.031,-3.88,23.09,7.7,156.03,89.61,-116.68,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1105,2014-12-14 14:11:53:786
-0.7298,-9.1376,-2.1472,-0.2694,-9.7722,-0.776,-0.5692,0.3989,-1.2871,-2.82,21.21,8.89,220.15,86.47,163.38,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1155,2014-12-14 14:11:53:836
-1.8793,-9.2525,-0.9977,-0.3657,-9.757,-0.9152,-1.3077,0.1514,-0.1525,0.55,19.78,10.64,189.45,84.6,167.0,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1205,2014-12-14 14:11:53:886
-0.9789,-11.6282,-2.0131,-0.5071,-9.7392,-1.0304,-0.4955,-1.8085,-0.9649,0.18,17.9,11.2,189.45,84.6,167.0,0.0,65.902,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1255,2014-12-14 14:11:53:936
2.9294,-11.7431,-1.1319,-0.2089,-9.7539,-0.9944,2.9627,-1.7153,-0.1113,2.37,17.53,11.33,199.67,83.28,153.8,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1305,2014-12-14 14:11:53:986
1.8566,-13.295,0.056,0.1189,-9.7609,-0.9384,1.8177,-2.8286,0.8445,4.93,16.78,12.89,199.67,83.28,153.8,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1356,2014-12-14 14:11:54:037
2.5271,-12.1071,-0.423,0.711,-9.7757,-0.3174,2.2172,-2.4852,4.8565,6.8,16.78,12.08,144.26,84.46,-172.78,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1405,2014-12-14 14:11:54:086
-2.3774,-13.3333,-5.7682,0.7397,-9.755,-0.6808,-2.0455,-0.2618,-3.5359,7.55,19.4,11.76,74.61,85.45,-114.06,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1455,2014-12-14 14:11:54:136
-5.0021,-14.2146,-0.7104,0.1257,-9.7733,-0.798,-5.5768,-3.5571,0.0367,6.8,24.21,11.2,74.61,85.45,-114.06,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1505,2014-12-14 14:11:54:186
-3.0863,-12.5286,-2.8178,-0.4809,-9.7497,-0.9389,-2.3526,-0.6416,-1.7128,4.93,26.4,8.33,128.72,85.27,-171.05,0.0,69.506,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1555,2014-12-14 14:11:54:236
-2.3008,-7.8157,-3.2393,-0.6045,-9.7195,-1.1561,-0.7872,2.0012,-1.7546,0.49,28.59,6.39,243.07,82.36,152.4,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1605,2014-12-14 14:11:54:286
-3.5652,-5.7849,-3.5266,-1.1756,-9.5804,-1.7332,-2.4266,5.5131,-1.9281,-2.45,30.09,5.45,243.07,82.36,152.4,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1655,2014-12-14 14:11:54:336
-3.9675,-3.6009,-4.4845,-1.3858,-9.5096,-1.9538,-2.4625,6.4487,-2.3027,-3.2,31.21,2.45,331.53,77.67,145.85,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1705,2014-12-14 14:11:54:386
-1.0363,-3.1411,-3.2201,-2.0009,-9.1976,-2.7515,0.7902,4.7749,0.1163,-4.26,30.46,2.89,329.38,73.61,143.36,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1755,2014-12-14 14:11:54:436
3.1976,-12.701,7.681,-1.8936,-9.3155,-2.4097,1.7234,0.3716,4.7692,-5.01,30.46,3.39,329.38,73.61,143.36,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1805,2014-12-14 14:11:54:486
7.5274,-16.1112,16.8003,-0.494,-9.7927,0.1719,9.9037,-7.3657,18.6596,-5.01,30.09,4.14,325.52,71.79,141.84,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1855,2014-12-14 14:11:54:536
1.7416,-10.1338,5.3053,0.2443,-9.6463,1.749,1.4917,0.6007,2.4072,-7.26,28.96,4.01,325.52,71.79,141.84,0.0,69.021,35.178047,126.90883,,156.17492018489244,,64.51613,,0 / 20,1905,2014-12-14 14:11:54:586
