ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.6879,-9.6932,0.8415,0.4845,-9.7725,0.6594,0.1528,-0.0122,0.3199,-9.45,34.84,1.7,107.13,85.77,-37.12,0.0,71.322,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,4,2014-12-14 14:17:04:452
0.7262,-9.6357,0.8606,0.503,-9.771,0.6672,0.257,-0.0188,0.1111,-7.95,34.84,2.2,91.46,85.21,-36.31,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,54,2014-12-14 14:17:04:502
0.6496,-9.789,0.7457,0.5397,-9.7659,0.7114,0.1157,-0.1269,0.0523,-7.95,35.59,3.08,84.6,84.92,-37.01,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,104,2014-12-14 14:17:04:552
0.2664,-9.4825,0.1518,0.5286,-9.77,0.6618,-0.178,0.1809,-0.4676,-7.57,35.96,-1.17,84.6,84.92,-37.01,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,154,2014-12-14 14:17:04:602
1.0328,-9.7124,1.2246,0.577,-9.7662,0.6776,0.4602,-0.0583,0.1658,-7.57,32.96,0.01,108.77,85.05,-38.62,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,204,2014-12-14 14:17:04:652
1.3776,-10.153,1.7802,0.6157,-9.7599,0.7312,0.5526,-0.2098,0.7621,-6.07,32.28,-0.24,99.0,84.41,-40.1,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,254,2014-12-14 14:17:04:702
3.7341,-10.8044,2.8339,0.7876,-9.7318,0.9172,2.101,-0.7526,1.673,-7.95,31.9,-1.24,99.0,84.41,-40.1,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,308,2014-12-14 14:17:04:756
5.6116,-11.8389,3.0255,1.1291,-9.6746,1.1393,2.9947,-1.1251,1.7526,-6.45,32.96,-0.42,110.07,82.92,-40.65,0.0,60.841,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,355,2014-12-14 14:17:04:803
-0.8639,-9.7507,-0.4996,1.2475,-9.6607,1.1334,-2.8283,0.9297,-2.1946,-7.95,32.59,-1.67,91.65,77.61,-49.1,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,404,2014-12-14 14:17:04:852
0.2856,-10.7277,0.5349,0.9991,-9.7088,0.9543,-1.5969,-0.6266,-1.0978,-9.76,30.78,-5.61,159.57,81.9,-46.32,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,454,2014-12-14 14:17:04:902
-0.5957,-8.7161,0.4008,0.7799,-9.7362,0.8762,-1.168,1.4521,-0.5803,-9.45,29.28,-5.17,159.57,81.9,-46.32,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,504,2014-12-14 14:17:04:952
-0.2508,-7.0302,0.4008,0.6944,-9.7476,0.8196,-0.8347,2.1191,-0.4645,-10.13,29.65,-1.99,134.07,83.13,-41.67,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,554,2014-12-14 14:17:05:002
-0.3275,-6.7045,0.1518,0.5346,-9.7615,0.7732,-0.93,2.5442,-0.3949,-10.88,28.21,-4.11,137.45,84.23,-36.99,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,604,2014-12-14 14:17:05:052
-0.3849,-6.4554,2.3741,0.3218,-9.7574,0.9273,-1.6319,2.3076,1.2642,-10.51,28.21,-2.55,137.45,84.23,-36.99,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,657,2014-12-14 14:17:05:105
2.7953,-7.1451,3.0255,0.4,-9.722,1.2218,1.4432,1.922,1.7752,-9.76,28.15,-3.99,117.41,84.26,-19.14,0.0,64.083,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,704,2014-12-14 14:17:05:152
3.3892,-11.8581,8.0258,0.7621,-9.582,1.943,1.4404,-3.0956,4.909,-7.95,25.21,-0.86,77.6,77.71,-21.42,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,754,2014-12-14 14:17:05:202
2.5079,-9.6357,4.3091,1.1213,-9.3924,2.5877,2.0011,-1.2752,3.3435,-6.82,25.96,-0.86,77.6,77.71,-21.42,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,804,2014-12-14 14:17:05:252
0.937,-19.8854,11.2253,0.7801,-9.4717,2.4184,-4.2648,-1.6285,-1.7499,-6.45,25.21,0.39,48.3,73.29,-23.43,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,854,2014-12-14 14:17:05:302
3.1019,-9.3675,-0.3655,0.9093,-9.3996,2.644,4.078,-4.6653,1.6704,-6.82,23.78,-0.05,54.85,73.43,-18.98,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,904,2014-12-14 14:17:05:352
4.7303,-15.2108,1.627,-0.063,-9.7713,0.8297,-5.14,5.7861,-11.1617,-5.76,24.15,1.76,54.85,73.43,-18.98,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,954,2014-12-14 14:17:05:402
-4.9638,-8.5629,-2.5112,-0.1168,-9.7921,0.5203,-2.8498,-2.9454,-1.8216,-5.76,24.15,3.95,45.98,85.13,4.34,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1004,2014-12-14 14:17:05:452
0.1132,-8.3904,-1.9557,-0.3542,-9.8002,-0.0402,1.6544,0.0951,-2.0031,-4.63,23.78,6.58,343.71,87.01,54.15,0.0,62.925,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1054,2014-12-14 14:17:05:502
1.4542,-10.3637,-1.1127,-0.1613,-9.7972,-0.4,1.4614,-0.8988,-1.7821,-2.07,21.53,9.33,218.24,87.48,158.04,0.0,65.333,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1104,2014-12-14 14:17:05:552
-1.4387,-8.5437,-0.9786,-0.0492,-9.7943,-0.4886,-0.0257,-0.1722,-0.4291,-1.7,21.53,10.2,218.24,87.48,158.04,0.0,65.333,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1154,2014-12-14 14:17:05:602
0.0557,-9.6932,-1.7258,-0.22,-9.7787,-0.7066,0.3506,-0.3467,-0.9151,-0.57,21.15,9.95,192.8,87.13,174.25,0.0,65.333,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1204,2014-12-14 14:17:05:652
-1.1896,-9.2525,-1.1702,-0.2795,-9.7665,-0.8418,-0.863,0.0308,-0.4903,2.37,18.96,13.14,185.63,85.42,166.29,0.0,65.333,35.178005,126.90888,,155.68817084032057,,71.18387,,0 / 20,1254,2014-12-14 14:17:05:702
