ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.0902,-9.3292,-0.4422,0.401,-9.7881,0.4492,0.4867,0.0102,-1.5176,-9.07,31.9,0.95,113.14,86.25,-36.71,0.0,71.52,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,5,2014-12-14 14:16:29:025
0.6496,-9.5016,0.2092,0.4336,-9.7893,0.3899,0.4393,0.2823,-0.834,-8.32,33.03,0.45,126.62,86.59,-48.04,0.0,71.52,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,55,2014-12-14 14:16:29:075
-0.2892,-9.6166,0.6499,0.218,-9.782,0.6602,-0.5313,0.0564,-0.0924,-6.88,32.28,0.51,126.62,86.59,-48.04,0.0,71.52,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,104,2014-12-14 14:16:29:124
-0.2892,-9.6166,0.6499,0.218,-9.782,0.6602,-0.5313,0.0564,-0.0924,-6.88,32.28,0.51,126.62,86.59,-48.04,0.0,71.52,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,154,2014-12-14 14:16:29:174
-0.1167,-9.6549,0.6882,0.1569,-9.783,0.6618,-0.348,-0.0103,0.0186,-7.95,30.09,1.51,79.53,85.93,-18.27,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,205,2014-12-14 14:16:29:225
0.4772,-9.7124,0.8223,0.1902,-9.7791,0.7101,0.2894,-0.0266,0.0971,-5.01,34.15,1.26,79.53,85.93,-18.27,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,254,2014-12-14 14:16:29:274
1.2627,-9.8848,1.4162,0.3586,-9.7641,0.8389,0.7771,-0.1828,0.5077,-6.13,31.9,0.64,67.12,85.7,-15.0,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,304,2014-12-14 14:16:29:324
1.9715,-10.6703,1.9335,0.5228,-9.7473,0.9417,1.3122,-0.7917,0.91,-5.01,33.03,1.26,67.88,84.66,-23.14,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,354,2014-12-14 14:16:29:374
1.1094,-10.7277,1.8568,0.6134,-9.7284,1.0733,0.4388,-0.7655,0.9942,-5.01,29.71,0.95,65.72,82.76,-29.75,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,404,2014-12-14 14:16:29:424
2.872,-11.3025,1.2821,0.979,-9.6998,1.0608,2.2663,-0.8496,-0.9743,-6.51,30.46,1.95,65.72,82.76,-29.75,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,454,2014-12-14 14:16:29:474
0.1323,-10.4595,-1.6874,1.0139,-9.7093,0.9337,0.5398,-0.4118,-1.8357,-6.51,31.59,1.08,82.74,81.54,-42.7,0.0,70.903,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,504,2014-12-14 14:16:29:524
-1.5536,-10.1913,1.627,0.6959,-9.7566,0.7034,-1.4377,0.0245,0.3088,-6.13,31.21,-0.24,107.31,83.87,-49.34,0.0,63.253,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,554,2014-12-14 14:16:29:574
-1.5919,-9.5208,0.9947,0.4077,-9.7665,0.787,-2.0649,0.3661,0.3629,-7.26,30.46,-0.86,107.31,83.87,-49.34,0.0,63.253,35.178017,126.90887,,155.97029321607747,,67.741936,,0 / 20,604,2014-12-14 14:16:29:624
