sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5584;-8.9573;2.97;0.4741;-9.304;3.0629;-1.0325;0.3467;-0.0929;-0.7436;1.1141;-0.3704;33.0;-28.38;-6.06;-89.58;171.25;71.58;-8.8;2.0;67.488;;;;;;0 / 0;88.9;15.0;3.601;7;2014-11-21 15:49:21:716
-5.3995;-13.4752;1.5071;0.0521;-9.1303;-3.5789;-5.4516;-4.3449;5.086;0.7936;-0.2696;-0.0242;25.0;-26.4;-2.46;-79.14;335.49;67.98;-175.52;2.0;74.826;;;;;;0 / 0;88.9;15.0;3.601;523;2014-11-21 15:49:22:232
3.3537;-16.2572;-11.6418;-0.2207;-8.6458;4.6232;-8.5953;1.7618;-24.0246;-0.0991;1.2388;0.1313;57.0;-29.28;-0.3;-53.28;145.28;61.84;2.73;2.0;67.509;;;;;;0 / 0;88.9;15.0;3.601;1023;2014-11-21 15:49:22:732
2.6546;0.2652;-11.74;0.4989;-9.5479;2.1816;4.0375;-9.9702;-15.4299;4.6137;-0.7714;0.3092;55.0;-38.58;2.28;-71.46;163.6;76.81;-12.88;2.0;68.371;;;;;;0 / 0;88.9;15.0;3.601;1532;2014-11-21 15:49:23:241
-2.1434;-6.9821;8.2013;0.753;-9.7742;-0.2671;-2.5875;8.3921;11.6886;-3.0531;1.0577;-1.1555;51.0;-41.16;7.74;-69.6;259.66;85.33;-109.53;2.0;62.645;;;;;;0 / 0;88.9;15.0;3.601;2037;2014-11-21 15:49:23:746
-19.642;0.4615;-19.4014;1.1316;-7.4813;6.2387;-20.7736;7.9428;-25.6401;-0.163;0.393;0.4243;191.0;-37.62;10.98;-62.64;150.03;49.72;-10.28;2.0;64.93;;;;;;0 / 0;88.9;15.0;3.601;2545;2014-11-21 15:49:24:254
-4.3844;-19.5181;-3.8942;1.1916;-9.4917;2.1585;-5.5759;-10.0265;-6.0527;1.8248;0.7456;0.6043;279.0;-46.68;-1.8;-73.26;176.02;75.44;-28.9;2.0;69.201;;;;;;0 / 0;88.9;15.0;3.601;3045;2014-11-21 15:49:24:754
4.8668;-9.4266;8.9938;1.4153;-9.1384;3.2645;3.4515;-0.2882;5.7293;-3.0211;0.7509;-1.0564;451.0;-52.62;-1.68;-64.68;138.56;48.67;-4.99;2.0;65.495;;;;;;0 / 0;88.9;15.0;3.601;3545;2014-11-21 15:49:25:254
-2.6989;-2.3828;10.0904;2.0753;-4.881;8.2485;-4.7742;2.4982;1.8419;-0.1257;-1.5767;-0.3289;943.0;-47.82;7.5;-62.04;132.52;29.85;-14.12;2.0;66.434;;;;;;0 / 0;88.9;15.0;3.601;4049;2014-11-21 15:49:25:758
1.3856;-16.4847;5.9292;-0.4712;-7.2095;6.631;1.8569;-9.2751;-0.7018;-0.3824;1.4934;-0.4748;1035.0;-54.84;-5.94;-88.02;141.37;43.55;-1.48;2.0;66.128;;;;;;0 / 0;88.9;15.0;3.601;4567;2014-11-21 15:49:26:276
0.1933;-6.6852;1.148;-0.1803;-7.6306;6.1573;0.3736;0.9454;-5.0093;-0.1449;0.214;-0.1595;453.0;-50.64;-3.84;-86.88;141.12;49.23;2.05;2.0;57.855;;;;;;0 / 0;88.9;15.0;3.601;5067;2014-11-21 15:49:26:776
0.1742;-9.2733;3.1687;-0.0446;-8.4234;5.0215;0.2188;-0.8499;-1.8528;0.0117;0.1011;-0.0412;385.0;-45.66;-0.18;-83.52;146.8;57.52;0.19;2.0;46.559;;;;;;0 / 0;88.9;15.0;3.601;5573;2014-11-21 15:49:27:282
