sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0688;-8.3731;1.306;0.1752;-9.577;2.1032;-0.1064;1.2038;-0.7971;-1.5287;-0.3549;0.0621;39.0;-61.98;9.24;-64.62;139.64;77.57;-4.76;2.0;55.078;;;;;;0 / 0;88.7;15.0;3.606;7;2014-11-21 15:48:05:957
3.5428;-19.5181;-14.7064;0.4036;-9.6555;1.667;3.1392;-9.8626;-16.3733;5.9729;-1.8303;-0.5313;25.0;-58.68;-2.1;-47.46;141.88;79.93;-13.61;2.0;67.519;;;;;;0 / 0;88.7;15.0;3.606;509;2014-11-21 15:48:06:459
3.2292;-14.6196;13.9019;0.3798;-9.448;-2.6007;-9.1336;6.4403;15.4396;-2.1092;0.916;-0.315;19.0;-65.1;5.94;-68.16;307.74;74.45;-171.69;2.0;69.828;;;;;;0 / 0;88.7;15.0;3.606;1016;2014-11-21 15:48:06:966
-8.591;1.1654;-19.4014;0.5127;-8.7548;4.3887;-0.9825;-2.0101;15.4359;-0.848;-0.4497;-0.0647;27.0;-68.64;1.2;-57.48;132.75;63.22;-6.66;2.0;65.26;;;;;;0 / 0;88.7;15.0;3.606;1516;2014-11-21 15:48:07:466
-6.0292;-19.5181;-1.4377;-0.1582;-9.5074;2.399;2.0634;-10.0108;-17.8619;3.8999;-0.6808;0.6459;17.0;-77.76;1.56;-62.28;283.51;80.16;-155.03;2.0;67.045;;;;;;0 / 0;88.7;15.0;3.606;2019;2014-11-21 15:48:07:969
-2.2871;-19.5181;8.5222;-0.4239;-9.4097;2.7294;-1.8631;-10.1085;5.7928;-3.363;0.6337;-1.0106;25.0;-84.84;9.06;-59.16;113.72;73.64;8.83;2.0;66.54;;;;;;0 / 0;88.7;15.0;3.603;2522;2014-11-21 15:48:08:472
-0.2089;-8.5144;14.0552;0.3912;-7.3999;6.4233;-0.6;-1.1145;7.6318;-1.3295;-0.2111;-0.1584;39.0;-81.66;6.42;-55.26;117.72;48.99;-3.48;2.0;62.513;;;;;;0 / 0;88.7;15.0;3.603;3030;2014-11-21 15:48:08:980
4.4598;-1.7125;6.092;0.4983;-9.7264;1.1486;3.9615;8.014;4.9434;-0.4474;0.2971;-0.5345;35.0;-86.7;6.24;-67.8;151.07;82.66;-23.45;2.0;65.779;;;;;;0 / 0;88.7;15.0;3.603;3533;2014-11-21 15:48:09:483
-10.7865;-7.9422;-12.7551;1.6786;-5.2134;8.1346;-12.4651;-2.7288;-20.8897;1.2442;0.4867;0.9963;93.0;-97.86;-1.86;-64.5;123.65;37.52;-13.54;2.0;64.635;;;;;;0 / 0;88.7;15.0;3.603;4033;2014-11-21 15:48:09:983
5.4989;-7.8967;1.1193;-0.4169;-7.989;5.6722;-0.223;-2.6131;0.4271;-0.2972;0.3439;-0.609;47.0;-93.18;7.14;-74.4;108.13;50.87;13.1;2.0;60.477;;;;;;0 / 0;88.7;15.0;3.603;4545;2014-11-21 15:48:10:495
0.7967;-8.9405;3.2214;0.2693;-8.7939;4.3319;0.5273;-0.1466;-1.1105;-0.0554;0.1607;-0.0242;35.0;-95.64;-0.48;-88.74;133.27;63.73;-3.56;2.0;48.913;;;;;;0 / 0;88.7;15.0;3.603;5051;2014-11-21 15:48:11:001
