sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.4275;-7.7698;2.6683;-0.1864;-9.4973;2.4368;-1.2411;1.7276;0.2315;-1.1196;0.2715;0.4147;43.0;-30.66;6.42;-85.26;154.47;75.57;4.38;2.0;65.747;;;;;;0 / 0;88.7;15.0;3.603;17;2014-11-21 15:48:14:188
4.716;-19.5181;-9.9323;0.2046;-9.5442;2.2449;0.9082;3.8143;-12.8356;3.5963;-1.5;-0.5909;23.0;-29.34;9.06;-70.8;339.05;73.26;178.62;2.0;73.078;;;;;;0 / 0;88.7;15.0;3.603;520;2014-11-21 15:48:14:691
-16.0417;-2.3278;12.5899;-0.4592;-9.7621;-0.8143;1.6294;-6.2007;11.2088;-2.7239;1.5658;-0.3523;43.0;-28.38;2.7;-63.66;127.95;68.56;25.67;2.0;64.498;;;;;;0 / 0;88.7;15.0;3.603;1040;2014-11-21 15:48:15:211
0.1239;-4.5639;11.5843;0.0438;-8.6196;4.6766;7.0639;-10.7503;-23.7889;-1.1281;-0.7213;-0.1094;43.0;-31.8;4.98;-58.32;147.23;61.52;-0.54;2.0;68.696;;;;;;0 / 0;88.7;15.0;3.603;1540;2014-11-21 15:48:15:711
4.8285;-19.5181;-8.2827;0.7121;-9.6941;1.2989;4.1164;-9.824;-9.5816;2.6323;-0.1961;0.7811;35.0;-42.48;4.08;-69.78;284.24;78.79;-134.93;2.0;69.364;;;;;;0 / 0;88.7;15.0;3.603;2064;2014-11-21 15:48:16:235
-14.1048;-4.8082;14.5125;0.7516;-9.7562;-0.6509;-14.8565;4.9481;15.1634;-2.8475;1.4614;-0.1978;77.0;-39.84;11.7;-68.34;144.16;71.87;2.39;2.0;66.252;;;;;;0 / 0;88.7;15.0;3.603;2569;2014-11-21 15:48:16:740
-3.1705;-5.9047;12.7503;-0.0483;-7.8726;5.8474;-3.1222;1.9679;6.9029;-0.8767;-0.0172;-0.0157;203.0;-41.1;3.48;-66.12;140.79;53.4;0.47;2.0;66.419;;;;;;0 / 0;88.7;15.0;3.603;3081;2014-11-21 15:48:17:252
-7.8153;-17.8853;-1.9956;0.0651;-9.7086;1.3816;-7.8804;-8.1766;-3.3772;2.1359;-0.5019;0.8749;111.0;-50.52;0.84;-73.62;144.41;85.36;0.9;2.0;66.813;;;;;;0 / 0;88.7;15.0;3.603;3588;2014-11-21 15:48:17:759
-2.3828;-19.5181;-8.1439;0.1212;-6.6586;7.1985;0.1209;-9.3366;-4.8638;-0.376;1.0566;0.5212;467.0;-56.1;1.62;-62.88;127.36;42.76;-0.96;2.0;62.52;;;;;;0 / 0;88.9;15.0;3.603;4089;2014-11-21 15:48:18:260
10.7709;-19.5181;-12.4175;-1.144;-8.0218;5.5239;11.9149;-11.4964;-17.9414;5.0866;0.2236;1.3894;327.0;-53.64;2.34;-77.76;127.32;54.88;11.7;2.0;64.532;;;;;;0 / 0;88.9;15.0;3.603;4589;2014-11-21 15:48:18:760
-0.0509;-9.1201;3.899;-0.3597;-7.2266;6.6195;0.3089;-1.8935;-2.7206;-0.2173;-0.0545;0.1569;439.0;-55.2;-6.42;-87.54;138.13;47.47;3.11;2.0;40.174;;;;;;0 / 0;88.9;15.0;3.603;5105;2014-11-21 15:48:19:276
-1.2384;-9.0315;4.282;-0.5124;-8.1877;5.3732;-0.726;-0.8438;-1.0912;0.0756;-0.8406;-0.1872;341.0;-56.76;-4.44;-90.48;137.99;56.61;5.45;2.0;45.707;;;;;;0 / 0;88.9;15.0;3.603;5618;2014-11-21 15:48:19:789
