sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.5205;-8.9597;1.2701;0.2527;-9.6971;1.4397;2.2678;0.7374;-0.1695;-1.305;-0.1205;-0.0732;47.0;-61.44;11.7;-60.42;143.46;81.43;-9.96;0.0;52.815;;;;;;0 / 0;89.1;14.0;3.601;10;2014-11-21 15:49:49:082
5.0919;-15.1296;-9.3793;0.8908;-9.7236;0.9104;4.2011;-5.406;-10.2897;2.8698;-1.956;-0.8412;55.0;-61.38;8.16;-52.8;311.84;65.38;178.28;0.0;72.574;;;;;;0 / 0;89.1;14.0;3.601;523;2014-11-21 15:49:49:595
4.8572;-19.25;6.8941;0.2623;-9.8032;0.0293;4.5949;-9.4468;6.8648;-3.4824;0.7658;-1.0863;23.0;-63.42;-4.62;-48.78;211.45;88.46;-83.62;0.0;65.08;;;;;;0 / 0;89.1;14.0;3.601;1026;2014-11-21 15:49:50:098
-2.6749;-19.5181;19.8246;0.5822;-8.8609;4.1613;-3.2572;-10.6572;15.6633;0.6221;-1.2518;0.2357;33.0;-68.22;8.82;-58.5;127.31;68.37;-0.65;0.0;62.631;;;;;;0 / 0;89.1;14.0;3.601;1526;2014-11-21 15:49:50:598
-1.3868;-19.5181;-0.7649;0.877;-9.6916;-1.2155;-2.2639;-9.8266;0.4506;2.7984;0.5208;0.6469;23.0;-68.7;4.86;-60.84;276.07;81.21;-144.19;0.0;69.586;;;;;;0 / 0;89.1;14.0;3.601;2053;2014-11-21 15:49:51:125
-11.5071;-1.5808;12.6378;0.4158;-9.768;-0.7651;0.9759;-0.867;7.6552;-2.6472;1.2004;-0.0157;25.0;-82.68;2.7;-57.36;111.65;73.94;11.58;0.0;63.487;;;;;;0 / 0;89.1;14.0;3.601;2562;2014-11-21 15:49:51:634
2.6258;-19.5181;-2.3954;0.1929;-8.402;5.0539;2.433;-11.1161;-7.4493;-0.2791;-0.9131;-0.3374;37.0;-89.46;10.92;-54.12;114.35;56.24;-0.87;0.0;67.817;;;;;;0 / 0;89.1;14.0;3.601;3074;2014-11-21 15:49:52:146
-11.713;-19.5181;-6.2525;1.1745;-9.7329;0.2542;-12.8875;-9.7853;-6.5067;2.0762;-0.5562;1.22;29.0;-85.5;13.8;-65.34;279.61;83.83;-151.46;0.0;68.989;;;;;;0 / 0;89.1;14.0;3.601;3574;2014-11-21 15:49:52:646
0.9068;-13.9995;4.2341;0.7635;-9.0785;3.6289;4.2835;0.3918;0.7419;-1.8653;0.5495;-0.6538;41.0;-95.1;3.84;-60.24;117.66;57.15;-0.8;0.0;63.619;;;;;;0 / 0;89.1;14.0;3.601;4080;2014-11-21 15:49:53:152
3.5763;-3.2256;-13.8732;-0.8344;-6.3265;7.4464;3.0137;9.4177;-17.6457;1.633;-1.0057;1.693;53.0;-107.76;2.76;-64.86;105.43;40.18;6.39;0.0;64.9;;;;;;0 / 0;89.1;14.0;3.601;4611;2014-11-21 15:49:53:683
0.4375;-8.9765;2.7952;0.7108;-8.2934;5.1852;-0.3198;-0.373;-1.9893;-0.2578;-0.0342;0.0983;53.0;-103.26;1.74;-68.52;126.21;54.0;-8.82;0.0;47.45;;;;;;0 / 0;89.1;14.0;3.601;5121;2014-11-21 15:49:54:193
-0.8266;-9.2398;2.7306;1.076;-8.8761;4.0285;-1.0759;-0.5145;-1.2391;0.2557;-0.8619;-0.4258;53.0;-101.34;4.44;-66.18;124.86;65.28;-5.02;0.0;41.862;;;;;;0 / 0;89.1;14.0;3.601;5624;2014-11-21 15:49:54:696
