sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.6211;-8.1624;-0.4345;0.4603;-9.7867;0.4238;2.1608;1.6243;-0.8583;-2.3415;0.6103;0.012;41.0;-29.52;10.2;-75.3;205.81;86.34;-47.36;2.0;68.834;;;;;;0 / 0;88.3;15.0;3.606;10;2014-11-21 15:47:39:743
7.273;11.6807;-9.7743;-0.486;-8.79;4.3209;7.759;20.4707;-14.0953;5.4275;-0.2388;0.5084;39.0;-31.38;8.28;-57.78;275.11;86.04;-122.77;2.0;72.785;;;;;;0 / 0;88.3;15.0;3.606;518;2014-11-21 15:47:40:251
-12.7928;-2.6079;11.807;0.7308;-9.3426;-2.8901;-13.5236;6.7347;14.6971;-0.5167;-1.0729;-0.1275;25.0;-29.82;0.18;-69.54;321.26;72.3;-165.81;2.0;69.666;;;;;;0 / 0;88.3;15.0;3.606;1018;2014-11-21 15:47:40:751
10.4692;-19.5181;-17.5698;-1.2701;-9.104;3.4171;11.7394;-10.4142;-20.987;-0.3004;0.5655;0.5713;43.0;-36.3;4.26;-60.84;125.99;68.18;20.39;2.0;65.862;;;;;;0 / 0;88.3;15.0;3.606;1518;2014-11-21 15:47:41:251
6.1884;-19.5181;-14.4502;0.1517;-9.7944;0.4682;6.0367;-9.7238;-14.9184;5.7258;-0.7661;-0.0647;79.0;-39.66;6.24;-62.64;313.29;73.27;-162.89;2.0;69.361;;;;;;0 / 0;88.3;15.0;3.606;2018;2014-11-21 15:47:41:751
2.6953;-16.2046;10.4686;0.622;-9.7857;0.1615;2.0732;-6.4189;10.3072;-3.8925;-0.0459;-1.6509;67.0;-36.9;7.14;-67.56;227.21;86.24;-75.45;2.0;65.636;;;;;;0 / 0;88.3;15.0;3.606;2526;2014-11-21 15:47:42:259
10.8954;-9.429;-2.1967;1.9501;-8.4298;4.6157;8.9453;-0.9991;-6.8124;-0.7862;0.2257;0.1665;111.0;-45.84;-0.9;-62.4;150.33;54.08;-11.58;2.0;69.091;;;;;;0 / 0;88.3;15.0;3.606;3027;2014-11-21 15:47:42:760
7.826;-19.5181;-7.3729;1.2465;-9.4632;2.2507;6.5796;-10.0549;-9.6236;2.8443;-2.6111;0.9505;131.0;-50.34;-0.54;-68.1;229.38;80.02;-85.36;2.0;67.685;;;;;;0 / 0;88.3;15.0;3.606;3536;2014-11-21 15:47:43:269
-1.7172;-13.9588;1.4856;1.9619;-6.8838;6.7033;-3.6791;-7.075;-5.2177;1.6863;0.7061;0.7268;849.0;-49.02;1.62;-69.72;169.93;44.98;-28.0;2.0;65.958;;;;;;0 / 0;88.3;15.0;3.606;4058;2014-11-21 15:47:43:791
0.5788;-9.7809;3.5374;1.3415;-8.2486;5.1314;3.2452;-0.6225;-2.8365;-0.2184;0.6028;-0.3363;697.0;-54.24;-5.94;-91.26;161.78;57.26;-14.65;2.0;57.822;;;;;;0 / 0;88.3;15.0;3.606;4575;2014-11-21 15:47:44:308
0.981;-9.0674;3.3698;1.0982;-8.8582;4.0616;-0.1172;-0.2092;-0.6918;-0.081;0.0989;-0.0817;531.0;-52.62;-1.5;-87.48;162.23;64.59;-15.13;2.0;68.246;;;;;;0 / 0;88.3;15.0;3.606;5086;2014-11-21 15:47:44:819
