sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0593;-7.8703;-0.9062;0.4393;-9.7921;-0.3047;-0.3801;1.9218;-0.6015;-0.9683;-0.2654;0.1207;35.0;-32.4;11.58;-77.1;282.59;86.87;-124.74;2.0;67.255;;;;;;0 / 0;88.9;15.0;3.609;9;2014-11-21 15:49:03:979
7.8907;-19.5181;-11.9219;0.2744;-9.7655;0.8561;7.6163;-9.7526;-12.778;5.1197;0.0265;1.2477;47.0;-31.62;11.76;-64.14;171.04;84.74;-17.77;2.0;71.731;;;;;;0 / 0;88.9;15.0;3.609;509;2014-11-21 15:49:04:479
-5.2631;-3.1609;11.7663;0.4727;-9.2922;-3.0991;-1.8215;4.6691;13.2474;-3.6592;1.5115;-0.6815;25.0;-32.04;0.3;-66.06;324.01;71.36;-171.33;2.0;68.754;;;;;;0 / 0;88.9;15.0;3.609;1009;2014-11-21 15:49:04:979
-0.9511;-1.5736;-19.4014;-0.6717;-8.4813;4.8771;4.9594;8.1772;-22.7727;-0.6818;1.063;0.6586;59.0;-34.02;2.7;-59.34;137.18;59.87;7.84;2.0;64.363;;;;;;0 / 0;88.9;15.0;3.609;1517;2014-11-21 15:49:05:487
-0.1514;-19.5181;-9.2835;-0.0081;-9.7218;1.2872;1.459;-1.4082;-19.9693;2.9369;0.0212;0.73;67.0;-43.68;1.26;-67.98;146.45;82.46;0.36;2.0;69.103;;;;;;0 / 0;88.9;15.0;3.609;2017;2014-11-21 15:49:05:987
0.4423;-13.3028;4.6627;-0.1613;-9.8013;-0.2842;-4.6995;7.2269;12.1845;-3.265;1.4859;-0.3683;173.0;-40.14;6.48;-64.92;128.17;66.23;16.23;2.0;67.779;;;;;;0 / 0;88.9;15.0;3.609;2517;2014-11-21 15:49:06:487
3.4638;-5.1409;-7.2532;-1.3036;-7.1735;6.5583;8.7442;6.2559;-25.9597;0.0096;0.2949;0.8515;283.0;-46.08;-1.32;-64.32;128.22;44.36;6.39;2.0;64.99;;;;;;0 / 0;88.9;15.0;3.609;3024;2014-11-21 15:49:06:994
-9.1728;-19.5181;-1.9932;-2.1564;-9.3763;1.8995;-7.0164;-10.1418;-3.8927;1.2879;0.6486;1.2445;171.0;-50.7;-1.32;-69.12;94.89;72.96;48.62;2.0;68.225;;;;;;0 / 0;88.9;15.0;3.609;3524;2014-11-21 15:49:07:494
0.2484;-8.1505;-1.2103;-0.5854;-6.7147;7.1232;0.8338;-1.4358;-8.3335;-1.4935;0.9746;0.0696;587.0;-52.68;1.8;-66.06;128.17;32.62;-5.51;2.0;65.537;;;;;;0 / 0;88.9;15.0;3.609;4059;2014-11-21 15:49:08:029
3.8996;-11.3036;-5.4241;-2.1895;-7.3916;6.0614;6.0891;-3.912;-11.4854;2.1593;-0.2313;0.6246;921.0;-56.94;-1.92;-84.3;119.39;48.92;19.86;2.0;62.052;;;;;;0 / 0;88.9;15.0;3.603;4581;2014-11-21 15:49:08:551
-0.1035;-8.4593;3.9157;-1.2827;-7.7813;5.829;1.1791;-0.678;-1.9133;-0.0309;-0.015;0.0621;739.0;-52.86;-0.6;-85.32;127.6;49.75;13.14;2.0;52.428;;;;;;0 / 0;88.9;15.0;3.603;5084;2014-11-21 15:49:09:054
0.3609;-8.7777;4.1551;-0.7801;-8.333;5.1112;1.141;-0.4447;-0.956;0.0842;-0.2196;-0.0796;709.0;-52.32;-1.98;-89.7;137.12;58.18;8.68;2.0;53.159;;;;;;0 / 0;88.9;15.0;3.603;5607;2014-11-21 15:49:09:577
