sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.7596;-10.1784;4.3084;-0.3811;-9.418;2.7068;-0.3784;-0.7603;1.6016;-0.946;0.1629;0.061;55.0;-59.4;17.88;-67.5;126.86;73.82;8.01;2.0;60.261;;;;;;0 / 0;88.9;15.0;3.612;30;2014-11-21 15:48:55:295
-6.4242;-10.7841;3.4129;0.5146;-9.1348;-3.5304;-6.9388;-1.6493;6.9433;0.4059;0.8702;-0.1829;55.0;-55.74;17.46;-58.92;315.88;71.21;-178.19;2.0;73.904;;;;;;0 / 0;88.9;15.0;3.612;531;2014-11-21 15:48:55:796
1.9363;-14.9332;-13.3154;-1.7692;-9.1239;3.1298;3.7055;-5.8094;-16.4452;-4.293;1.1269;-1.1086;27.0;-60.3;4.98;-43.2;94.3;68.49;29.48;2.0;68.842;;;;;;0 / 0;88.9;15.0;3.612;1031;2014-11-21 15:48:56:296
0.677;3.5141;10.6123;-0.3386;-7.9083;5.789;1.0156;11.4224;4.8233;3.4238;-0.9898;1.0762;23.0;-66.9;5.82;-66.24;130.31;76.19;2.76;2.0;66.067;;;;;;0 / 0;88.9;15.0;3.612;1542;2014-11-21 15:48:56:807
-3.386;-19.5181;1.749;0.1651;-9.78;0.7037;-3.551;-9.7381;1.0452;1.8344;0.835;0.1654;19.0;-71.94;3.66;-63.48;144.21;85.77;-13.2;2.0;66.237;;;;;;0 / 0;88.9;15.0;3.612;2044;2014-11-21 15:48:57:309
-3.6829;-19.5181;-19.3559;-0.4025;-8.207;5.353;-3.2804;-11.3111;-24.7089;-1.5084;0.7796;0.5969;31.0;-86.1;1.56;-55.08;113.67;56.81;4.3;2.0;59.606;;;;;;0 / 0;88.9;15.0;3.612;2545;2014-11-21 15:48:57:810
-2.0141;-6.9127;15.5228;0.0838;-7.8956;5.8158;-2.0979;0.983;9.707;1.3667;-0.9578;1.1689;37.0;-84.06;11.52;-60.96;128.8;61.42;-9.15;2.0;63.974;;;;;;0 / 0;88.9;15.0;3.612;3056;2014-11-21 15:48:58:321
2.2092;-1.7962;7.9476;0.0736;-9.6516;1.7355;2.1356;7.8554;6.2121;0.5454;-0.2771;-0.2916;35.0;-83.82;6.78;-63.48;128.32;79.8;-2.43;2.0;65.446;;;;;;0 / 0;88.9;15.0;3.609;3563;2014-11-21 15:48:58:828
-19.642;-10.9421;-19.4014;2.2193;-4.5096;8.4207;-21.8613;-6.4325;-27.8221;0.6626;-0.1514;-0.0732;83.0;-95.88;-0.9;-60.0;116.59;27.38;-14.76;2.0;65.738;;;;;;0 / 0;88.9;15.0;3.609;4065;2014-11-21 15:48:59:330
3.8397;-12.7425;-4.4544;-1.2089;-7.4944;6.2083;5.0486;-5.2481;-10.6627;2.4086;0.9629;0.093;49.0;-94.56;4.92;-64.44;106.33;49.84;11.02;2.0;69.553;;;;;;0 / 0;88.9;15.0;3.609;4585;2014-11-21 15:48:59:850
0.4663;-8.6293;4.3108;-0.0679;-7.7056;6.0654;0.5342;-0.9237;-1.7547;-0.1513;0.3535;-0.0998;53.0;-96.9;2.7;-75.96;117.64;45.11;0.48;2.0;48.607;;;;;;0 / 0;88.9;15.0;3.609;5087;2014-11-21 15:49:00:352
0.2292;-10.3268;3.286;0.1885;-8.5244;4.8447;0.0407;-1.8024;-1.5586;0.179;-1.1709;-0.6527;45.0;-96.9;-0.12;-87.12;130.13;60.37;-2.23;2.0;68.949;;;;;;0 / 0;88.9;15.0;3.609;5588;2014-11-21 15:49:00:853
