sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2029;-7.7602;4.7824;1.1613;-9.2014;3.1871;-0.9584;1.4412;1.5953;-0.7223;0.2172;0.1228;45.0;-33.72;4.62;-85.08;178.06;69.76;-20.02;0.0;63.601;;;;;;0 / 0;88.9;14.0;3.601;21;2014-11-21 15:49:39:153
-3.6757;-13.3866;5.1272;0.6023;-9.2017;-3.3377;-4.278;-4.1849;8.4648;2.0549;-1.3978;-0.1307;57.0;-28.86;6.18;-78.36;335.1;72.27;-176.01;0.0;75.191;;;;;;0 / 0;88.9;14.0;3.601;557;2014-11-21 15:49:39:689
-3.714;-19.5181;3.2717;0.1338;-9.7833;0.6636;-3.8478;-9.7348;2.608;-1.4243;0.5187;0.3391;37.0;-30.0;2.34;-56.28;148.21;68.71;1.48;0.0;69.439;;;;;;0 / 0;88.9;14.0;3.601;1080;2014-11-21 15:49:40:212
2.578;10.6249;0.7889;0.5154;-8.7785;4.3408;2.0626;19.4034;-3.5519;1.2059;-1.0515;0.9409;53.0;-36.72;2.94;-66.96;161.72;67.49;-12.21;0.0;67.308;;;;;;0 / 0;88.9;14.0;3.601;1593;2014-11-21 15:49:40:725
9.6456;-5.6294;2.9149;1.4548;-9.5102;-1.9004;-5.3611;7.198;15.8296;-1.8568;0.2044;0.0174;53.0;-42.0;4.5;-70.02;291.8;75.87;-142.57;0.0;69.836;;;;;;0 / 0;88.9;14.0;3.601;2097;2014-11-21 15:49:41:229
-4.789;-19.5181;-11.9267;1.1892;-8.5271;4.6953;-5.1392;-10.2909;-15.2294;-2.5162;1.879;0.5713;121.0;-37.08;11.94;-58.74;157.53;60.4;-14.21;0.0;63.439;;;;;;0 / 0;88.9;14.0;3.601;2597;2014-11-21 15:49:41:729
5.0655;5.0727;-10.6913;1.1685;-9.3595;2.6842;1.8404;-10.1586;-16.3707;3.559;-0.0161;0.5266;227.0;-38.58;0.66;-72.48;174.83;72.63;-23.53;0.0;67.583;;;;;;0 / 0;88.9;14.0;3.601;3101;2014-11-21 15:49:42:233
-6.046;-5.5551;7.3993;1.8996;-9.5131;-1.4367;2.0693;6.7759;14.1942;-1.6778;-0.3208;0.0078;207.0;-50.28;-4.14;-69.12;270.48;75.94;-127.1;0.0;58.877;;;;;;0 / 0;88.9;14.0;3.601;3601;2014-11-21 15:49:42:733
-5.1529;-19.5181;-19.4014;0.5993;-8.7917;4.3031;0.1758;-3.8958;15.5215;-0.6487;0.2353;0.0802;521.0;-50.1;0.0;-55.62;143.22;63.7;-7.93;0.0;67.093;;;;;;0 / 0;88.9;14.0;3.601;4104;2014-11-21 15:49:43:236
2.3218;-6.9965;5.6587;0.5468;-9.7882;0.253;-7.1075;-9.7299;-2.6939;0.2205;0.8137;0.1558;535.0;-44.64;0.96;-78.84;222.15;83.53;-71.59;0.0;68.471;;;;;;0 / 0;88.9;14.0;3.601;4604;2014-11-21 15:49:43:736
0.9762;-11.1432;4.361;0.4473;-8.8234;4.2567;0.529;-2.3198;0.1043;-0.2961;-0.096;0.126;699.0;-47.58;-0.3;-74.22;149.62;60.77;-5.87;0.0;62.377;;;;;;0 / 0;88.9;14.0;3.601;5108;2014-11-21 15:49:44:240
-0.5034;-9.2159;3.2358;-0.124;-9.039;3.8017;-0.3793;-0.1769;-0.5659;0.0053;0.1533;0.0355;601.0;-51.24;-4.02;-87.3;148.36;67.0;-0.34;0.0;63.488;;;;;;0 / 0;88.9;14.0;3.601;5610;2014-11-21 15:49:44:742
-0.8194;-9.2925;3.6739;0.2459;-9.1077;3.6278;-1.0653;-0.1848;0.0461;-0.0852;0.0904;-0.0285;475.0;-48.54;-3.18;-87.18;148.73;68.31;0.38;0.0;54.941;;;;;;0 / 0;88.9;14.0;3.601;6129;2014-11-21 15:49:45:261
