sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.062;-10.7147;-7.7345;-0.6339;-9.7532;-0.8022;-1.4281;-0.9614;-6.9323;-1.2996;-0.2792;0.2187;39.0;-62.52;10.8;-59.34;106.37;85.27;26.12;2.0;57.524;;;;;;0 / 0;88.9;15.0;3.603;44;2014-11-21 15:49:13:340
2.305;-11.6795;-8.9459;0.2517;-9.4638;2.5582;2.0533;-2.2157;-11.5041;2.742;-0.5072;1.9284;27.0;-59.34;-0.78;-46.08;132.69;74.8;-5.62;2.0;70.419;;;;;;0 / 0;88.9;15.0;3.603;552;2014-11-21 15:49:13:848
12.1189;-5.1146;10.0185;0.4911;-9.4973;-2.3939;11.6277;4.3827;12.4124;-2.9476;1.1791;-0.7049;27.0;-62.52;-1.44;-52.5;261.92;89.01;-132.4;2.0;68.58;;;;;;0 / 0;88.9;15.0;3.603;1052;2014-11-21 15:49:14:348
2.8126;-19.5181;19.083;-0.0839;-8.6414;4.6356;2.8965;-10.8767;14.4474;-0.6136;1.1461;0.6853;27.0;-69.36;6.24;-59.64;124.92;61.79;1.04;2.0;63.465;;;;;;0 / 0;88.9;15.0;3.603;1553;2014-11-21 15:49:14:849
0.0545;-7.7123;-12.1398;0.0208;-9.2689;3.2028;0.0337;1.5565;-15.3426;2.6067;0.7562;0.5564;19.0;-69.72;6.42;-65.94;276.21;85.06;-141.82;2.0;63.438;;;;;;0 / 0;88.9;15.0;3.603;2065;2014-11-21 15:49:15:361
-14.531;-4.4706;13.969;0.3077;-9.7176;-1.2824;-14.8387;5.247;15.2514;-2.1359;1.3506;-0.0178;19.0;-85.2;3.0;-60.96;292.2;82.27;-166.51;2.0;63.304;;;;;;0 / 0;88.9;15.0;3.603;2571;2014-11-21 15:49:15:867
0.0281;-6.5799;14.6082;0.8356;-7.853;5.814;-0.8074;1.2731;8.7942;-0.8522;-0.5509;-0.2468;39.0;-90.42;9.3;-52.2;119.43;53.2;-8.18;2.0;63.979;;;;;;0 / 0;88.9;15.0;3.603;3071;2014-11-21 15:49:16:367
-6.101;-19.5181;-9.2787;-0.9463;-9.5288;2.1165;-5.1547;-9.9894;-11.3952;1.4211;-0.7948;1.578;31.0;-86.58;12.66;-66.72;174.61;82.48;-47.14;2.0;67.837;;;;;;0 / 0;88.9;15.0;3.603;3576;2014-11-21 15:49:16:872
-4.5424;-19.5181;-6.4871;0.7374;-5.562;8.043;-5.2798;-13.9561;-14.5301;-0.3973;1.1685;-0.1328;87.0;-97.08;2.22;-64.2;113.53;34.55;-5.24;2.0;63.4;;;;;;0 / 0;88.9;15.0;3.603;4095;2014-11-21 15:49:17:391
5.3145;-8.3755;5.0003;-0.2583;-8.0993;5.5233;5.5728;-0.2762;-0.523;0.0746;-0.0566;-0.0434;45.0;-96.12;1.98;-59.94;103.37;53.5;14.82;2.0;56.4;;;;;;0 / 0;88.9;15.0;3.603;4605;2014-11-21 15:49:17:901
1.3904;-8.9645;2.7114;0.451;-8.7471;4.411;0.9394;-0.2174;-1.6996;0.017;-0.0438;0.012;39.0;-100.86;-2.82;-75.36;129.69;63.12;-5.84;2.0;44.258;;;;;;0 / 0;88.9;15.0;3.603;5113;2014-11-21 15:49:18:409
