sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.4543;-7.8033;3.6978;0.2892;-9.7567;0.9468;0.1651;1.9534;2.7511;-1.0663;-0.3506;0.1463;39.0;-64.5;6.24;-59.52;149.81;84.21;-16.99;2.0;64.584;;;;;;0 / 0;88.5;15.0;3.603;6;2014-11-21 15:47:49:052
-0.4627;-11.9261;-9.1662;0.3169;-9.4255;2.6891;-0.7796;-2.5006;-11.8553;4.8161;0.459;-0.1616;27.0;-61.68;-6.84;-48.66;134.92;73.97;-6.72;2.0;73.001;;;;;;0 / 0;88.5;15.0;3.603;506;2014-11-21 15:47:49:552
-0.5297;-19.5181;11.3545;-0.2182;-9.7906;0.518;-0.3115;-9.7275;10.8365;-3.9692;-0.1876;-1.1939;27.0;-67.26;-0.9;-56.16;116.75;64.54;10.99;2.0;62.603;;;;;;0 / 0;88.5;15.0;3.603;1010;2014-11-21 15:47:50:056
6.1429;-8.2462;12.7886;0.4917;-7.6487;6.1176;5.6512;-0.5975;6.671;-0.7031;-0.1312;-0.2255;29.0;-67.68;0.3;-60.78;121.07;55.55;5.73;2.0;68.293;;;;;;0 / 0;88.5;15.0;3.603;1525;2014-11-21 15:47:50:571
0.5261;-9.9174;-0.8703;0.3105;-9.8013;-0.0988;0.2156;-0.1161;-0.7715;0.4645;-0.472;-0.1946;17.0;-73.08;2.7;-65.28;239.39;88.1;-107.64;2.0;67.599;;;;;;0 / 0;88.5;15.0;3.603;2026;2014-11-21 15:47:51:072
1.6586;-19.5181;6.7433;-0.035;-8.805;4.3176;1.6936;-10.7132;2.4256;-2.7612;0.2694;-0.9254;29.0;-89.4;5.22;-60.24;119.69;63.88;0.46;2.0;66.529;;;;;;0 / 0;88.5;15.0;3.603;2526;2014-11-21 15:47:51:572
-5.1673;-3.5344;8.9316;-0.6247;-7.1739;6.6569;-4.5425;3.6395;2.2746;-0.5582;-0.3985;0.1036;35.0;-85.5;11.16;-56.34;107.0;47.02;5.36;2.0;69.149;;;;;;0 / 0;88.5;15.0;3.603;3033;2014-11-21 15:47:52:079
0.6794;-3.4554;8.4025;-0.5124;-9.6266;1.7994;1.1917;6.1712;6.6031;-1.436;0.7317;-8.0E-4;43.0;-86.52;8.64;-67.56;116.24;66.42;7.94;2.0;66.874;;;;;;0 / 0;88.5;15.0;3.603;3533;2014-11-21 15:47:52:579
-19.642;-19.5181;-17.9122;1.3831;-4.6629;8.5156;-21.0251;-14.8553;-26.4278;1.2559;-0.4763;-0.185;59.0;-99.0;-1.92;-62.7;109.82;33.07;0.28;2.0;67.05;;;;;;0 / 0;88.5;15.0;3.603;4058;2014-11-21 15:47:53:104
0.6841;-8.8591;4.883;-1.1006;-6.7733;7.0059;1.7847;-2.0858;-2.1229;-0.1683;-0.2036;-0.4492;51.0;-96.9;3.66;-71.88;102.41;37.44;14.36;2.0;68.673;;;;;;0 / 0;88.5;15.0;3.603;4561;2014-11-21 15:47:53:607
-0.0772;-8.986;3.7816;-0.5852;-8.1361;5.4435;0.508;-0.8499;-1.6619;-0.1012;0.0617;-0.0253;43.0;-96.12;1.74;-83.52;119.74;56.06;6.14;2.0;49.937;;;;;;0 / 0;88.5;15.0;3.603;5065;2014-11-21 15:47:54:111
