sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.3921;-9.2805;4.2509;0.4396;-9.796;-0.1333;1.4919;2.6296;-2.9324;-1.0461;-0.4742;0.2698;29.0;-26.34;10.98;-72.24;267.4;87.32;-106.87;0.0;68.65;;;;;;0 / 0;89.2;14.0;3.599;20;2014-11-21 15:50:14:984
0.1191;0.0497;-9.5014;1.7925;-9.6414;-0.0347;1.1063;-7.279;-11.0732;3.2959;0.2949;1.3958;37.0;-27.96;9.48;-53.7;245.5;79.47;-91.11;0.0;73.243;;;;;;0 / 0;89.2;14.0;3.599;521;2014-11-21 15:50:15:485
2.7312;-8.512;11.5317;1.7433;-8.464;-4.6362;-21.3853;4.2352;20.1351;-3.3332;-0.1716;-1.2855;29.0;-31.68;3.66;-56.46;306.61;78.06;-156.36;0.0;70.075;;;;;;0 / 0;89.2;14.0;3.599;1021;2014-11-21 15:50:15:985
2.645;-12.0291;-19.4014;-0.7434;-9.703;1.2133;3.3884;-2.3261;-20.6147;-0.2834;1.2974;0.6288;91.0;-36.54;5.64;-57.06;138.79;75.15;6.39;0.0;68.412;;;;;;0 / 0;89.2;14.0;3.599;1528;2014-11-21 15:50:16:492
-12.1224;-19.5181;-2.7354;0.0576;-9.0318;-3.8202;-12.1801;-10.4863;1.0849;2.7292;0.541;0.2496;43.0;-40.74;2.7;-72.66;328.17;67.07;-179.14;0.0;71.51;;;;;;0 / 0;89.2;14.0;3.599;2028;2014-11-21 15:50:16:992
-4.1402;-1.9399;14.6322;0.3508;-8.6161;-4.6702;-4.4909;6.6762;19.3024;-3.8648;1.0215;-1.0202;101.0;-37.5;7.86;-70.8;4.12;81.97;148.34;0.0;70.102;;;;;;0 / 0;89.2;14.0;3.599;2553;2014-11-21 15:50:17:517
1.5868;-19.5181;-19.4014;0.2451;-9.0314;3.8137;2.5627;-3.9266;13.6149;-0.0352;0.5421;0.4733;159.0;-42.3;1.14;-63.24;147.74;67.06;-3.68;0.0;67.053;;;;;;0 / 0;89.2;14.0;3.599;3056;2014-11-21 15:50:18:020
-2.8186;-19.5181;-3.4177;-0.3952;-9.6952;1.4213;3.136;-9.823;-14.6193;1.9047;0.0936;0.8078;387.0;-50.76;-0.48;-71.28;312.11;77.83;-168.45;0.0;67.343;;;;;;0 / 0;89.2;14.0;3.599;3559;2014-11-21 15:50:18:523
2.0177;-7.9374;3.4776;-1.2019;-8.7801;4.1994;-5.1649;-10.738;-6.5422;-1.9846;0.5133;-0.2596;841.0;-51.84;5.22;-64.44;120.64;63.55;15.97;0.0;61.452;;;;;;0 / 0;89.2;14.0;3.599;4059;2014-11-21 15:50:19:023
2.8198;-0.7404;-3.152;-1.776;-6.8073;6.8322;4.5958;6.0669;-9.9841;3.2938;-0.5242;1.415;361.0;-59.7;3.06;-79.44;110.79;69.68;30.14;0.0;69.599;;;;;;0 / 0;89.2;14.0;3.599;4568;2014-11-21 15:50:19:532
1.1869;-9.4002;3.2717;-1.2483;-8.2618;5.1338;2.4352;-1.1384;-1.8621;0.0288;0.0041;0.0397;1029.0;-54.24;-0.48;-88.92;130.2;57.4;13.67;0.0;64.843;;;;;;0 / 0;89.2;14.0;3.599;5072;2014-11-21 15:50:20:036
-0.0844;-8.5503;3.3411;-0.6321;-8.6775;4.5247;0.5477;0.1272;-1.1836;0.1779;-0.9376;-0.2692;1001.0;-54.36;-1.08;-92.82;133.49;61.05;12.74;0.0;48.367;;;;;;0 / 0;89.2;14.0;3.599;5577;2014-11-21 15:50:20:541
