sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.0632;-8.3851;0.5495;0.1836;-9.7214;1.2784;1.8796;1.3363;-0.7289;-0.8607;0.0414;0.1569;37.0;-35.16;15.36;-89.64;169.99;74.07;-12.04;2.0;64.467;;;;;;0 / 0;87.6;15.0;3.614;7;2014-11-21 15:47:02:276
0.7296;-19.1566;-0.1712;0.4206;-9.5328;-2.2631;0.309;-9.6238;2.0919;3.8509;-1.6801;-1.0745;31.0;-32.88;17.64;-73.14;326.1;76.42;-169.47;2.0;73.087;;;;;;0 / 0;87.6;15.0;3.614;511;2014-11-21 15:47:02:780
3.9929;-13.8678;9.7241;0.6125;-9.7146;-1.1926;3.3805;-4.1532;10.9167;-2.9604;0.1682;-0.5909;35.0;-35.52;9.06;-60.18;140.12;73.27;6.32;2.0;61.634;;;;;;0 / 0;87.6;15.0;3.614;1012;2014-11-21 15:47:03:281
5.7096;7.6321;-12.2787;0.2797;-8.9485;4.0024;5.4299;16.5806;-16.281;-0.0597;-0.4113;0.2166;39.0;-32.4;1.92;-60.0;153.58;65.85;-4.0;2.0;66.928;;;;;;0 / 0;87.6;15.0;3.614;1513;2014-11-21 15:47:03:782
9.1189;-2.3206;11.5412;0.4738;-9.609;-1.901;8.6452;7.2884;13.4422;-1.387;0.0894;-0.0253;27.0;-36.9;0.0;-73.92;318.86;78.48;-166.01;2.0;65.882;;;;;;0 / 0;87.6;15.0;3.614;2023;2014-11-21 15:47:04:292
2.3912;-12.6707;-15.4127;-0.4721;-8.4128;5.0173;2.8633;-4.2579;-20.43;-1.3433;0.4015;0.6395;89.0;-42.0;-0.72;-65.7;146.11;54.47;-3.56;2.0;67.433;;;;;;0 / 0;87.6;15.0;3.614;2527;2014-11-21 15:47:04:796
3.0376;-11.2893;-12.0823;-0.1639;-8.7513;4.4227;3.2886;17.2911;-15.1668;2.1007;-1.3179;1.4427;61.0;-40.98;2.16;-65.34;134.58;77.93;12.31;2.0;66.87;;;;;;0 / 0;87.6;15.0;3.614;3032;2014-11-21 15:47:05:301
-5.287;-1.7101;10.5165;-0.543;-9.7206;1.1779;-3.1273;3.3773;5.4791;-2.8368;1.2377;-0.6218;167.0;-36.84;4.98;-73.8;144.12;70.92;7.11;2.0;65.113;;;;;;0 / 0;87.6;15.0;3.614;3552;2014-11-21 15:47:05:821
2.7048;10.3184;-19.3368;-0.2885;-6.8702;6.992;2.9934;17.1886;-26.3287;0.3441;-0.4614;0.1431;277.0;-46.02;-5.16;-67.5;135.66;46.54;2.81;2.0;67.471;;;;;;0 / 0;87.6;15.0;3.614;4076;2014-11-21 15:47:06:345
-9.7235;-19.5181;1.2701;-1.3984;-9.6031;1.413;-8.3251;-9.915;-0.1429;2.7111;-0.5157;1.3138;297.0;-49.56;-4.98;-64.86;98.27;78.3;44.7;2.0;66.529;;;;;;0 / 0;87.6;15.0;3.614;4593;2014-11-21 15:47:06:862
3.8277;-5.5432;2.4912;-1.0056;-6.6854;7.1039;4.8333;1.1422;-4.6127;-0.2535;-0.2771;0.6001;437.0;-46.08;4.68;-65.76;123.66;42.98;8.06;2.0;68.475;;;;;;0 / 0;87.6;15.0;3.614;5116;2014-11-21 15:47:07:385
-0.41;-9.6516;3.2406;-0.8534;-7.97;5.6499;0.952;-0.6539;-1.6041;0.0501;0.1756;-0.0231;461.0;-41.52;1.02;-88.2;139.95;54.36;8.59;2.0;49.751;;;;;;0 / 0;87.6;15.0;3.614;5618;2014-11-21 15:47:07:887
1.5077;-8.8951;4.1049;-0.094;-8.3947;5.0685;0.9382;-0.6412;-1.0603;0.0266;-0.0278;0.0174;125.0;-41.58;0.18;-89.34;142.85;58.17;7.5;2.0;68.684;;;;;;0 / 0;87.8;15.0;3.611;6118;2014-11-21 15:47:08:387
