sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.8744;-5.2654;-2.0602;-0.3294;-9.7555;0.9453;-3.5451;4.49;-3.0055;-1.3817;-0.227;0.8152;41.0;-34.98;13.08;-78.78;136.13;84.14;19.21;2.0;57.912;;;;;;0 / 0;88.2;15.0;3.611;11;2014-11-21 15:47:21:588
-1.4874;5.451;-15.6329;-0.0248;-9.5844;2.0758;1.8726;-8.8826;-16.4182;4.3495;-1.2273;1.366;37.0;-31.08;12.18;-60.36;150.36;77.78;0.69;2.0;73.713;;;;;;0 / 0;88.2;15.0;3.611;522;2014-11-21 15:47:22:099
-11.1552;-1.8346;14.8812;1.245;-9.2118;-3.1247;2.0512;6.0222;8.9007;-3.4973;1.8758;-0.4833;27.0;-31.62;-0.9;-70.86;312.03;69.94;-158.28;2.0;68.941;;;;;;0 / 0;88.2;15.0;3.611;1032;2014-11-21 15:47:22:609
8.3456;-13.6499;-18.7741;-0.8088;-9.0661;3.65;9.1544;-4.5838;-22.4241;-1.2314;1.6159;0.567;47.0;-37.68;-0.9;-62.04;133.98;67.59;12.49;2.0;69.56;;;;;;0 / 0;88.2;15.0;3.611;1535;2014-11-21 15:47:23:112
5.0631;-19.5181;-12.8916;0.3171;-9.7844;0.5816;4.7461;-9.7338;-13.4732;3.3769;-1.2294;0.9548;67.0;-41.52;-4.98;-72.6;178.69;86.13;-28.6;2.0;69.734;;;;;;0 / 0;88.2;15.0;3.611;2035;2014-11-21 15:47:23:612
1.5892;-13.7936;9.3242;0.6126;-9.7808;0.3666;0.9765;-4.0128;8.9576;-2.8922;2.2273;-0.364;127.0;-37.62;2.88;-71.76;211.43;85.83;-59.1;2.0;67.841;;;;;;0 / 0;88.2;15.0;3.611;2536;2014-11-21 15:47:24:113
3.5356;5.044;-19.4014;0.9729;-8.0833;5.4667;2.5627;13.1273;-24.8681;-1.077;-0.7575;-0.4588;109.0;-46.56;-5.52;-65.04;151.0;55.51;-10.09;2.0;65.636;;;;;;0 / 0;88.2;15.0;3.611;3046;2014-11-21 15:47:24:623
-6.1752;-19.5181;1.5239;-0.7365;-9.6434;1.6231;-5.4387;-9.8747;-0.0992;1.3497;-0.1365;1.1817;143.0;-48.42;0.36;-62.58;117.89;79.53;24.41;2.0;62.322;;;;;;0 / 0;88.2;15.0;3.611;3547;2014-11-21 15:47:25:124
-2.1099;-6.8408;-4.8111;-0.0992;-6.5097;7.3337;-2.0107;-0.3311;-12.1449;-1.404;0.5751;0.1303;689.0;-44.46;2.16;-63.24;140.68;38.42;-8.8;2.0;64.769;;;;;;0 / 0;88.2;15.0;3.611;4053;2014-11-21 15:47:25:630
6.2195;-9.3811;-4.4688;-2.1677;-7.0559;6.4566;8.3872;-2.3252;-10.9253;2.6056;0.3876;0.321;365.0;-49.2;-5.52;-86.52;131.21;59.99;16.69;2.0;61.395;;;;;;0 / 0;88.2;15.0;3.611;4557;2014-11-21 15:47:26:134
-0.4004;-8.4665;4.3012;-1.1836;-7.7723;5.8618;0.7832;-0.6942;-1.5606;-0.0799;0.083;0.0482;445.0;-44.52;-7.2;-84.24;135.81;52.43;11.42;2.0;42.448;;;;;;0 / 0;88.2;15.0;3.611;5060;2014-11-21 15:47:26:637
