sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.4287;-9.2159;1.6915;-0.007;-9.7279;1.2403;1.4358;0.5121;0.4512;-1.339;-0.1791;-0.0093;49.0;-63.54;10.56;-59.82;131.92;82.73;0.32;0.0;65.441;;;;;;0 / 0;88.9;15.0;3.604;9;2014-11-21 15:49:30:200
2.6426;-16.0178;-7.8805;0.4676;-9.5994;1.9504;2.175;-6.4184;-9.8309;2.4203;-1.9634;-0.707;49.0;-63.42;6.6;-52.26;323.18;75.8;166.24;0.0;73.334;;;;;;0 / 0;88.9;15.0;3.604;509;2014-11-21 15:49:30:700
-3.0173;-9.5942;11.0528;-0.5997;-9.7326;1.044;0.5034;-9.7856;5.728;-3.2043;1.2974;-1.212;29.0;-64.92;-1.68;-49.32;97.25;82.95;29.88;0.0;66.813;;;;;;0 / 0;88.9;15.0;3.604;1034;2014-11-21 15:49:31:225
-9.5367;3.7152;-19.4014;-0.3329;-8.5757;4.7452;-9.2038;12.2909;-24.1466;-0.1896;0.9256;0.7662;31.0;-68.28;9.24;-56.94;122.34;55.32;-0.81;0.0;63.971;;;;;;0 / 0;88.9;15.0;3.604;1538;2014-11-21 15:49:31:729
-0.1634;-12.697;-11.7591;0.312;-9.7821;0.6204;-1.7731;-9.736;-8.5991;2.3649;1.096;0.2858;23.0;-67.02;4.62;-63.84;160.27;85.94;-26.7;0.0;66.972;;;;;;0 / 0;88.9;15.0;3.604;2044;2014-11-21 15:49:32:235
0.1239;-12.8;6.3626;0.7142;-9.7227;-1.0636;-15.4392;2.7478;18.3964;-3.0115;1.635;0.1143;33.0;-80.28;1.92;-58.8;272.66;82.49;-146.12;0.0;60.756;;;;;;0 / 0;88.9;15.0;3.604;2565;2014-11-21 15:49:32:756
0.483;-6.0723;14.2874;1.0974;-7.9664;5.6128;-0.6144;1.8941;8.6746;-0.9886;-0.8928;-0.1861;37.0;-88.5;7.56;-52.92;122.52;61.11;-7.0;0.0;62.611;;;;;;0 / 0;88.9;15.0;3.604;3068;2014-11-21 15:49:33:259
-8.6748;-19.5181;-3.9301;-0.429;-9.5401;2.23;-0.3066;-9.978;-13.3834;2.3542;-0.1109;1.0368;33.0;-81.54;11.58;-63.6;201.02;84.16;-72.71;0.0;66.425;;;;;;0 / 0;88.9;15.0;3.604;3568;2014-11-21 15:49:33:759
2.645;-15.3881;5.539;-0.1526;-7.422;6.4078;-2.4553;-12.0961;-16.6777;-0.9374;1.2345;0.7023;55.0;-89.4;3.18;-57.3;113.65;49.19;1.36;0.0;59.123;;;;;;0 / 0;88.9;15.0;3.604;4075;2014-11-21 15:49:34:266
5.6282;-5.6365;-10.9188;-1.8621;-6.7516;6.8643;7.4903;1.1151;-17.7831;3.8712;-0.3197;1.2041;51.0;-98.4;-2.28;-65.34;103.59;43.51;15.18;0.0;67.059;;;;;;0 / 0;88.9;15.0;3.604;4586;2014-11-21 15:49:34:777
-1.0373;-9.994;2.733;-0.861;-8.3963;4.9931;-0.1763;-1.5977;-2.2601;-0.1438;-0.0715;0.0919;57.0;-97.8;2.58;-73.86;114.13;55.49;7.68;0.0;48.149;;;;;;0 / 0;88.9;15.0;3.604;5103;2014-11-21 15:49:35:294
-1.0493;-9.089;2.6396;-0.9071;-8.95;3.9048;-0.1422;-0.139;-1.2652;-0.0874;0.0819;-0.0316;57.0;-96.84;5.64;-73.26;111.37;63.91;12.15;0.0;49.128;;;;;;0 / 0;88.9;15.0;3.604;5604;2014-11-21 15:49:35:795
