ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1898,-9.5974,-0.308,0.3233,-9.7995,-0.1871,-0.1268,0.08,-0.0836,13.05,34.53,-25.74,329.12,87.68,-116.79,0.0,73.215,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,2,2014-12-14 14:16:11:343
-0.2125,-9.5974,-0.2314,0.2614,-9.8013,-0.1933,-0.4231,0.0315,-0.0406,13.8,33.4,-25.24,330.53,87.82,-120.06,0.0,73.215,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,52,2014-12-14 14:16:11:393
0.1132,-9.4825,-0.2697,0.2373,-9.8016,-0.2077,-0.2887,0.1312,-0.1548,14.18,35.21,-23.92,336.53,88.13,-125.35,0.0,73.215,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,102,2014-12-14 14:16:11:443
-0.3275,-9.6549,-0.1739,0.2021,-9.8024,-0.2081,-0.4867,0.0029,-0.0042,13.43,34.53,-24.36,336.53,88.13,-125.35,0.0,73.215,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,152,2014-12-14 14:16:11:493
0.2281,-9.6549,-0.2122,0.1582,-9.8035,-0.193,0.0774,-0.005,0.0244,15.68,34.53,-25.3,349.35,88.31,-135.84,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,202,2014-12-14 14:16:11:543
0.1515,-9.6932,0.2859,0.1612,-9.8038,-0.1725,0.0417,-0.0317,0.2831,15.3,33.4,-22.49,351.47,88.62,-136.94,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,252,2014-12-14 14:16:11:593
0.1515,-9.8656,0.2859,0.1499,-9.8051,-0.0874,0.0274,-0.202,0.4693,15.3,35.59,-25.24,343.39,88.79,-132.0,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,302,2014-12-14 14:16:11:643
0.5155,-10.0572,0.9181,0.1634,-9.8052,-0.0328,0.1915,-0.3275,0.7532,16.05,34.53,-22.49,343.39,88.79,-132.0,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,352,2014-12-14 14:16:11:693
1.2052,-10.0572,1.0522,0.2025,-9.8045,0.0395,0.5505,-0.418,1.0007,16.05,35.96,-21.3,297.73,88.79,-78.98,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,402,2014-12-14 14:16:11:743
1.9907,-10.6511,3.0447,0.5052,-9.7812,0.4925,1.2828,-0.7778,2.1707,16.05,34.9,-21.74,270.81,86.85,-50.73,0.0,47.169,35.178032,126.908905,,155.2722712333892,,81.80322,,0 / 20,452,2014-12-14 14:16:11:793
