ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.3083,-9.5016,-0.2122,0.0815,-9.8062,0.0497,0.0213,0.1923,-0.3347,14.93,37.03,-23.99,260.09,89.36,-47.27,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,3,2014-12-14 14:17:58:848
-0.27,-9.8081,0.0751,0.0408,-9.8066,0.0149,-0.3438,0.0847,-0.1472,14.55,36.34,-25.99,260.09,89.36,-47.27,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,53,2014-12-14 14:17:58:898
-0.4807,-9.3675,-0.4996,-0.0278,-9.8065,-0.0456,-0.45,0.2845,-0.52,15.3,35.59,-28.36,278.39,89.75,-69.93,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,103,2014-12-14 14:17:58:948
-0.3466,-9.6357,-0.0781,-0.1399,-9.8053,-0.0874,-0.1995,-0.001,0.0328,15.68,36.34,-27.11,81.94,89.2,127.8,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,153,2014-12-14 14:17:58:998
-0.2508,-9.674,0.0177,-0.1566,-9.805,-0.0868,-0.2304,0.0314,0.0093,15.68,37.09,-27.61,81.94,89.2,127.8,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,203,2014-12-14 14:17:59:048
0.1132,-9.6549,0.1901,-0.1571,-9.8052,-0.0609,0.2452,-0.0091,0.2784,14.55,35.21,-27.36,88.88,88.95,118.99,0.0,53.854,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,253,2014-12-14 14:17:59:098
0.822,-9.9806,1.3779,-0.1078,-9.8058,0.0767,0.4036,-0.3036,1.0375,15.68,35.59,-27.17,88.88,88.95,118.99,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,303,2014-12-14 14:17:59:148
1.3776,-9.9806,1.397,0.0389,-9.8035,0.2447,1.1516,-0.1816,1.1486,16.05,34.09,-25.8,155.71,89.23,54.57,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,353,2014-12-14 14:17:59:198
3.1785,-10.0764,1.876,0.5444,-9.7746,0.5756,3.1243,-0.5388,1.6358,16.74,34.46,-26.43,251.73,86.7,-35.09,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,403,2014-12-14 14:17:59:248
3.6191,-11.2067,0.0177,0.8714,-9.7471,0.6372,2.2767,-0.4544,-0.1287,15.68,34.84,-26.99,271.56,83.68,-53.82,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,453,2014-12-14 14:17:59:298
-2.2242,-9.6549,0.4008,0.7685,-9.765,0.4736,-3.2848,0.1436,-0.9742,14.55,34.46,-23.18,271.56,83.68,-53.82,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,503,2014-12-14 14:17:59:348
-0.1934,-10.5936,0.8031,0.4832,-9.7836,0.4673,-1.4248,8.0E-4,0.0681,15.3,33.4,-21.99,275.46,84.72,-58.36,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,553,2014-12-14 14:17:59:398
0.822,-9.8656,0.9373,0.3604,-9.7827,0.5817,-0.6574,0.2737,0.747,15.3,32.96,-25.24,261.35,86.07,-45.96,0.0,53.104,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,603,2014-12-14 14:17:59:448
0.9561,-9.4633,0.784,0.3688,-9.7803,0.6162,0.1122,0.2793,0.4828,14.55,33.4,-25.05,261.35,86.07,-45.96,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,653,2014-12-14 14:17:59:498
0.7071,-8.9077,0.8989,0.4627,-9.7736,0.6576,0.2843,1.051,0.1995,13.8,31.15,-25.36,244.32,85.8,-30.9,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,703,2014-12-14 14:17:59:548
0.6496,-8.0073,0.784,0.4953,-9.7711,0.6718,0.397,1.3579,0.1114,13.8,30.4,-24.49,251.74,85.12,-36.4,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,753,2014-12-14 14:17:59:598
-0.4041,-7.9306,2.0293,0.3989,-9.7538,0.9355,-0.764,1.4372,1.2457,14.55,28.59,-25.55,251.74,85.12,-36.4,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,803,2014-12-14 14:17:59:648
1.1669,-6.7428,2.0676,0.494,-9.7041,1.3257,0.6819,2.0645,0.7855,13.43,28.59,-26.11,233.9,83.38,-19.62,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,853,2014-12-14 14:17:59:698
2.2014,-9.4441,2.9106,0.5597,-9.6878,1.4155,0.419,0.7076,0.1362,12.74,29.28,-25.67,234.02,81.7,-20.44,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,903,2014-12-14 14:17:59:748
2.5271,-10.038,3.7727,0.7934,-9.6369,1.6341,1.8504,-1.0597,1.9951,14.55,29.65,-24.92,234.02,81.7,-20.44,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,953,2014-12-14 14:17:59:798
1.1286,-9.061,2.5274,0.8948,-9.6018,1.7818,1.4465,-1.1755,2.1867,13.43,28.96,-25.67,242.43,79.33,-25.9,0.0,60.19,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,1003,2014-12-14 14:17:59:848
-0.1934,-8.5437,0.42,0.9787,-9.5497,2.0039,0.5406,-0.4779,1.4037,14.93,28.96,-23.86,250.6,78.27,-26.67,0.0,62.279,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,1054,2014-12-14 14:17:59:899
-4.3124,-3.4093,-11.9563,-0.0854,-9.6135,1.9349,-4.0888,-9.693,8.8108,14.18,31.53,-21.68,254.92,76.86,-26.03,0.0,62.279,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,1103,2014-12-14 14:17:59:948
-0.4041,-10.881,-4.1972,0.1538,-9.7084,1.3762,-4.1086,6.1423,-12.3265,14.55,33.03,-19.55,225.8,78.61,2.53,0.0,62.279,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,1153,2014-12-14 14:17:59:998
-2.5307,-11.1492,-3.5649,0.0425,-9.7952,0.4729,-1.1711,-1.2374,-4.3609,14.18,33.71,-18.24,234.46,81.88,-6.38,0.0,62.279,35.178085,126.9089,,155.0646531228374,,71.02258,,0 / 20,1203,2014-12-14 14:18:00:048
