ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0018,-9.5399,0.4966,-0.0697,-9.8044,0.1987,0.1012,-0.0579,0.3363,-6.07,39.9,9.83,6.65,88.89,23.87,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,14,2014-12-14 14:29:54:890
0.3431,-9.7124,0.669,0.0014,-9.8015,0.3168,0.4138,-0.074,0.4044,-4.57,39.15,10.58,6.65,88.89,23.87,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,64,2014-12-14 14:29:54:940
-0.2508,-9.5016,0.1901,0.0101,-9.8015,0.3174,0.1196,-0.0524,0.01,-5.7,41.03,8.51,26.15,88.15,-0.26,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,114,2014-12-14 14:29:54:990
-0.3466,-9.674,0.305,-0.0651,-9.8021,0.2924,-0.2629,-0.0522,-0.0689,-4.95,39.15,10.7,17.8,88.23,4.9,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,164,2014-12-14 14:29:55:040
-0.2508,-9.4633,0.0177,-0.08,-9.8021,0.2877,-0.2037,-0.0026,-0.0636,-4.95,39.15,10.26,9.98,88.25,15.53,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,214,2014-12-14 14:29:55:090
-0.1934,-9.6166,0.3242,-0.116,-9.8029,0.2449,-0.1015,-0.007,0.0051,-4.95,39.15,10.7,9.98,88.25,15.53,0.0,65.471,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,264,2014-12-14 14:29:55:140
0.1898,-9.7124,-0.1739,-0.1063,-9.8033,0.2325,0.1304,-0.212,-0.1637,-6.07,40.65,12.01,5.14,88.42,25.35,0.0,60.82,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,314,2014-12-14 14:29:55:190
0.4005,-9.7315,-0.3464,-0.0709,-9.806,0.0891,0.2826,-0.0829,-0.4842,-5.32,38.03,11.14,355.58,88.91,29.13,0.0,60.82,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,364,2014-12-14 14:29:55:240
0.5347,-10.0572,-0.1548,-0.0318,-9.8064,0.0642,0.536,-0.0924,-0.3403,-3.88,39.9,13.45,350.96,89.58,26.34,0.0,60.82,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,414,2014-12-14 14:29:55:290
0.573,-9.5782,1.2055,0.19,-9.8037,0.149,0.5018,-0.0125,0.8406,-4.2,40.28,13.26,350.96,89.58,26.34,0.0,60.82,35.17803,126.90888,,155.5747938716443,,20.218,,2 / 18,464,2014-12-14 14:29:55:340
