ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.7187,-11.36,3.0447,1.0628,-9.7179,0.7763,1.4878,-1.4373,2.0715,1.99,33.71,7.95,29.13,83.43,-56.3,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,2,2014-12-14 14:30:32:880
1.1094,-9.6357,1.1097,1.1532,-9.6821,1.048,-0.2867,0.1572,0.5832,1.3,34.84,6.14,25.29,82.29,-53.85,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,52,2014-12-14 14:30:32:930
-2.6265,-8.8311,-1.9748,1.1722,-9.6823,1.0248,0.2075,0.5495,-0.3931,1.3,35.59,5.7,25.29,82.29,-53.85,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,102,2014-12-14 14:30:32:980
1.6458,-9.7698,4.0409,0.921,-9.7169,0.9506,0.1684,-0.1782,1.8116,-1.32,35.21,-0.42,6.75,80.86,-48.84,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,152,2014-12-14 14:30:33:030
5.42,-10.2488,5.9759,1.1672,-9.5775,1.7547,2.7092,-1.1126,3.7676,-1.7,35.96,-0.67,15.28,80.63,-34.77,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,202,2014-12-14 14:30:33:080
5.1135,-9.2334,6.1866,1.6481,-9.4098,2.2157,3.9123,0.0057,3.623,-4.26,34.46,-2.99,15.92,73.65,-36.64,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,252,2014-12-14 14:30:33:130
1.8183,-6.4938,5.5544,2.0539,-9.1425,2.8924,0.5615,2.2553,3.0699,-5.38,37.4,-4.3,15.92,73.65,-36.64,0.0,54.681,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,306,2014-12-14 14:30:33:184
2.757,-5.919,4.654,2.0898,-9.0131,3.2508,-0.1012,2.7887,1.5649,-9.07,33.71,-9.49,47.06,68.79,-35.38,0.0,65.406,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,352,2014-12-14 14:30:33:230
4.6728,-4.6162,6.1675,2.3494,-8.8124,3.6046,1.8558,3.7024,2.1137,-11.63,32.28,-8.99,93.41,66.79,-32.74,0.0,65.406,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,402,2014-12-14 14:30:33:280
0.8603,-6.9152,4.0601,2.6539,-8.5246,4.0569,1.0574,3.7532,2.1407,-12.38,28.9,-10.36,93.41,66.79,-32.74,0.0,65.406,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,452,2014-12-14 14:30:33:330
-2.3008,-4.2714,0.056,2.3471,-8.5669,4.1557,-2.5599,1.9561,-2.7896,-11.26,32.28,-7.36,62.35,60.37,-33.19,0.0,65.406,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,502,2014-12-14 14:30:33:380
-1.5345,-1.8191,0.3817,1.8977,-8.7776,3.9399,-3.9744,3.23,-3.3852,-11.63,29.28,-4.74,63.87,63.52,-25.72,0.0,65.406,35.178066,126.90884,,155.91207175929605,,64.51613,,0 / 22,552,2014-12-14 14:30:33:430
