ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.3968,-8.582,1.1288,1.651,-9.4764,1.9085,1.7274,0.4247,2.0993,-6.57,40.21,-0.11,44.25,77.88,-41.38,0.0,73.261,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,32,2014-12-14 14:33:37:899
2.0673,-11.3216,3.1213,1.6001,-9.4791,1.9383,-1.27,0.0595,1.6563,-6.95,38.34,-3.24,46.51,75.09,-40.86,0.0,73.261,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,82,2014-12-14 14:33:37:949
2.7379,-11.724,3.7727,1.5291,-9.4581,2.0918,0.3566,-1.3861,1.1674,-8.76,35.03,-7.99,129.58,74.68,-36.17,0.0,73.261,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,132,2014-12-14 14:33:37:999
2.9103,-9.1376,4.0792,1.6734,-9.3449,2.458,0.6428,0.3379,2.3248,-10.63,31.71,-9.55,139.61,72.35,-34.25,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,182,2014-12-14 14:33:38:049
2.4505,-8.3521,4.5965,1.7941,-9.267,2.6596,0.7279,0.9158,1.4178,-10.63,30.59,-11.05,139.61,72.35,-34.25,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,233,2014-12-14 14:33:38:100
2.2589,-5.4209,4.8264,1.8957,-9.153,2.9663,0.3078,3.4374,1.701,-10.26,29.84,-11.42,139.29,68.96,-32.58,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,282,2014-12-14 14:33:38:149
2.4313,-5.8424,3.8302,2.1876,-8.8578,3.5951,0.2887,2.606,0.6642,-10.63,30.21,-12.49,139.29,68.96,-32.58,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,332,2014-12-14 14:33:38:199
1.2627,-4.9228,2.8148,2.2408,-8.783,3.7428,-0.6317,2.8531,-0.1623,-9.51,29.53,-11.05,96.24,64.59,-31.32,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,383,2014-12-14 14:33:38:250
-0.2892,-0.8037,3.0638,2.2188,-8.7529,3.8255,-1.286,4.0263,-1.1211,-8.76,31.34,-9.74,51.16,63.2,-30.11,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,432,2014-12-14 14:33:38:299
0.6879,-22.012,-0.4038,1.8944,-8.5192,4.4727,-1.899,-0.2283,5.6187,-7.26,31.34,-3.3,26.5,60.31,-22.95,0.0,61.754,35.17804,126.90891,,155.09834472393845,,78.95806,,0 / 22,482,2014-12-14 14:33:38:349
