ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.9561,-9.5399,1.4354,0.6545,-9.7615,0.6753,0.1568,0.1759,0.6954,-6.13,37.53,3.08,75.69,84.5,-44.1,0.0,69.467,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,4,2014-12-14 14:33:07:570
1.2244,-9.5016,1.4545,0.7034,-9.7505,0.7767,0.428,0.0537,0.6443,-6.13,36.4,0.58,75.69,84.5,-44.1,0.0,69.467,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,55,2014-12-14 14:33:07:621
2.3164,-9.9614,1.6844,0.9008,-9.7143,0.9957,1.1031,-0.1449,0.9125,-6.88,35.71,0.26,72.95,83.35,-41.93,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,104,2014-12-14 14:33:07:670
4.0215,-11.3791,1.8568,1.1709,-9.6776,1.0694,2.3813,-1.2785,0.6043,-5.38,36.78,1.89,52.87,80.69,-47.59,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,154,2014-12-14 14:33:07:720
-0.155,-10.7661,1.5886,1.1601,-9.673,1.1215,-2.486,-0.7514,-0.1393,-7.26,32.03,1.89,73.94,79.7,-49.66,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,204,2014-12-14 14:33:07:770
0.9178,-10.6894,3.2363,1.1496,-9.614,1.5558,0.0134,-0.3513,1.2935,-6.88,32.34,1.45,73.94,79.7,-49.66,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,254,2014-12-14 14:33:07:820
3.5042,-10.1338,4.6348,1.3834,-9.5344,1.831,2.3939,-0.0665,2.8595,-7.26,32.03,-0.86,73.98,78.62,-36.46,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,304,2014-12-14 14:33:07:870
4.5579,-10.3637,5.5352,1.5661,-9.4646,2.0344,2.933,-0.2229,3.3027,-6.88,30.15,-1.3,73.98,78.62,-36.46,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,354,2014-12-14 14:33:07:920
2.2206,-10.6128,4.2516,1.7422,-9.2959,2.5926,0.2409,-0.4675,1.5672,-9.07,27.21,-4.11,82.57,74.82,-37.59,0.0,60.918,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,404,2014-12-14 14:33:07:970
1.8374,-6.7811,3.4661,1.7828,-9.2456,2.7406,-0.0671,2.6137,0.5553,-10.2,27.21,-5.11,96.43,71.43,-33.9,0.0,68.493,35.17805,126.90883,,156.14092838694052,,64.51613,,0 / 22,454,2014-12-14 14:33:08:020
