ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.6304,-9.5016,0.305,0.7849,-9.7734,0.1891,-0.1528,0.1555,0.0504,-5.01,27.15,4.2,108.45,85.28,-76.46,0.0,69.799,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,3,2014-12-14 14:31:04:124
0.4005,-9.5016,0.056,0.7142,-9.7793,0.1601,-0.5653,0.197,-0.31,-5.01,26.78,4.82,108.45,85.28,-76.46,0.0,69.799,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,53,2014-12-14 14:31:04:174
0.458,-9.3867,0.4008,0.6495,-9.7841,0.1375,0.0797,0.1393,0.3891,-4.26,25.65,4.14,105.75,85.72,-77.36,0.0,69.799,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,103,2014-12-14 14:31:04:224
1.2435,-9.8081,0.8031,0.6899,-9.7802,0.2059,0.4706,-0.0637,0.5439,-5.01,26.4,4.7,109.4,86.12,-78.05,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,153,2014-12-14 14:31:04:274
1.0902,-9.4633,-0.1548,0.7787,-9.7732,0.2184,0.3137,0.0871,-0.2669,-4.63,25.71,5.83,99.17,85.79,-73.39,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,203,2014-12-14 14:31:04:324
0.5538,-9.5208,-0.0015,0.8203,-9.77,0.2126,0.2205,-0.1061,0.1323,-3.57,24.59,5.7,99.17,85.79,-73.39,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,253,2014-12-14 14:31:04:374
0.2856,-9.789,0.6116,0.7717,-9.7741,0.2054,-0.4636,-0.0811,0.0403,-3.2,26.78,5.26,82.97,85.04,-75.47,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,303,2014-12-14 14:31:04:424
2.3164,-10.2296,1.7419,0.7612,-9.7705,0.3596,0.4256,-0.515,1.0757,-2.07,24.96,5.45,82.97,85.04,-75.47,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,353,2014-12-14 14:31:04:474
6.3779,-11.4941,3.8685,1.0994,-9.7285,0.5642,3.7741,-1.2803,1.671,-2.07,24.96,6.39,65.23,85.08,-64.71,0.0,51.419,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,403,2014-12-14 14:31:04:524
1.5309,-10.9002,5.5544,1.3637,-9.6592,1.0049,-0.6913,-1.2562,2.6189,-0.95,26.4,6.58,43.06,80.31,-59.69,0.0,60.443,35.178024,126.90889,,155.56956224433975,,66.60968,,0 / 22,453,2014-12-14 14:31:04:574
