ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.86089,-8.97407,3.23576,0.34058,-9.38737,2.81648,-2.20147,0.4133,0.41928,-0.79357,-0.04745,0.01652,97.0,-8.22,31.08,3.6,34.574,71.753,-8.511,1.97,44.8824,,,,NaN,,,,0 / 0,5,2014-12-14 13:38:13:048
0.66499,-7.16166,2.71862,0.37559,-9.52114,2.31938,0.27503,2.42174,0.4136,-0.97574,-0.25092,0.08682,113.0,-8.34,31.02,4.8,38.386,76.138,-9.198,1.97,44.8824,,,,NaN,,,,0 / 0,54,2014-12-14 13:38:13:097
0.88765,-7.48966,3.37702,0.37604,-9.55137,2.19114,0.51161,2.06171,1.18588,-1.14192,0.03457,0.04954,113.0,-8.94,30.12,5.94,38.386,76.138,-9.198,1.97,47.2776,,,,NaN,,,,0 / 0,105,2014-12-14 13:38:13:148
-1.91835,-7.89907,3.10887,0.32112,-9.69607,1.43383,-2.23948,1.797,1.67504,-1.40823,-0.01123,0.11772,113.0,-9.72,28.92,8.46,44.59,79.042,-11.967,1.97,47.2776,,,,NaN,,,,0 / 0,154,2014-12-14 13:38:13:197
-1.39402,-8.53832,0.85593,0.16625,-9.76206,0.92027,-1.56027,1.22374,-0.06434,-1.72675,0.20821,0.23809,121.0,-9.0,28.5,9.24,46.31,84.528,-10.24,1.97,47.2776,,,,NaN,,,,0 / 0,205,2014-12-14 13:38:13:248
0.93793,-13.72177,-4.87819,0.16221,-9.79438,-0.46597,0.77572,-3.92739,-4.41221,-2.18694,1.35976,-0.2221,121.0,-8.52,27.36,11.52,199.426,87.116,-160.807,1.97,47.2776,,,,NaN,,,,0 / 0,254,2014-12-14 13:38:13:297
-0.67097,-11.71303,-14.21797,0.24286,-9.71328,-1.32893,-0.91384,-1.99976,-12.88903,-3.26925,2.14806,-0.04101,121.0,-8.94,26.46,12.54,199.426,87.116,-160.807,1.97,47.2776,,,,NaN,,,,0 / 0,305,2014-12-14 13:38:13:348
3.24594,-19.51813,7.76799,0.40387,-9.34681,-2.94038,4.2524,-0.97758,11.0232,-1.91956,1.27135,-0.20293,121.0,-11.04,23.22,16.2,224.897,72.383,-172.179,1.97,47.2776,,,,NaN,,,,0 / 0,355,2014-12-14 13:38:13:398
-4.16412,-9.61811,9.97065,0.97205,-8.88009,-4.0462,-5.13616,-0.73801,14.01685,-0.70942,3.03542,-0.26684,71.0,-12.48,21.12,17.4,221.845,64.892,-166.491,1.97,47.2776,,,,NaN,,,,0 / 0,404,2014-12-14 13:38:13:447
-6.32368,-8.78492,8.08402,1.42844,-9.0429,-3.51559,-7.75213,0.25798,11.59961,1.02164,0.38931,-0.29241,71.0,-13.98,17.46,19.86,199.5,67.235,-157.887,1.97,47.2776,,,,NaN,,,,0 / 0,455,2014-12-14 13:38:13:498
-9.38587,-13.60924,3.93966,1.33312,-9.25119,-2.96821,-10.71899,-4.35805,6.90787,2.52259,-0.60032,0.8421,71.0,-16.32,17.34,20.28,199.5,67.235,-157.887,1.97,60.8802,,,,NaN,,,,0 / 0,505,2014-12-14 13:38:13:548
2.30023,-19.36251,0.90621,0.61052,-9.70564,-1.26414,1.68971,-9.65686,2.17034,4.57216,-1.81792,-0.10919,71.0,-19.86,19.2,18.54,204.411,76.094,-158.173,1.97,60.8802,,,,NaN,,,,0 / 0,555,2014-12-14 13:38:13:598
0.67217,-19.51813,-2.02909,0.48647,-9.67976,1.49623,2.94307,-9.92576,-4.06072,5.26565,-0.52256,0.35207,97.0,-19.92,21.78,17.04,136.137,86.613,-88.52,1.97,60.8802,,,,NaN,,,,0 / 0,605,2014-12-14 13:38:13:648
5.68324,-19.51813,-4.83509,0.15727,-9.34741,2.96178,5.52597,-10.17072,-7.79687,4.68828,0.21886,1.63039,97.0,-18.72,26.64,15.06,42.62,72.396,-3.04,1.97,60.8802,,,,NaN,,,,0 / 0,655,2014-12-14 13:38:13:698
-0.26396,-6.28298,-6.66665,-0.63746,-8.1744,5.37977,0.3735,1.89142,-12.04643,3.36735,-0.51297,1.29803,97.0,-14.4,34.44,3.42,30.901,56.466,6.758,1.97,60.8802,,,,NaN,,,,0 / 0,704,2014-12-14 13:38:13:747
-1.26474,-0.68773,-6.45357,-0.52403,-7.95025,5.71765,-0.74071,7.26251,-12.17122,1.29541,-1.58037,0.19655,97.0,-12.66,35.16,-8.1,42.366,54.163,5.237,1.97,60.8802,,,,NaN,,,,0 / 0,755,2014-12-14 13:38:13:798
4.53641,4.59148,-7.94037,-0.09038,-7.90969,5.79651,4.62679,12.50118,-13.73688,-1.0535,-1.55267,0.33077,79.0,-11.1,32.28,-15.84,42.366,54.163,5.237,1.97,60.8802,,,,NaN,,,,0 / 0,805,2014-12-14 13:38:13:848
-0.60394,-3.57035,12.87961,0.12061,-8.38225,5.08873,-0.72455,4.8119,7.79088,-1.74699,0.77919,-0.17417,79.0,-11.1,27.0,-19.74,86.065,56.303,-1.245,1.97,56.6941,,,,NaN,,,,0 / 0,855,2014-12-14 13:38:13:898
5.11102,-0.74759,1.89262,-0.09861,-8.37851,5.09516,5.20963,7.63092,-3.20254,-0.41434,1.24898,0.41173,79.0,-12.24,25.86,-18.78,101.521,58.69,1.109,1.97,56.6941,,,,NaN,,,,0 / 0,904,2014-12-14 13:38:13:947
-2.61746,5.52761,-19.40141,-0.19408,-8.56406,4.77389,-2.42338,14.09167,-24.1753,-2.02076,0.29663,0.37444,79.0,-12.66,25.68,-17.52,101.521,58.69,1.109,1.97,56.6941,,,,NaN,,,,0 / 0,954,2014-12-14 13:38:13:997
