ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.78949,-9.13448,3.27886,0.74894,-9.18206,3.36161,-0.03531,0.09427,-0.14664,0.02135,0.00368,-0.00266,101.0,-10.92,30.24,0.48,52.356,69.466,-12.57,,40.1599,,,,NaN,,,,0 / 0,4,2014-12-14 13:37:38:319
0.66978,-9.0004,3.43209,0.74624,-9.17832,3.37328,-0.13243,0.02948,0.05881,0.02242,-0.00697,0.0048,101.0,-10.68,30.66,0.84,48.72,69.378,-12.411,,40.1599,,,,NaN,,,,0 / 0,54,2014-12-14 13:37:38:369
0.77752,-9.05786,3.20224,0.74295,-9.17742,3.37567,-0.13243,0.02948,0.05881,0.02242,-0.00165,-0.00479,101.0,-10.5,30.84,0.72,48.72,69.378,-12.411,,39.2267,,,,NaN,,,,0 / 0,103,2014-12-14 13:37:38:418
0.78231,-9.04589,3.37942,0.74894,-9.17593,3.37807,0.03337,0.13004,0.00135,0.01496,0.00901,0.00267,101.0,-10.5,31.08,0.42,47.607,69.346,-12.474,,39.2267,,,,NaN,,,,0 / 0,154,2014-12-14 13:37:38:469
0.78709,-9.03392,3.25971,0.74505,-9.17234,3.38869,0.04205,0.13841,-0.12899,0.032,0.00475,-5.3E-4,101.0,-10.26,31.02,0.54,47.607,69.346,-12.474,,39.2267,,,,NaN,,,,0 / 0,204,2014-12-14 13:37:38:519
0.70569,-9.05786,3.22858,0.74505,-9.17219,3.38914,-0.03935,0.11432,-0.16056,0.0139,-0.01123,-0.0016,101.0,-10.26,31.2,0.72,45.274,69.253,-12.402,,39.2267,,,,NaN,,,,0 / 0,253,2014-12-14 13:37:38:568
0.7009,-9.09378,3.33871,0.74415,-9.17278,3.38795,-0.04325,0.07901,-0.04923,0.01922,0.01007,0.00267,101.0,-10.92,31.02,0.42,45.274,69.253,-12.402,,39.2267,,,,NaN,,,,0 / 0,304,2014-12-14 13:37:38:619
0.73682,-9.05068,3.28844,0.74415,-9.17009,3.39498,0.01182,0.12181,-0.1233,0.02029,0.00368,0.0016,101.0,-10.56,30.66,0.84,50.816,69.286,-12.388,,39.2267,,,,NaN,,,,0 / 0,354,2014-12-14 13:37:38:669
0.68654,-9.07223,3.35069,0.7431,-9.16979,3.39603,0.00434,0.08095,-0.02559,0.01496,-5.8E-4,0.0016,101.0,-10.86,30.66,0.48,50.728,69.24,-12.364,,26.2601,,,,NaN,,,,0 / 0,404,2014-12-14 13:37:38:719
0.74879,-9.07941,3.36266,0.7434,-9.16964,3.39662,0.01676,0.11372,0.05118,0.00963,0.00688,0.0016,101.0,-11.04,30.6,0.9,48.472,69.234,-12.345,,26.2601,,,,NaN,,,,0 / 0,454,2014-12-14 13:37:38:769
