ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.36571,-7.56149,4.49272,0.45146,-9.14675,3.50781,-0.08574,1.58526,0.98491,-0.42829,-0.09749,-0.00468,103.0,-5.88,32.52,0.54,27.531,68.476,-7.033,1.97,34.5091,,,,NaN,,,,0 / 0,4,2014-12-14 13:39:49:671
1.1965,-7.76739,4.70341,0.48513,-9.23997,3.24953,0.71138,1.47258,1.45388,-0.55399,-0.14223,0.04646,103.0,-6.6,31.68,0.66,32.538,69.848,-7.625,1.97,34.5091,,,,NaN,,,,0 / 0,55,2014-12-14 13:39:49:722
0.94751,-7.46093,4.66271,0.49725,-9.25134,3.21511,0.45026,1.79041,1.44759,-0.61258,-0.10281,-0.01639,119.0,-6.24,31.2,1.26,32.538,69.848,-7.625,1.97,34.5091,,,,NaN,,,,0 / 0,105,2014-12-14 13:39:49:772
-0.49859,-8.83041,3.76249,0.34671,-9.40607,2.75273,-0.76629,0.4751,0.89483,-0.78089,0.05591,0.21051,119.0,-6.48,30.54,2.16,28.925,70.625,-8.792,1.97,34.5091,,,,NaN,,,,0 / 0,155,2014-12-14 13:39:49:822
3.41832,-8.66761,3.8008,0.30092,-9.46159,2.56105,0.96022,0.63596,1.29721,-0.78941,-0.13903,0.15192,119.0,-6.6,29.88,2.7,36.206,74.755,-6.701,1.97,34.6137,,,,NaN,,,,0 / 0,205,2014-12-14 13:39:49:872
4.25629,-9.05547,4.32991,0.60932,-9.53715,2.20087,-0.51655,1.33881,1.74837,-0.7468,-0.09216,-0.19855,133.0,-6.42,29.16,3.72,36.206,74.755,-6.701,1.97,34.6137,,,,NaN,,,,0 / 0,254,2014-12-14 13:39:49:921
-2.74435,-7.36995,3.6739,0.44308,-9.57336,2.07981,-4.46593,2.51945,2.128,-0.71484,0.89001,-0.05048,133.0,-6.36,28.8,4.92,35.758,76.534,-15.475,1.97,34.6137,,,,NaN,,,,0 / 0,305,2014-12-14 13:39:49:972
1.09355,-6.88393,0.47764,0.29913,-9.67213,1.59125,0.79443,2.7882,-1.1136,-1.31672,-0.04849,-0.17938,133.0,-5.82,27.06,6.0,37.346,80.497,-10.646,1.97,34.6137,,,,NaN,,,,0 / 0,354,2014-12-14 13:39:50:021
-1.22164,-14.13836,-2.23978,0.29149,-9.79902,0.25558,-1.51314,-4.33934,-2.49536,-2.45762,1.23622,0.1892,133.0,-6.06,25.26,8.1,46.595,84.094,-20.375,1.97,34.6137,,,,NaN,,,,0 / 0,405,2014-12-14 13:39:50:072
0.35374,-16.15906,-9.68574,0.15802,-9.77687,-0.74804,0.19573,-6.38219,-8.9377,-2.93059,1.96486,0.63022,133.0,-6.06,23.4,9.42,46.595,84.094,-20.375,1.97,34.6137,,,,NaN,,,,0 / 0,455,2014-12-14 13:39:50:122
-1.63105,-19.51813,3.40575,0.40567,-9.1475,-3.5117,-5.21861,-9.87025,14.83268,-3.65071,0.37549,-0.12612,133.0,-6.3,21.3,10.74,216.551,79.212,-176.617,1.97,34.6137,,,,NaN,,,,0 / 0,504,2014-12-14 13:39:50:171
0.3322,-12.15357,8.63469,0.51565,-8.83505,-4.22487,5.6153,-3.12698,14.10694,-2.16147,2.18111,-0.00468,133.0,-6.0,17.58,13.02,224.433,64.278,-173.041,1.97,60.0636,,,,NaN,,,,0 / 0,555,2014-12-14 13:39:50:222
-6.32129,-6.74267,10.25317,1.27581,-8.59324,-4.54988,-7.5971,1.85057,14.80305,0.37173,1.90201,-0.56394,105.0,-7.02,13.98,15.36,224.433,64.278,-173.041,1.97,60.0636,,,,NaN,,,,0 / 0,605,2014-12-14 13:39:50:272
-8.04033,-6.6086,10.62188,1.73834,-8.61673,-4.34757,-9.77867,2.00814,14.96945,0.54004,1.20107,-0.55435,105.0,-9.78,10.14,19.08,196.583,61.194,-164.336,1.97,60.0636,,,,NaN,,,,0 / 0,655,2014-12-14 13:39:50:322
0.05926,-15.05773,-0.16879,1.04657,-9.19882,-3.23397,-13.54834,-2.97554,6.86133,2.36377,-1.2501,0.84754,105.0,-12.84,9.78,19.26,195.007,64.676,-156.466,1.97,60.0636,,,,NaN,,,,0 / 0,705,2014-12-14 13:39:50:372
-0.27114,-19.51813,-0.03711,0.41973,-9.59267,-1.99407,0.1839,-9.88132,5.21203,4.79684,-3.01312,-0.4457,99.0,-14.58,10.2,19.08,195.007,64.676,-156.466,1.97,60.0636,,,,NaN,,,,0 / 0,755,2014-12-14 13:39:50:422
-1.38684,-19.51813,0.65242,0.42527,-9.74126,1.04821,2.79852,-9.8077,-2.72116,5.39445,0.2402,0.2446,99.0,-14.58,13.26,19.44,178.356,85.841,-138.317,1.97,60.0636,,,,NaN,,,,0 / 0,805,2014-12-14 13:39:50:472
-1.86808,-19.51813,-4.92607,0.14171,-9.45096,2.61342,0.40387,-10.1363,-8.3426,4.87886,-0.75156,1.42278,99.0,-11.46,17.58,18.72,28.083,74.521,-3.104,1.97,60.0636,,,,NaN,,,,0 / 0,854,2014-12-14 13:39:50:521
1.19171,-13.28363,-6.08007,-0.29194,-8.4225,5.01481,1.41183,0.96157,-12.70857,3.67724,-1.44292,0.8731,99.0,-9.72,22.08,16.26,28.083,74.521,-3.104,1.97,60.0636,,,,NaN,,,,0 / 0,905,2014-12-14 13:39:50:572
-1.36769,2.18291,-9.08719,0.29598,-7.87318,5.83916,1.03938,12.46706,-16.95663,1.07693,-2.25358,-0.02811,99.0,-10.26,32.58,4.56,20.666,59.188,3.332,1.97,60.3827,,,,NaN,,,,0 / 0,954,2014-12-14 13:39:50:621
4.97695,7.05272,-14.85004,0.50697,-7.84759,5.85906,4.46997,14.90031,-20.7091,-0.04905,-1.58247,0.19133,99.0,-10.5,35.52,-3.84,28.506,53.152,-4.945,1.97,60.3827,,,,NaN,,,,0 / 0,1004,2014-12-14 13:39:50:671
-2.54803,0.01616,8.96269,0.56787,-8.37492,5.07047,-3.1159,8.39108,3.89222,-2.23391,1.59202,-0.21773,99.0,-12.06,33.12,-16.44,76.426,58.649,-6.39,1.97,60.3827,,,,NaN,,,,0 / 0,1055,2014-12-14 13:39:50:722
1.0313,-4.84646,14.33768,0.20859,-8.58576,4.73423,0.82271,3.73929,9.60344,-1.17078,1.87325,0.6185,85.0,-12.42,32.58,-17.46,76.426,58.649,-6.39,1.97,60.3827,,,,NaN,,,,0 / 0,1104,2014-12-14 13:39:50:771
9.43734,-19.51813,-19.40141,-0.08948,-8.91975,4.07448,9.52683,-10.59838,-23.47589,-1.88663,-2.48048,-1.17647,85.0,-13.44,30.6,-16.62,96.568,63.155,-1.404,1.97,60.3827,,,,NaN,,,,0 / 0,1154,2014-12-14 13:39:50:821
-5.89273,0.09038,-19.40141,0.05641,-9.31524,3.06488,-8.29247,-1.49832,-8.93546,-4.87577,0.55445,-0.17405,85.0,-12.9,30.12,-16.08,107.267,67.668,-2.184,1.97,60.3827,,,,NaN,,,,0 / 0,1204,2014-12-14 13:39:50:871
1.37607,-19.51813,-6.9372,0.2876,-9.7664,0.83962,2.65457,-9.82535,-7.20879,-4.06297,0.23168,-1.09125,115.0,-10.32,27.18,-13.56,135.451,80.041,-2.483,1.97,60.3827,,,,NaN,,,,0 / 0,1255,2014-12-14 13:39:50:922
-1.69809,-19.51813,4.39695,0.46777,-9.77867,-0.57386,-2.16585,-9.73946,4.97081,-4.89388,3.45836,-0.06966,115.0,-9.36,25.5,-12.42,135.451,80.041,-2.483,1.97,62.0379,,,,NaN,,,,0 / 0,1305,2014-12-14 13:39:50:972
-3.40036,-5.29418,13.30338,0.91683,-9.27559,-3.04857,-6.36364,4.92936,15.74218,-2.59077,2.60296,0.1125,115.0,-9.0,24.42,-8.4,314.393,76.006,-163.157,1.97,62.0379,,,,NaN,,,,0 / 0,1354,2014-12-14 13:39:51:021
-10.66677,-1.59993,7.86136,1.14982,-9.16994,-3.28036,-11.1908,7.83203,11.53826,-0.39846,-0.78778,0.0422,115.0,-8.94,24.12,-3.6,313.307,69.24,-160.684,1.97,62.0379,,,,NaN,,,,0 / 0,1405,2014-12-14 13:39:51:072
1.3641,-3.81696,10.38724,0.84186,-9.19179,-3.31283,-7.349,4.64685,15.69938,0.60822,-1.42907,0.45658,57.0,-9.18,23.04,0.66,313.307,69.24,-160.684,1.97,62.0379,,,,NaN,,,,0 / 0,1455,2014-12-14 13:39:51:122
7.96252,-3.80498,4.02824,0.90187,-9.49181,-2.29454,7.06065,5.68683,6.32279,2.3137,-0.0144,-0.02066,57.0,-10.68,20.76,5.1,286.396,69.602,-165.742,1.97,62.0379,,,,NaN,,,,0 / 0,1505,2014-12-14 13:39:51:172
-8.24623,-19.51813,-0.86072,0.84066,-9.69427,-1.21895,-9.08689,-9.82386,0.35823,3.25646,0.62263,0.88908,57.0,-12.06,18.84,8.1,207.218,81.316,-145.407,1.97,62.0379,,,,NaN,,,,0 / 0,1555,2014-12-14 13:39:51:222
4.28502,-19.51813,-6.41766,0.46462,-9.66719,1.58182,3.8204,-9.85094,-7.99948,5.82908,0.70572,-0.40095,57.0,-11.64,18.42,9.96,158.388,87.174,-109.416,1.97,67.6337,,,,NaN,,,,0 / 0,1605,2014-12-14 13:39:51:272
3.37283,-19.51813,-8.0912,0.34028,-9.2913,3.11875,3.03256,-10.22683,-11.20995,5.38912,0.85912,1.17564,57.0,-11.04,19.38,10.14,158.388,87.174,-109.416,1.97,67.6337,,,,NaN,,,,0 / 0,1654,2014-12-14 13:39:51:321
-0.41958,-3.3453,-8.5892,-0.1444,-8.42669,5.01406,-0.27518,5.08139,-13.60325,2.22635,-2.31324,0.57696,77.0,-8.94,26.22,5.34,35.55,71.342,-6.227,1.97,67.6337,,,,NaN,,,,0 / 0,1705,2014-12-14 13:39:51:372
2.0249,4.5029,-8.97227,0.1878,-8.16692,5.42556,1.8371,12.66982,-14.39783,1.1792,-2.20991,-0.10055,77.0,-8.82,27.6,1.92,28.198,56.387,-1.982,1.97,67.6337,,,,NaN,,,,0 / 0,1755,2014-12-14 13:39:51:422
0.41599,2.48458,-1.11929,0.85668,-8.44854,4.90512,-0.44068,10.93312,-6.02441,-2.20621,0.17629,-0.01639,77.0,-11.52,25.86,-10.92,78.126,59.486,-9.907,1.97,67.6337,,,,NaN,,,,0 / 0,1804,2014-12-14 13:39:51:471
7.06948,-6.74746,12.79102,0.5767,-8.58351,4.7076,-1.66367,7.90491,1.29451,-1.03336,1.33955,0.22755,77.0,-12.6,25.5,-11.7,78.126,59.486,-9.907,1.97,67.6337,,,,NaN,,,,0 / 0,1855,2014-12-14 13:39:51:522
