ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.13946,-8.43058,-0.23583,0.70599,-9.62529,1.73954,-0.39774,0.07901,0.70853,-0.43458,0.14749,-0.07403,115.0,24.06,31.8,-11.94,276.535,78.212,-18.928,1.97,47.2789,,,,NaN,,,,0 / 0,4,2014-12-14 13:32:06:300
-1.00377,-7.94695,-0.91578,0.67801,-9.67422,1.45687,-1.68178,1.72727,-2.37265,-0.80529,-0.1657,0.03569,115.0,24.3,31.86,-11.52,279.525,80.569,-24.957,1.97,47.2789,,,,NaN,,,,0 / 0,53,2014-12-14 13:32:06:349
2.1877,-10.34834,1.94289,0.68384,-9.75428,0.74654,1.50386,-0.59406,1.19635,-0.77333,-0.33401,-0.11238,115.0,23.16,33.36,-10.14,295.919,84.074,-42.49,1.97,47.2789,,,,NaN,,,,0 / 0,104,2014-12-14 13:32:06:400
0.64823,-8.88788,-0.73143,0.75417,-9.76849,0.42228,-0.10594,0.88062,-1.15371,-0.9981,0.23484,-0.08682,115.0,23.34,33.0,-9.24,295.919,84.074,-42.49,1.97,47.2789,,,,NaN,,,,0 / 0,154,2014-12-14 13:32:06:450
-2.04764,-10.05864,-0.33639,0.67621,-9.77867,-0.30616,-2.72385,-0.27997,-0.03023,-1.18666,0.30941,-0.08255,115.0,22.74,33.12,-8.46,348.254,85.765,-95.596,1.97,47.2789,,,,NaN,,,,0 / 0,203,2014-12-14 13:32:06:499
0.45191,-9.32601,0.18555,0.60304,-9.75338,-0.82525,-0.15113,0.42737,1.0108,-1.10463,0.09103,0.05167,103.0,22.26,33.0,-7.32,31.821,84.018,-143.843,1.97,43.6304,,,,NaN,,,,0 / 0,254,2014-12-14 13:32:06:550
4.17728,-8.63409,-0.09936,0.74924,-9.69906,-1.24079,3.42805,1.06497,1.14144,-0.98852,0.63538,0.12837,103.0,22.02,33.54,-6.18,31.821,84.018,-143.843,1.97,43.6304,,,,NaN,,,,0 / 0,304,2014-12-14 13:32:06:600
2.73119,-8.53593,-1.90219,1.0126,-9.63083,-1.54725,0.31559,1.0111,-1.03011,-0.96402,1.4599,-0.34354,103.0,22.44,33.48,-4.44,40.671,81.5,-148.875,1.97,43.6304,,,,NaN,,,,0 / 0,353,2014-12-14 13:32:06:649
-2.74914,-9.65881,-4.63398,1.17885,-9.4743,-2.24022,-4.03124,-0.62025,-2.27808,-1.21968,1.13712,-0.39042,59.0,21.78,33.3,-1.5,44.599,75.04,-152.246,1.97,43.6304,,,,NaN,,,,0 / 0,404,2014-12-14 13:32:06:700
4.71598,-13.24532,3.69066,1.18154,-9.25239,-3.02792,0.55037,-3.60896,5.79457,-1.51582,0.23165,0.07297,59.0,20.7,32.94,0.72,44.599,75.04,-152.246,1.97,43.6304,,,,NaN,,,,0 / 0,454,2014-12-14 13:32:06:750
