ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.01771,-10.30524,0.25738,0.32456,-9.68709,1.49219,1.69315,-0.61815,-1.23481,-0.97893,-0.28394,-0.03142,107.0,22.74,28.5,-13.8,260.698,81.042,-12.271,1.97,32.4827,,,,NaN,,,,0 / 0,4,2014-12-14 13:30:26:075
-0.46029,-9.38347,1.13605,0.41315,-9.76685,0.78171,-0.87343,0.38337,0.35434,-1.31875,0.45855,-0.13262,119.0,22.74,29.52,-12.42,276.252,84.827,-27.857,1.97,47.0049,,,,NaN,,,,0 / 0,54,2014-12-14 13:30:26:125
-0.21608,-9.21349,3.03944,0.41105,-9.79782,0.082,-0.62713,0.58433,2.95744,-1.44978,0.37226,-0.13688,119.0,22.8,29.76,-11.52,276.252,84.827,-27.857,1.97,47.0049,,,,NaN,,,,0 / 0,104,2014-12-14 13:30:26:175
0.02813,-9.05068,3.24534,0.45445,-9.79468,-0.17358,-0.42632,0.744,3.41892,-1.18026,0.33817,-0.09001,119.0,21.96,29.88,-11.16,323.889,87.55,-78.718,1.97,47.0049,,,,NaN,,,,0 / 0,154,2014-12-14 13:30:26:225
-0.83139,-8.30369,-0.92057,0.43889,-9.76984,-0.72829,-1.27027,1.46615,-0.19228,-1.22287,0.73445,0.07404,119.0,22.26,31.08,-8.94,33.22,85.026,-148.926,1.97,47.0049,,,,NaN,,,,0 / 0,204,2014-12-14 13:30:26:275
1.53887,-9.41939,-4.27245,0.43919,-9.7049,-1.33941,1.09969,0.28551,-2.93305,-1.46895,1.1009,0.03036,79.0,21.84,31.2,-6.9,33.22,85.026,-148.926,1.97,47.0049,,,,NaN,,,,0 / 0,254,2014-12-14 13:30:26:325
2.33614,-13.67628,-0.75776,0.8034,-9.46518,-2.43655,-0.26546,-4.02196,3.56063,-1.78533,1.2266,-0.39574,79.0,19.86,30.9,-3.06,46.334,77.416,-162.279,1.97,47.0049,,,,NaN,,,,0 / 0,303,2014-12-14 13:30:26:374
-3.88639,-12.45284,4.06416,0.9716,-9.3742,-2.71143,-4.77748,-3.64383,7.04105,-1.06735,1.08066,-0.39787,79.0,19.74,31.2,-1.56,46.62,72.931,-160.722,1.97,47.0049,,,,NaN,,,,0 / 0,354,2014-12-14 13:30:26:425
-3.8002,-16.3099,9.26676,0.9909,-9.48224,-2.29724,-3.87277,-6.63882,10.86279,-0.57732,1.03379,-0.18269,57.0,20.4,31.2,1.26,46.62,72.931,-160.722,1.97,52.6763,,,,NaN,,,,0 / 0,403,2014-12-14 13:30:26:474
-2.32297,-12.07216,6.50385,0.96576,-9.60658,-1.71844,-4.55138,-3.59594,11.38054,2.25521,0.4415,0.28816,57.0,18.3,30.72,6.18,58.937,75.22,-156.667,1.97,52.6763,,,,NaN,,,,0 / 0,453,2014-12-14 13:30:26:524
1.2396,-12.68029,-2.83593,0.78246,-9.77298,-0.22012,0.64389,-3.09406,-5.31169,2.73991,0.02392,0.55021,57.0,17.22,30.12,7.68,65.73,80.963,-143.617,1.97,52.6763,,,,NaN,,,,0 / 0,504,2014-12-14 13:30:26:575
-1.05644,-15.21336,-0.21189,0.60573,-9.77523,0.49949,-0.20321,-4.52549,-2.65337,2.42459,-0.98169,0.66206,57.0,17.1,29.58,8.46,65.73,80.963,-143.617,1.97,52.6763,,,,NaN,,,,0 / 0,554,2014-12-14 13:30:26:625
1.36888,-14.45679,-2.65876,0.28521,-9.62095,1.87855,1.21446,-5.19736,-4.95076,3.28959,-0.42349,0.70894,57.0,17.16,29.7,3.36,344.731,85.408,-50.491,1.97,52.6763,,,,NaN,,,,0 / 0,603,2014-12-14 13:30:26:674
2.8485,-11.48798,-2.55342,-0.1251,-9.00759,3.87531,2.81468,-2.21553,-5.74578,3.26722,-0.47569,1.02532,67.0,16.98,29.34,1.14,300.788,72.803,-2.023,1.97,52.6763,,,,NaN,,,,0 / 0,653,2014-12-14 13:30:26:724
-0.46029,-4.92547,-3.74812,0.00464,-8.32434,5.1842,-0.34177,3.67794,-8.45318,2.33937,-2.0608,0.59495,67.0,17.22,26.82,-3.96,302.64,58.086,-0.051,1.97,52.6763,,,,NaN,,,,0 / 0,704,2014-12-14 13:30:26:775
1.50535,-1.61429,-5.52941,0.20785,-8.05963,5.58298,1.26339,6.41452,-11.15518,1.61606,-1.95215,0.4831,67.0,17.34,25.86,-6.84,302.64,58.086,-0.051,1.97,52.5729,,,,NaN,,,,0 / 0,753,2014-12-14 13:30:26:824
1.75196,-0.92715,-3.98754,0.56503,-8.08088,5.52731,1.2782,7.09148,-9.61332,-0.22366,-1.06585,0.38829,85.0,18.18,24.36,-9.78,289.992,54.717,-4.199,1.97,52.5729,,,,NaN,,,,0 / 0,804,2014-12-14 13:30:26:875
2.02968,-11.13364,19.82459,0.66933,-8.32284,5.14319,1.38669,-2.84222,14.62753,-0.75522,-1.58889,0.04314,85.0,18.9,22.68,-14.22,289.992,54.717,-4.199,1.97,52.5729,,,,NaN,,,,0 / 0,854,2014-12-14 13:30:26:925
3.23397,-13.06097,9.94671,0.9499,-8.34559,5.06149,1.40719,-7.99963,9.79947,0.22056,-2.05654,0.0261,85.0,17.58,21.84,-16.5,270.407,58.07,-7.415,1.97,52.5729,,,,NaN,,,,0 / 0,903,2014-12-14 13:30:26:974
8.10138,-19.51813,6.3602,1.40839,-8.15615,5.25961,4.78002,-11.13932,14.56498,0.60086,-0.74307,0.07723,157.0,16.02,22.26,-19.38,266.842,57.897,-13.411,1.97,52.5729,,,,NaN,,,,0 / 0,953,2014-12-14 13:30:27:024
-1.45148,-5.9454,-15.58984,1.67729,-7.89952,5.56368,-2.14954,-1.60606,-19.80798,0.06396,0.68758,0.00373,157.0,15.24,22.74,-19.68,274.802,53.661,-16.777,1.97,52.5729,,,,NaN,,,,0 / 0,1004,2014-12-14 13:30:27:075
-2.50254,-3.02208,-10.94988,1.32115,-8.11664,5.34281,-7.4313,1.92554,-16.66813,-2.08893,1.18399,-0.27111,157.0,14.22,22.26,-20.16,274.802,53.661,-16.777,1.97,52.5729,,,,NaN,,,,0 / 0,1053,2014-12-14 13:30:27:124
