ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.83019,-8.12652,3.25971,0.32905,-9.35923,2.90985,0.50114,1.23271,0.34985,-0.36108,-0.11457,-0.06658,105.0,24.48,29.52,-16.68,257.522,72.155,-5.497,1.97,42.7742,,,,NaN,,,,0 / 0,6,2014-12-14 13:29:21:623
0.91638,-8.97407,6.20457,0.41779,-9.41415,2.71488,0.49859,0.44008,3.4897,-0.5475,0.38824,-0.06871,105.0,23.64,28.74,-16.38,261.657,72.984,-7.264,1.97,42.7742,,,,NaN,,,,0 / 0,55,2014-12-14 13:29:21:672
1.25875,-9.39066,2.6444,0.4341,-9.42103,2.68854,0.82465,0.03038,-0.04414,-0.40475,0.32006,-0.11878,117.0,23.76,29.22,-16.68,260.551,73.877,-9.172,1.97,42.7742,,,,NaN,,,,0 / 0,106,2014-12-14 13:29:21:723
-1.64302,-7.07786,-1.1959,0.37798,-9.4972,2.41485,-2.02101,2.41934,-3.61076,-0.76588,0.48944,0.06764,117.0,23.52,29.7,-16.44,260.551,73.877,-9.172,1.97,42.7742,,,,NaN,,,,0 / 0,155,2014-12-14 13:29:21:772
2.2715,-12.29004,2.75213,0.20171,-9.66375,1.65604,2.06979,-2.62629,1.0961,-0.98958,-0.35105,-0.11025,117.0,23.16,29.88,-14.76,255.784,78.135,-5.758,1.97,42.7742,,,,NaN,,,,0 / 0,206,2014-12-14 13:29:21:823
1.26115,-8.63888,-0.41061,0.34806,-9.71747,1.27387,0.91309,1.07859,-1.68447,-1.11422,-0.14226,-0.13263,117.0,23.4,30.06,-14.28,262.655,82.261,-15.282,1.97,45.3422,,,,NaN,,,,0 / 0,256,2014-12-14 13:29:21:873
-1.82737,-10.46326,2.21583,0.26231,-9.79632,0.36661,-2.08969,-0.66693,1.84922,-1.57015,0.85376,-0.07617,117.0,23.58,30.48,-12.78,279.986,87.365,-35.584,1.97,45.3422,,,,NaN,,,,0 / 0,306,2014-12-14 13:29:21:923
-0.78111,-9.00759,1.96444,0.23254,-9.80381,-0.05073,-1.01365,0.79622,2.01517,-1.40823,0.07825,-0.13156,117.0,22.62,30.9,-11.76,279.986,87.365,-35.584,1.97,45.3422,,,,NaN,,,,0 / 0,355,2014-12-14 13:29:21:972
0.88526,-9.31165,-0.30287,0.32352,-9.75113,-0.99105,0.56174,0.43949,0.68818,-1.42421,1.05083,5.3E-4,79.0,21.24,31.68,-9.72,33.66,86.801,-151.522,1.97,45.3422,,,,NaN,,,,0 / 0,406,2014-12-14 13:29:22:023
2.78625,-8.61972,-3.14239,0.44397,-9.6817,-1.49623,2.34228,1.06198,-1.64616,-1.49452,1.23086,-0.05699,79.0,22.02,31.98,-6.42,50.221,83.898,-161.921,1.97,45.3422,,,,NaN,,,,0 / 0,455,2014-12-14 13:29:22:072
1.64182,-10.00836,-3.36266,0.68295,-9.56124,-2.07083,0.95888,-0.44712,-1.29182,-1.69585,1.36935,-0.36805,79.0,22.2,31.98,-3.96,50.221,83.898,-161.921,1.97,45.3422,,,,NaN,,,,0 / 0,506,2014-12-14 13:29:22:123
-2.07158,-14.45918,3.64517,0.9484,-9.33619,-2.84775,-3.01999,-5.12299,6.49293,-0.97467,0.6993,-0.16884,79.0,21.24,31.8,0.42,52.263,77.153,-161.748,1.97,45.3422,,,,NaN,,,,0 / 0,555,2014-12-14 13:29:22:172
0.15742,-13.88218,3.28125,0.98117,-9.33679,-2.83429,-0.82375,-4.54539,6.11554,-0.78079,0.93685,-0.09428,55.0,20.28,31.8,2.88,56.184,72.191,-160.905,1.97,52.9906,,,,NaN,,,,0 / 0,606,2014-12-14 13:29:22:223
-7.89189,-14.29638,7.64109,1.22867,-9.50109,-2.09538,-9.12056,-4.79529,9.73647,0.91192,1.39918,-0.25939,55.0,18.96,31.8,6.54,60.259,75.659,-149.614,1.97,52.9906,,,,NaN,,,,0 / 0,656,2014-12-14 13:29:22:273
