sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.7787;-8.0236;4.7226;-0.2934;-9.2059;3.3673;-0.4853;1.1823;1.3553;-0.5827;-0.0342;0.0482;143.0;-40.32;34.2;-47.46;123.08;67.76;3.85;2.0;55.916;;;;;;0 / 0;82.9;21.0;3.614;4;2014-11-21 15:14:22:011
-0.4603;-11.5478;-0.2765;-0.0856;-9.5788;-2.1006;-0.3747;-1.9691;1.8241;-1.2048;1.3144;-0.2138;39.0;-37.86;32.04;-37.74;350.45;85.64;144.96;2.0;64.769;;;;;;0 / 0;82.9;21.0;3.614;520;2014-11-21 15:14:22:527
3.1741;-5.6629;-3.7002;0.1121;-8.9848;3.9281;3.062;3.322;-7.6284;1.9281;-2.3831;0.4871;57.0;-55.2;16.08;-8.16;89.32;73.12;3.98;2.0;66.979;;;;;;0 / 0;82.9;21.0;3.614;1032;2014-11-21 15:14:23:039
-2.1889;-9.4026;-0.1041;-0.1779;-9.7923;-0.5007;-2.011;0.3897;0.3965;-1.6597;1.6553;0.2432;215.0;-42.54;35.76;-53.22;144.47;80.33;-6.88;2.0;61.976;;;;;;0 / 0;82.9;21.0;3.614;1550;2014-11-21 15:14:23:557
-2.9287;-13.2884;-6.6379;0.2939;-9.8007;-0.1788;-3.2226;-3.4878;-6.4591;2.0837;0.6603;-0.0242;97.0;-38.22;18.06;-45.3;261.75;87.99;-121.32;2.0;62.355;;;;;;0 / 0;82.9;21.0;3.614;2063;2014-11-21 15:14:24:070
0.6219;-19.0297;6.0777;0.7908;-8.9382;3.9566;-0.1689;-10.0916;2.1211;-0.2248;-0.5402;0.2272;379.0;-47.82;10.74;-31.38;122.09;63.77;-6.56;2.0;63.889;;;;;;0 / 0;82.9;21.0;3.614;2563;2014-11-21 15:14:24:570
-0.5369;-12.1703;0.5519;-0.2482;-9.4792;-2.5007;-0.2887;-2.6911;3.0526;-0.5987;1.1152;0.0067;95.0;-38.46;26.1;-38.88;329.06;78.17;169.04;2.0;59.147;;;;;;0 / 0;82.9;21.0;3.614;3080;2014-11-21 15:14:25:087
1.8477;-4.2527;-3.5422;0.3765;-8.8303;4.2491;1.4712;4.5776;-7.7913;-0.4527;-0.831;0.3455;227.0;-58.08;15.78;-18.18;103.79;64.22;-5.06;2.0;57.535;;;;;;0 / 0;82.9;21.0;3.614;3580;2014-11-21 15:14:25:587
-2.3804;-9.338;-0.5614;0.1743;-9.6615;-1.6722;-2.5548;0.3235;1.1108;-1.7279;1.1898;0.2006;231.0;-52.02;32.88;-47.04;192.75;87.29;-60.34;2.0;56.232;;;;;;0 / 0;82.9;21.0;3.614;4083;2014-11-21 15:14:26:090
0.7727;-10.1951;-2.7593;-0.2695;-9.6504;1.7226;1.0422;-0.5447;-4.4819;2.3958;-0.8204;0.2304;95.0;-53.28;22.86;-26.76;104.0;79.76;8.89;2.0;67.341;;;;;;0 / 0;82.9;21.0;3.614;4611;2014-11-21 15:14:26:618
-1.5042;-15.5797;-2.3451;-0.1463;-9.4792;2.5091;-1.3578;-6.1004;-4.8542;-1.2922;0.3163;0.3966;797.0;-63.78;21.6;-56.94;124.25;75.15;3.34;2.0;59.357;;;;;;0 / 0;82.9;21.0;3.614;5128;2014-11-21 15:14:27:135
-1.1929;-13.9349;5.8622;-0.5044;-9.5445;-2.1953;-0.6885;-4.3904;8.0575;-0.5752;1.3272;0.0365;195.0;-66.48;19.62;-58.8;335.01;76.56;157.46;2.0;64.584;;;;;;0 / 0;82.9;21.0;3.614;5638;2014-11-21 15:14:27:645
-0.2664;-6.2566;-0.6381;-0.296;-9.0065;3.8684;0.0296;2.7499;-4.5065;-0.2152;-0.7884;0.3891;1059.0;-68.16;9.06;-48.42;116.5;66.7;4.38;2.0;59.606;;;;;;0 / 0;82.9;21.0;3.614;6138;2014-11-21 15:14:28:145
-2.4738;-9.4529;0.3053;-0.2069;-9.7064;1.3841;0.5703;-0.2062;-0.9137;-0.5337;-0.4422;0.061;853.0;-60.84;5.1;-69.54;129.8;81.8;8.5;2.0;65.768;;;;;;0 / 0;82.9;21.0;3.614;6640;2014-11-21 15:14:28:647
-0.252;-8.9214;2.0171;-0.5131;-9.4855;2.4357;0.2922;-0.372;0.7522;0.2429;0.1948;0.0205;973.0;-55.68;-0.12;-66.72;127.29;75.3;11.9;2.0;60.245;;;;;;0 / 0;82.9;21.0;3.614;7140;2014-11-21 15:14:29:147
-0.8266;-9.0938;3.456;-0.6844;-9.2463;3.1954;-0.1422;0.1525;0.2607;-0.0011;0.0148;3.0E-4;729.0;-54.72;-1.32;-69.84;128.28;70.54;12.09;2.0;68.49;;;;;;0 / 0;82.9;21.0;3.614;7647;2014-11-21 15:14:29:654
