sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0066;-9.0962;3.2286;-0.0377;-9.307;3.0903;0.0099;0.1752;0.113;-0.016;0.0478;-0.0221;85.0;-64.2;-7.5;-70.98;136.71;71.63;0.7;2.0;45.36;;;;;;0 / 0;79.0;22.0;3.66;24;2014-11-21 15:10:25:174
-0.173;-9.3332;2.2158;-0.3024;-9.5228;2.3228;0.1294;0.1896;-0.107;-0.2621;-0.0055;0.0663;103.0;-63.42;-7.08;-70.86;132.95;74.24;5.23;2.0;46.099;;;;;;0 / 0;79.0;22.0;3.66;531;2014-11-21 15:10:25:681
-1.066;-9.1512;0.9924;-0.6556;-9.7419;0.9149;-0.4105;0.5906;0.0775;-0.4847;0.5101;-0.0231;81.0;-63.06;-5.16;-67.74;101.84;83.41;35.62;2.0;71.873;;;;;;0 / 0;79.0;22.0;3.66;1031;2014-11-21 15:10:26:181
-0.592;-9.7258;1.9549;-0.2649;-9.705;-1.3834;-0.3271;-0.0208;3.3383;-0.0309;0.3077;-0.3427;37.0;-59.76;-3.42;-63.6;343.05;79.87;153.45;2.0;52.368;;;;;;0 / 0;79.0;22.0;3.66;1544;2014-11-21 15:10:26:694
1.6059;-10.2167;5.5797;-0.0851;-9.2;3.3945;1.6911;-1.0166;2.1852;-0.212;-0.5914;0.1249;155.0;-58.92;1.2;-66.12;134.78;69.74;1.44;2.0;64.559;;;;;;0 / 0;79.0;22.0;3.66;2054;2014-11-21 15:10:27:204
-1.6239;-9.3523;0.3196;-0.6422;-9.7757;-0.4425;-0.9816;0.4233;0.7621;-1.1015;1.2292;0.2687;125.0;-55.02;8.64;-81.66;135.28;84.92;10.43;2.0;60.521;;;;;;0 / 0;79.0;22.0;3.66;2576;2014-11-21 15:10:27:726
-1.4467;-11.3731;-2.9772;-0.0757;-9.8059;0.1019;-1.371;-1.5672;-3.0791;1.9185;-0.2473;-0.0455;59.0;-43.62;16.92;-66.96;109.94;89.26;36.61;2.0;59.363;;;;;;0 / 0;79.0;22.0;3.66;3081;2014-11-21 15:10:28:231
1.1941;-10.0251;5.7281;0.2759;-9.2157;3.3417;0.9182;-0.8094;2.3864;-0.1001;-0.797;0.0578;183.0;-46.08;20.16;-72.66;148.53;70.01;-4.72;2.0;59.864;;;;;;0 / 0;79.0;22.0;3.66;3582;2014-11-21 15:10:28:732
-2.0261;-9.5199;0.1616;-0.6074;-9.7836;-0.2898;0.1384;0.4087;1.9668;-1.1366;1.0619;0.1143;45.0;-67.2;16.14;-101.04;30.72;86.06;115.51;2.0;57.543;;;;;;0 / 0;79.0;22.0;3.66;4083;2014-11-21 15:10:29:233
-1.5616;-11.2055;-4.0594;0.0013;-9.7752;-0.7847;2.3089;-1.0406;3.9424;0.5188;0.2172;-0.2064;225.0;-61.8;30.6;-88.14;325.4;85.41;-179.9;2.0;65.397;;;;;;0 / 0;79.0;22.0;3.66;4597;2014-11-21 15:10:29:747
1.7544;-9.2279;4.4544;0.281;-9.1647;3.4785;1.4488;-0.0531;1.0044;0.016;-0.6681;0.1345;189.0;-61.62;22.62;-96.9;145.43;69.86;-1.97;2.0;61.036;;;;;;0 / 0;79.0;22.0;3.66;5109;2014-11-21 15:10:30:259
-0.7739;-9.1512;-0.0682;-0.9257;-9.7591;-0.2779;0.1598;0.5695;0.8309;-0.9662;0.9469;0.0855;41.0;-74.82;12.72;-111.12;39.04;84.34;106.71;2.0;61.088;;;;;;0 / 0;79.0;22.0;3.66;5628;2014-11-21 15:10:30:778
-1.5951;-12.0003;-2.2733;0.0971;-9.804;-0.2143;-1.6828;-2.2941;-0.8761;0.9971;0.0222;-0.4056;41.0;-67.44;24.78;-102.42;328.25;78.28;179.17;2.0;59.415;;;;;;0 / 0;79.0;22.0;3.66;6128;2014-11-21 15:10:31:278
1.1343;-10.0443;6.092;0.3421;-9.2412;3.2642;0.7922;-0.8031;2.8279;0.2365;-0.6553;0.1654;21.0;-67.98;14.16;-103.26;150.0;70.45;-5.98;2.0;62.967;;;;;;0 / 0;79.0;22.0;3.66;6629;2014-11-21 15:10:31:779
-1.2025;-9.4218;0.5878;-0.647;-9.7532;-0.792;-0.5555;0.3314;1.3798;-1.2187;0.4558;0.2954;15.0;-88.74;-0.72;-96.54;118.43;84.46;18.96;2.0;64.015;;;;;;0 / 0;79.0;22.0;3.66;7143;2014-11-21 15:10:32:293
1.4263;-10.8751;0.3484;0.199;-9.536;-2.2797;1.2273;-1.3391;2.6281;0.6967;-0.0566;-0.3896;15.0;-83.1;18.12;-77.76;309.11;76.51;-175.01;2.0;60.877;;;;;;0 / 0;79.0;22.0;3.66;7644;2014-11-21 15:10:32:794
