sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.8458;-8.4713;4.0211;-0.4488;-9.2077;3.3448;-0.397;0.7364;0.6762;-0.2088;0.0041;-0.0125;83.0;-65.46;-8.16;-71.88;129.79;69.87;7.64;2.0;46.712;;;;;;0 / 0;80.4;21.0;3.654;5;2014-11-21 15:12:48:639
-1.8633;-8.658;-2.721;-0.7034;-9.7426;-0.8709;-1.1598;1.0846;-1.8501;-0.9108;1.1578;-0.0785;59.0;-63.36;-6.66;-70.38;92.24;84.57;46.16;2.0;56.989;;;;;;0 / 0;80.4;21.0;3.654;505;2014-11-21 15:12:49:139
-1.9423;-11.7035;-2.2565;0.0825;-9.7659;0.8894;-2.0247;-1.9375;-3.146;2.2733;-1.1112;0.4136;59.0;-62.22;-3.54;-57.36;137.94;84.77;-5.3;2.0;66.797;;;;;;0 / 0;80.4;21.0;3.654;1013;2014-11-21 15:12:49:647
-1.3916;-9.496;-1.7394;0.0492;-9.6109;1.9489;-1.4409;0.1149;-3.6883;-0.1587;-0.4731;0.0024;81.0;-58.08;5.28;-72.42;141.65;78.53;-1.45;2.0;63.294;;;;;;0 / 0;80.4;21.0;3.654;1534;2014-11-21 15:12:50:168
-2.1745;-11.2677;0.8894;-0.1829;-9.5249;-2.3273;-1.9917;-1.7428;3.2168;-0.343;0.835;-0.1265;87.0;-51.06;12.54;-79.8;339.09;81.28;168.6;2.0;68.256;;;;;;0 / 0;80.4;21.0;3.654;2038;2014-11-21 15:12:50:672
-1.667;-13.5494;13.1382;-0.2412;-8.8306;4.2584;-1.4257;-4.7188;8.8798;0.3601;-1.0611;0.305;131.0;-43.92;20.58;-63.72;135.74;65.88;2.53;2.0;62.215;;;;;;0 / 0;80.4;21.0;3.654;2553;2014-11-21 15:12:51:187
-2.876;-10.6572;1.2677;-0.8447;-9.77;-0.072;-2.0313;-0.8872;1.3397;-1.3284;1.4177;0.2197;53.0;-62.04;18.06;-101.22;53.09;85.04;94.87;2.0;61.774;;;;;;0 / 0;80.4;21.0;3.654;3053;2014-11-21 15:12:51:687
0.5261;-7.8584;-3.0251;-0.3285;-9.2184;3.3293;0.8546;1.3601;-6.3544;2.3936;-0.0577;0.3337;273.0;-63.18;33.24;-82.86;130.53;70.05;5.63;2.0;68.861;;;;;;0 / 0;80.4;21.0;3.654;3561;2014-11-21 15:12:52:195
-0.3358;-11.5359;-0.6835;0.0536;-9.6997;1.4443;-0.3894;-1.8362;-2.1278;-1.1792;0.5357;0.5447;103.0;-65.1;15.6;-106.8;150.03;81.53;-2.12;2.0;63.984;;;;;;0 / 0;81.0;21.0;3.646;4074;2014-11-21 15:12:52:708
-3.2256;-13.8247;3.1615;-0.18;-9.4382;-2.6567;-3.0456;-4.3865;5.8182;0.8064;0.5517;-0.1052;33.0;-71.88;24.72;-102.24;329.31;74.24;176.12;2.0;68.073;;;;;;0 / 0;81.0;21.0;3.646;4580;2014-11-21 15:12:53:214
2.6665;-10.6045;6.0513;0.696;-9.0151;3.7968;1.9706;-1.5895;2.2546;-0.3164;-0.7266;0.354;23.0;-63.42;24.18;-97.38;148.49;68.0;-5.76;2.0;59.634;;;;;;0 / 0;81.0;21.0;3.646;5093;2014-11-21 15:12:53:727
-0.659;-8.6676;-1.2318;-0.6;-9.6223;-1.7957;-0.059;0.9547;0.5638;-1.1111;1.0715;0.2357;11.0;-85.02;0.66;-97.2;26.37;87.18;112.42;2.0;62.552;;;;;;0 / 0;81.0;21.0;3.646;5595;2014-11-21 15:12:54:229
-0.8458;-10.2095;-2.8024;-0.0268;-9.7854;0.6463;-0.5604;-3.843;-3.2452;2.5513;0.3013;0.2602;11.0;-80.76;22.56;-73.68;129.37;86.22;2.37;2.0;70.553;;;;;;0 / 0;81.0;21.0;3.646;6103;2014-11-21 15:12:54:737
0.6171;-5.8041;1.8088;1.2272;-8.9287;3.8657;3.8431;-5.4371;-2.3179;-0.0565;-0.7852;0.0866;11.0;-80.7;20.16;-100.38;155.03;65.57;-17.61;2.0;61.367;;;;;;0 / 0;81.0;21.0;3.646;6603;2014-11-21 15:12:55:237
-3.4339;-10.6165;2.4098;-0.413;-9.5799;2.0556;-0.0521;0.3329;0.3135;0.0799;0.5698;-0.0636;11.0;-87.54;7.74;-111.48;131.48;77.81;8.95;2.0;58.496;;;;;;0 / 0;81.0;21.0;3.646;7106;2014-11-21 15:12:55:740
0.0832;-9.3428;2.9556;-0.5154;-9.2873;3.1069;-0.2562;0.4832;0.2055;-0.0991;-0.064;-0.0125;11.0;-78.12;8.46;-112.86;132.46;70.78;10.45;2.0;56.193;;;;;;0 / 0;81.0;21.0;3.646;7606;2014-11-21 15:12:56:240
-0.6925;-9.3571;3.1759;-0.4709;-9.313;3.036;-0.0133;0.291;0.3099;-0.0213;-0.0289;-0.0178;11.0;-75.06;5.22;-116.4;136.36;71.74;8.82;2.0;45.118;;;;;;0 / 0;81.0;21.0;3.646;8106;2014-11-21 15:12:56:740
