sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2915;-9.2757;2.7904;-0.0973;-9.5017;2.4247;0.3888;0.226;0.3657;-0.5209;-0.2569;0.1036;109.0;-46.2;30.78;-36.42;118.18;75.67;2.3;2.0;63.439;;;;;;0 / 0;84.0;20.0;3.614;9;2014-11-21 15:15:38:564
-1.2312;-11.2605;-0.8942;0.1071;-9.5211;-2.3472;-1.3384;-1.7394;1.453;-1.1121;1.0193;-0.1254;69.0;-44.52;27.42;-28.56;305.17;76.14;-177.39;2.0;70.358;;;;;;0 / 0;84.0;20.0;3.614;522;2014-11-21 15:15:39:077
0.3035;-4.7842;-2.63;-0.1232;-9.1303;3.5769;1.6644;3.1346;-6.5853;0.8501;-1.2241;0.4712;73.0;-52.62;14.82;-10.02;86.06;84.11;13.0;2.0;69.79;;;;;;0 / 0;84.0;20.0;3.614;1023;2014-11-21 15:15:39:578
-1.1307;-9.4266;-0.4058;-0.01;-9.7815;-0.7034;0.28;0.6351;0.8387;-1.3231;0.133;0.159;217.0;-40.38;36.24;-48.9;151.82;83.16;-13.06;2.0;58.113;;;;;;0 / 0;84.0;20.0;3.614;1523;2014-11-21 15:15:40:078
-1.6095;-9.5223;-5.8263;-0.1839;-9.7565;0.9744;-2.752;-4.3603;-1.9932;2.5779;1.1642;0.5265;75.0;-36.24;22.44;-45.84;320.68;79.35;-176.67;2.0;67.094;;;;;;0 / 0;84.0;20.0;3.614;2032;2014-11-21 15:15:40:587
-1.1522;-6.9629;-8.333;0.5357;-8.9622;3.945;-2.3918;-7.9654;-0.6111;0.3867;-0.9003;0.3518;357.0;-47.58;14.28;-35.7;127.53;66.05;-7.73;2.0;55.487;;;;;;0 / 0;84.0;20.0;3.614;2533;2014-11-21 15:15:41:088
-4.0061;-14.8087;5.6635;-0.3603;-9.5913;-2.0123;-3.6458;-5.2174;7.6758;-0.3228;0.933;0.0035;153.0;-39.78;21.54;-35.46;317.05;76.76;177.12;2.0;66.483;;;;;;0 / 0;84.0;20.0;3.614;3037;2014-11-21 15:15:41:592
0.9978;-13.0418;11.2061;0.2707;-8.9708;3.9525;0.7271;-4.071;7.2535;-0.1097;-1.0835;0.4839;243.0;-58.5;14.64;-18.18;99.43;65.68;0.6;2.0;66.985;;;;;;0 / 0;84.0;20.0;3.614;3537;2014-11-21 15:15:42:092
-0.9008;-8.6389;-2.1656;-0.231;-9.6732;-1.5959;-0.6698;1.0343;-0.5697;-1.0599;1.1173;0.1633;235.0;-49.8;32.22;-47.64;219.37;89.4;-85.36;2.0;60.671;;;;;;0 / 0;84.0;20.0;3.614;4037;2014-11-21 15:15:42:592
1.2468;-6.6349;-4.057;-0.7009;-9.2253;3.2516;1.9477;2.5904;-7.3086;2.4757;-0.6105;0.3774;97.0;-55.2;20.7;-22.02;92.16;70.17;12.16;2.0;64.463;;;;;;0 / 0;84.0;20.0;3.614;4550;2014-11-21 15:15:43:105
0.6075;-8.6173;-0.7362;-0.5575;-9.7414;0.9824;1.1651;1.1241;-1.7186;-1.4157;0.345;0.3497;493.0;-62.16;24.6;-59.34;125.15;70.77;2.18;2.0;55.259;;;;;;0 / 0;84.0;20.0;3.614;5055;2014-11-21 15:15:43:610
-5.706;-15.0338;2.6157;-0.9382;-9.4991;-2.2489;-4.7678;-5.5346;4.8646;0.7968;0.4047;-0.0487;199.0;-68.1;19.92;-56.64;334.18;76.36;156.48;2.0;69.175;;;;;;0 / 0;84.0;20.0;3.614;5557;2014-11-21 15:15:44:112
1.6251;-7.5112;2.0147;-0.0853;-8.8017;4.3236;0.4055;-3.3232;5.5848;-0.1161;-0.7852;0.4498;1113.0;-70.62;9.84;-49.62;114.72;62.8;4.78;2.0;66.72;;;;;;0 / 0;84.0;20.0;3.614;6062;2014-11-21 15:15:44:617
-0.0557;-9.982;1.1097;-0.5128;-9.4837;2.4425;0.4571;-0.4983;-1.3328;-0.3217;1.1887;0.0738;965.0;-60.24;5.64;-69.96;125.84;75.26;11.86;2.0;66.23;;;;;;0 / 0;84.0;20.0;3.614;6564;2014-11-21 15:15:45:119
-0.2017;-9.757;2.9413;-0.9762;-9.3806;2.6873;-1.1959;0.646;-0.2895;0.3068;0.2449;-0.0146;943.0;-53.64;0.84;-67.14;119.88;73.05;19.96;2.0;58.493;;;;;;0 / 0;84.0;20.0;3.614;7082;2014-11-21 15:15:45:637
-0.6853;-9.1608;2.8958;-0.6536;-9.3266;2.9594;-0.0317;0.1658;-0.0636;-0.0405;-0.0598;-0.0082;921.0;-54.6;0.42;-68.22;127.19;72.0;12.45;2.0;52.671;;;;;;0 / 0;84.0;20.0;3.614;7587;2014-11-21 15:15:46:142
-0.2927;-9.3332;2.6133;-0.5857;-9.3856;2.7822;-0.0829;0.1194;-0.212;-0.0256;0.002;-0.0242;705.0;-54.54;-0.48;-68.82;128.32;73.15;11.89;2.0;64.928;;;;;;0 / 0;84.0;20.0;3.614;8087;2014-11-21 15:15:46:642
