sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.003;-8.7514;3.7266;0.1653;-9.218;3.3426;-0.012;0.3874;0.5483;-0.1683;0.0414;0.0163;81.0;-67.32;-8.76;-73.5;139.72;70.05;-2.83;2.0;45.765;;;;;;0 / 0;79.9;21.0;3.653;4;2014-11-21 15:12:20:319
-1.9184;-9.6827;0.5279;-0.5255;-9.7918;0.1194;-1.3928;0.1091;0.4085;-0.9619;0.1895;0.1185;77.0;-65.82;-8.16;-70.86;123.51;80.94;13.87;2.0;59.32;;;;;;0 / 0;79.9;21.0;3.653;516;2014-11-21 15:12:20:831
-2.3756;-15.1152;4.1695;-0.3889;-9.5297;-2.2818;-1.9867;-5.5855;6.4513;0.4133;-0.1972;-0.2234;25.0;-61.98;-4.56;-61.08;322.95;76.35;170.33;2.0;66.12;;;;;;0 / 0;79.9;21.0;3.653;1028;2014-11-21 15:12:21:343
0.2771;-11.8016;8.7592;0.0938;-8.934;4.0432;0.1833;-2.8677;4.716;-0.2461;-0.4252;0.3284;63.0;-60.6;2.46;-64.92;135.09;65.64;-1.33;2.0;68.106;;;;;;0 / 0;79.9;21.0;3.653;1532;2014-11-21 15:12:21:847
-0.8218;-8.9573;-0.0706;-0.4506;-9.7541;-0.908;-2.1214;-0.0364;2.0943;-1.2932;1.1003;0.1686;65.0;-54.42;9.48;-82.38;353.05;84.07;153.61;2.0;63.131;;;;;;0 / 0;80.4;21.0;3.654;2033;2014-11-21 15:12:22:348
1.2085;-5.366;-1.8471;-0.4353;-9.1574;3.4822;0.7723;3.631;-7.2758;1.3305;-1.957;0.3945;57.0;-46.68;19.26;-65.88;117.49;86.17;26.21;2.0;69.802;;;;;;0 / 0;80.4;21.0;3.654;2541;2014-11-21 15:12:22:856
1.6394;-8.8759;-0.9852;-0.6199;-9.7592;0.7392;-0.3436;0.7003;-3.5563;-1.3305;0.4057;0.4477;83.0;-60.0;18.78;-95.34;139.7;72.57;4.79;2.0;55.49;;;;;;0 / 0;80.4;21.0;3.654;3049;2014-11-21 15:12:23:364
1.5413;-13.9564;8.0385;-0.2894;-9.7016;-1.4027;-2.1932;-0.6041;-5.7395;2.0283;0.3386;-0.3235;113.0;-65.64;30.54;-91.02;336.4;81.6;168.34;2.0;67.231;;;;;;0 / 0;80.4;21.0;3.654;3561;2014-11-21 15:12:23:876
2.7312;-13.2645;9.5636;0.6304;-8.9878;3.872;2.1008;-4.2766;5.6916;-0.5401;-0.7938;0.2283;59.0;-58.92;30.54;-86.94;145.63;66.22;-6.06;2.0;69.642;;;;;;0 / 0;80.4;21.0;3.654;4061;2014-11-21 15:12:24:376
-0.7356;-10.9708;-0.7721;-0.1725;-9.4311;-2.6829;-0.5631;-1.5398;1.9107;-0.9609;0.8276;0.1111;27.0;-75.12;13.62;-110.52;333.52;80.98;172.57;2.0;55.836;;;;;;0 / 0;80.4;21.0;3.654;4561;2014-11-21 15:12:24:876
