sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.1063;-8.907;3.3339;0.3039;-9.4694;2.5319;1.8024;0.5623;0.8021;-0.4964;-0.1312;0.1675;147.0;-44.04;31.44;-41.46;131.02;72.85;-6.09;2.0;55.441;;;;;;0 / 0;80.4;21.0;3.654;14;2014-11-21 15:12:33:825
-1.8657;-10.3962;-2.9413;-0.3516;-9.6251;-1.8452;-1.514;-0.7711;-1.0961;-1.3454;1.0598;-0.0402;47.0;-40.98;28.44;-32.04;321.92;78.96;169.21;2.0;63.829;;;;;;0 / 0;80.4;21.0;3.654;526;2014-11-21 15:12:34:337
0.0617;-7.1425;-3.152;-0.2119;-9.2608;3.2195;0.2735;2.1183;-6.3714;2.1699;-1.5245;0.4701;57.0;-48.78;14.76;-10.98;93.59;78.56;5.53;2.0;67.08;;;;;;0 / 0;80.4;21.0;3.654;1029;2014-11-21 15:12:34:840
0.3944;-9.3907;-0.243;-0.1909;-9.7896;0.5462;0.5854;0.3989;-0.7892;-1.2464;0.149;0.3902;231.0;-42.72;36.48;-49.26;135.89;74.28;-4.34;2.0;65.971;;;;;;0 / 0;80.4;21.0;3.654;1529;2014-11-21 15:12:35:340
5.1517;-14.4568;8.0888;0.3548;-9.7175;-1.2721;4.7969;-4.7393;9.3609;2.2818;0.7892;-0.2319;81.0;-37.02;22.8;-47.52;308.83;82.26;-164.42;2.0;64.728;;;;;;0 / 0;80.4;21.0;3.654;2030;2014-11-21 15:12:35:841
1.8693;-10.729;7.8685;0.8546;-8.9498;3.9168;1.0147;-1.7792;3.9518;-0.3579;-0.8854;0.2357;375.0;-45.6;14.04;-37.08;134.34;65.87;-12.31;2.0;67.815;;;;;;0 / 0;80.4;21.0;3.654;2537;2014-11-21 15:12:36:348
-2.1482;-11.0738;0.4441;-0.6143;-9.6066;-1.8732;-1.5339;-1.4672;2.3173;-1.0717;0.7019;-0.0647;281.0;-39.06;23.64;-39.84;8.71;85.18;126.73;2.0;69.326;;;;;;0 / 0;80.4;21.0;3.654;3038;2014-11-21 15:12:36:849
2.293;-6.9031;2.0746;0.2068;-8.942;4.0211;2.0862;2.039;-1.9465;-0.0927;-0.7554;0.4317;537.0;-54.18;13.5;-15.06;95.22;67.71;4.04;2.0;63.885;;;;;;0 / 0;80.4;21.0;3.654;3554;2014-11-21 15:12:37:365
0.8781;-9.4481;-0.255;-0.2047;-9.7763;0.7435;1.0828;0.3282;-0.9985;-1.4978;0.6838;0.2059;487.0;-54.6;30.96;-46.08;112.65;85.49;15.39;2.0;64.744;;;;;;0 / 0;80.4;21.0;3.654;4057;2014-11-21 15:12:37:868
-0.0916;-11.9118;-2.3786;-0.0028;-9.6726;1.6165;-0.0887;-2.2392;-3.9952;2.4267;-0.0374;0.3071;117.0;-51.12;25.2;-30.12;295.48;82.33;-172.27;2.0;69.395;;;;;;0 / 0;80.4;21.0;3.654;4576;2014-11-21 15:12:38:387
-2.7515;-1.7244;-4.282;0.6879;-9.0053;3.8214;1.8058;-10.64;7.705;-0.1747;-0.5743;0.3167;815.0;-62.4;22.26;-50.46;131.75;66.68;-10.2;2.0;57.36;;;;;;0 / 0;80.4;21.0;3.654;5081;2014-11-21 15:12:38:892
-2.2416;-10.6117;-1.227;-0.511;-9.569;-2.0843;-1.7306;-1.0427;0.8573;-0.9694;0.6561;-0.1467;263.0;-66.06;18.96;-58.14;325.96;77.36;166.22;2.0;55.989;;;;;;0 / 0;80.4;21.0;3.654;5587;2014-11-21 15:12:39:398
1.2923;-5.797;-0.3292;-0.2556;-8.8144;4.291;2.352;2.5474;-7.1994;2.2679;-1.0313;0.4403;1331.0;-66.24;11.16;-46.02;112.2;76.17;10.3;2.0;60.376;;;;;;0 / 0;80.4;21.0;3.654;6087;2014-11-21 15:12:39:898
-0.2975;-11.1624;-0.4752;-0.1674;-9.1411;3.5473;-0.13;-2.0213;-4.0226;-0.5539;1.0886;0.2943;1273.0;-59.04;7.14;-68.16;138.18;64.77;-3.28;2.0;54.907;;;;;;0 / 0;80.4;21.0;3.654;6591;2014-11-21 15:12:40:402
-1.2528;-9.3835;2.2541;-0.6773;-9.5782;1.9932;-0.3217;-0.0088;-2.0183;0.1768;0.3898;-0.0476;1045.0;-52.86;-0.36;-69.36;123.08;77.6;18.77;2.0;48.252;;;;;;0 / 0;80.4;21.0;3.654;7091;2014-11-21 15:12:40:902
-0.185;-9.0196;2.8407;-0.6761;-9.2183;3.2769;-0.3349;0.3448;0.2198;0.163;-0.0907;0.0269;1049.0;-52.62;-2.1;-66.18;128.22;70.05;11.66;2.0;53.447;;;;;;0 / 0;80.4;21.0;3.654;7605;2014-11-21 15:12:41:416
-0.513;-9.1081;3.1496;-0.548;-9.2084;3.3279;0.0709;0.0811;-0.0563;-0.0373;0.0084;0.0078;913.0;-53.04;-2.22;-68.52;131.54;69.52;9.43;2.0;49.486;;;;;;0 / 0;80.4;21.0;3.654;8105;2014-11-21 15:12:41:916
