sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.3318;-9.563;0.7099;-0.4066;-9.5873;2.0222;-0.9252;0.0242;-1.3123;-0.5071;-0.0672;0.2336;107.0;-44.34;32.88;-37.86;112.53;77.86;11.37;2.0;58.308;;;;;;0 / 0;83.7;20.0;3.614;9;2014-11-21 15:15:13:930
-2.5456;-12.2876;0.923;-0.0338;-9.581;-2.0919;-2.5118;-2.7066;3.0149;-1.045;1.2899;-0.331;49.0;-45.3;26.34;-24.6;304.53;77.68;179.07;2.0;69.982;;;;;;0 / 0;83.7;20.0;3.614;515;2014-11-21 15:15:14:436
1.5365;-8.6628;4.9213;-0.272;-8.9399;4.0217;1.8085;0.2771;0.8996;-0.1161;-0.683;0.501;163.0;-57.9;19.2;-11.1;86.78;68.41;6.9;2.0;68.716;;;;;;0 / 0;83.7;20.0;3.614;1020;2014-11-21 15:15:14:941
-0.9655;-9.1656;-1.5455;-0.4645;-9.7131;-1.2698;-0.4952;0.6265;-1.2912;-1.6341;1.1599;0.1952;187.0;-39.18;33.48;-57.78;27.05;86.87;118.39;2.0;54.815;;;;;;0 / 0;83.7;20.0;3.614;1523;2014-11-21 15:15:15:444
1.0361;-9.9485;-3.1161;-0.2087;-8.951;4.0009;1.4419;-0.5831;-5.9963;2.3713;-1.5767;0.4584;65.0;-40.92;12.9;-37.56;116.14;81.24;14.58;2.0;68.801;;;;;;0 / 0;83.7;20.0;3.614;2039;2014-11-21 15:15:15:960
-0.6399;-9.3931;-2.314;0.0492;-9.758;0.9743;-0.6891;0.365;-3.2883;-1.192;0.2534;0.1377;403.0;-46.08;18.42;-36.66;137.39;71.7;-13.86;2.0;56.091;;;;;;0 / 0;83.7;20.0;3.614;2579;2014-11-21 15:15:16:500
-0.9942;-8.6844;-3.3651;0.0277;-9.7567;-0.9899;-1.0219;1.0723;-2.3752;2.4874;0.6412;0.2986;107.0;-45.06;20.76;-24.66;299.39;84.2;-178.4;2.0;67.954;;;;;;0 / 0;83.7;20.0;3.614;3099;2014-11-21 15:15:17:020
4.546;-4.4323;-7.0809;0.9228;-9.2418;3.1481;3.6232;4.8095;-10.2289;0.2716;-0.4859;0.4978;445.0;-61.56;21.96;-30.6;114.67;66.28;-7.24;2.0;54.002;;;;;;0 / 0;83.7;20.0;3.614;3618;2014-11-21 15:15:17:539
-2.4116;-11.3539;-0.2598;-0.1685;-9.452;-2.6085;-2.2431;-1.9019;2.3487;-0.9076;0.7061;-0.135;279.0;-47.58;32.82;-41.34;318.53;74.54;176.3;2.0;62.543;;;;;;0 / 0;83.7;20.0;3.614;4122;2014-11-21 15:15:18:043
-0.8218;-7.3795;1.9956;-0.4108;-9.0413;3.7761;-0.4111;1.6617;-1.7805;1.3199;-1.5022;0.4307;483.0;-54.96;20.7;-25.92;96.02;70.54;11.95;2.0;63.695;;;;;;0 / 0;83.7;20.0;3.614;4622;2014-11-21 15:15:18:543
-3.2304;-10.1879;-0.5926;-0.4471;-9.7734;0.6728;1.8998;0.5623;-0.5782;-1.3731;1.4401;0.2389;817.0;-65.46;22.92;-63.06;99.28;85.28;33.61;2.0;53.957;;;;;;0 / 0;83.7;20.0;3.614;5122;2014-11-21 15:15:19:043
-4.1282;-11.9357;-6.6427;-0.3337;-9.8011;-0.0021;-3.7945;-2.1346;-6.6406;2.3233;0.6625;-0.0551;189.0;-68.28;16.14;-51.24;324.78;75.52;162.79;2.0;61.933;;;;;;0 / 0;83.7;20.0;3.614;5628;2014-11-21 15:15:19:549
-0.0126;-10.9804;7.9763;-0.0412;-8.877;4.1676;0.0286;-2.1035;3.8087;-0.3068;-0.504;0.2613;1177.0;-66.06;8.04;-57.96;126.08;64.85;0.57;2.0;66.728;;;;;;0 / 0;83.7;20.0;3.614;6140;2014-11-21 15:15:20:061
0.8158;-9.3811;1.9668;-0.4305;-9.6417;1.7386;1.2463;0.2607;0.2282;-0.2791;0.7647;0.0429;931.0;-59.52;3.12;-70.8;138.35;76.64;0.39;2.0;64.439;;;;;;0 / 0;83.7;20.0;3.614;6651;2014-11-21 15:15:20:572
