sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0892;-8.5838;4.5071;-0.1044;-9.139;3.5551;0.0153;0.5552;0.952;-0.3569;0.0403;0.0312;159.0;-38.82;36.48;-50.4;128.74;68.74;1.68;2.0;43.331;;;;;;0 / 0;79.5;21.0;3.656;28;2014-11-21 15:11:36:607
-2.5385;-9.2829;1.5909;-0.82;-9.7315;0.8927;-1.7184;0.4486;0.6982;-0.9364;0.5517;0.1196;151.0;-37.62;35.88;-45.72;119.84;77.33;13.28;2.0;63.686;;;;;;0 / 0;79.5;21.0;3.656;528;2014-11-21 15:11:37:107
-1.7316;-11.1001;-2.63;0.1314;-9.8053;-0.0968;-1.863;-1.2948;-2.5332;2.008;0.5091;-0.1797;57.0;-37.44;26.46;-24.42;313.86;77.98;173.62;2.0;62.757;;;;;;0 / 0;79.5;21.0;3.656;1029;2014-11-21 15:11:37:608
-0.3717;-6.4721;2.2087;0.1564;-9.0321;3.8168;-0.5281;2.56;-1.6082;0.3324;-0.993;0.2837;187.0;-48.12;28.8;-27.9;108.72;69.69;-0.07;2.0;58.089;;;;;;0 / 0;79.5;21.0;3.656;1530;2014-11-21 15:11:38:109
-0.7189;-9.7426;0.729;-0.3763;-9.7534;-0.9496;-0.3425;0.0108;1.6786;-1.2432;1.471;0.1388;213.0;-38.64;27.24;-62.4;349.78;84.02;158.38;2.0;65.887;;;;;;0 / 0;79.5;21.0;3.656;2030;2014-11-21 15:11:38:609
1.7759;-11.2462;-2.4361;0.2722;-9.7968;-0.3493;1.5037;-1.4494;-2.0868;1.7183;-0.3357;0.0759;117.0;-39.36;14.04;-42.84;309.6;82.34;-170.63;2.0;66.181;;;;;;0 / 0;79.5;21.0;3.656;2531;2014-11-21 15:11:39:110
3.0089;-14.1384;-0.8535;0.3045;-9.4194;2.7117;2.7044;-4.719;-3.5653;0.1747;-0.4422;0.1601;377.0;-48.18;12.36;-30.84;125.36;73.84;-6.41;2.0;63.693;;;;;;0 / 0;79.5;21.0;3.656;3037;2014-11-21 15:11:39:616
-0.7213;-10.2071;0.2813;-0.3891;-9.6031;-1.9493;-0.3322;-0.6039;2.2306;-1.0472;0.7615;0.0653;119.0;-38.7;25.98;-35.64;326.6;78.31;168.71;2.0;59.56;;;;;;0 / 0;79.5;21.0;3.656;3537;2014-11-21 15:11:40:116
1.2875;-7.911;-1.5909;0.4488;-9.4278;2.6624;0.8387;1.5167;-4.2533;2.0432;-1.2742;0.2134;195.0;-61.08;14.28;-18.3;111.88;74.02;-9.57;2.0;69.803;;;;;;0 / 0;79.5;21.0;3.656;4037;2014-11-21 15:11:40:616
3.9115;-2.2368;-5.1607;0.9149;-9.4531;2.444;2.9966;7.2163;-7.6047;-0.6605;0.1937;0.4669;523.0;-62.4;26.34;-38.34;137.21;74.57;-20.52;2.0;58.898;;;;;;0 / 0;79.5;21.0;3.656;4537;2014-11-21 15:11:41:116
-4.7866;-13.0753;-0.2239;-0.1276;-9.4444;-2.6378;-4.659;-3.631;2.414;-0.4272;1.0342;-0.119;135.0;-45.78;32.58;-46.14;321.81;76.19;176.72;2.0;60.792;;;;;;0 / 0;79.5;21.0;3.656;5042;2014-11-21 15:11:41:621
