sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.2855;-8.9525;2.7521;-0.0223;-9.5621;2.1766;-0.2632;0.6096;0.5755;0.0447;-0.1109;0.044;81.0;-67.2;-6.84;-69.96;137.89;78.27;-1.66;2.0;52.287;;;;;;0 / 0;82.9;21.0;3.614;5;2014-11-21 15:14:08:920
0.4663;-9.2518;-1.306;-0.3861;-9.7438;-1.0395;0.8523;0.492;-0.2665;-1.191;0.7754;-0.0125;63.0;-64.2;-5.7;-69.54;93.85;85.51;43.98;2.0;65.797;;;;;;0 / 0;82.9;21.0;3.614;534;2014-11-21 15:14:09:449
-0.1371;-9.6444;-2.8479;0.0456;-9.4737;2.5332;-0.1827;-0.1707;-5.3811;2.3638;-0.2025;0.2187;89.0;-62.58;-2.64;-60.36;270.99;87.08;-137.49;2.0;65.468;;;;;;0 / 0;82.9;21.0;3.614;1034;2014-11-21 15:14:09:949
3.3561;-14.8063;-0.82;0.2297;-9.2225;3.3263;3.1264;-5.5839;-4.1463;-0.1609;-0.7149;0.1537;189.0;-58.38;5.82;-74.76;143.83;70.12;-3.95;2.0;60.165;;;;;;0 / 0;82.9;21.0;3.614;1535;2014-11-21 15:14:10:450
-0.264;-11.6221;-1.5431;-0.0929;-9.3531;-2.9465;-0.171;-2.269;1.4035;-0.7318;1.144;0.0344;85.0;-48.3;14.04;-77.58;330.36;72.51;178.19;2.0;67.2;;;;;;0 / 0;82.9;21.0;3.614;2037;2014-11-21 15:14:10:952
1.5676;-6.2997;-4.1312;-0.2168;-9.1689;3.472;1.7844;2.8692;-7.6032;0.7627;-1.7014;0.4403;135.0;-44.46;19.74;-58.92;133.65;69.22;3.57;2.0;66.878;;;;;;0 / 0;82.9;21.0;3.614;2538;2014-11-21 15:14:11:453
-2.9167;-10.1257;0.2119;-0.3563;-9.796;-0.2858;-2.5604;-0.3297;0.4977;-1.1484;0.1277;0.3763;93.0;-62.82;17.94;-99.24;143.19;78.43;2.72;2.0;61.77;;;;;;0 / 0;82.9;21.0;3.614;3041;2014-11-21 15:14:11:956
-2.5744;-11.6771;-1.5119;-0.6903;-9.5865;1.9477;-1.8841;-2.0906;-3.4596;2.2924;0.1139;0.7449;165.0;-63.72;31.08;-89.16;328.62;83.69;177.48;2.0;66.288;;;;;;0 / 0;82.9;21.0;3.614;3542;2014-11-21 15:14:12:457
-5.1553;-9.7354;-1.7154;-0.7546;-9.6091;1.8072;-4.4007;-0.1263;-3.5226;-1.3614;0.4281;0.3646;29.0;-63.24;17.16;-105.78;144.75;65.94;0.2;2.0;56.4;;;;;;0 / 0;82.9;21.0;3.614;4058;2014-11-21 15:14:12:973
-0.1035;-11.7777;-0.5878;-0.6539;-9.4403;-2.5739;0.5504;-2.3373;1.9861;-0.751;1.0737;-0.0998;29.0;-73.02;18.3;-109.62;357.09;78.17;149.36;2.0;68.894;;;;;;0 / 0;82.9;21.0;3.614;4560;2014-11-21 15:14:13:475
-0.1012;-13.5757;11.2994;-0.2604;-8.7191;4.481;0.1592;-4.8566;6.8184;-0.5699;-0.7703;0.2517;19.0;-65.04;22.32;-96.3;131.2;63.18;7.53;2.0;59.209;;;;;;0 / 0;82.9;21.0;3.614;5080;2014-11-21 15:14:13:995
-3.7954;-10.4824;0.6333;-0.9023;-9.7541;-0.4651;-2.8931;-0.7283;1.0983;-1.6224;1.6979;0.1548;13.0;-85.38;4.26;-94.5;20.65;84.06;117.27;2.0;53.659;;;;;;0 / 0;82.9;21.0;3.614;5580;2014-11-21 15:14:14:495
1.7687;-10.468;-3.3483;-0.7216;-9.5334;2.1826;2.4903;-0.9346;-5.5309;2.661;-0.994;0.2751;13.0;-79.26;28.56;-73.68;110.84;76.44;18.29;2.0;65.376;;;;;;0 / 0;82.9;21.0;3.614;6088;2014-11-21 15:14:15:003
4.2084;-19.5181;11.9985;0.4459;-8.7833;4.3389;3.7625;-10.7349;7.6597;0.1715;-0.6191;0.1835;13.0;-76.86;19.74;-105.9;144.62;63.59;-5.87;2.0;58.24;;;;;;0 / 0;82.9;21.0;3.614;6600;2014-11-21 15:14:15:515
-1.7867;-10.2933;2.0315;-1.0552;-9.4489;2.4038;-0.7314;-0.8444;-0.3723;0.2855;0.2289;-0.0796;13.0;-82.68;7.98;-112.08;124.83;76.28;17.19;2.0;51.314;;;;;;0 / 0;82.9;21.0;3.614;7100;2014-11-21 15:14:16:015
-0.7284;-9.2255;2.7473;-0.8673;-9.3251;2.9088;0.1389;0.0997;-0.1615;0.0107;0.1043;-0.038;7.0;-74.34;7.38;-112.08;127.79;71.97;16.6;2.0;51.836;;;;;;0 / 0;82.9;21.0;3.614;7600;2014-11-21 15:14:16:515
