sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.3035;-8.7107;2.6995;-0.2511;-9.5776;2.0925;0.1745;0.6182;0.0453;-0.6424;-0.1461;0.2166;77.0;-59.46;-0.72;-70.02;135.88;75.41;3.2;2.0;50.22;;;;;;0 / 0;83.3;21.0;3.614;3;2014-11-21 15:15:00:834
-2.0788;-13.6619;7.5956;0.1152;-9.6676;-1.6414;-4.6923;-5.3971;7.6371;-0.6456;1.0108;-0.1211;53.0;-58.08;2.1;-57.18;319.1;75.47;178.23;2.0;64.434;;;;;;0 / 0;83.3;21.0;3.614;514;2014-11-21 15:15:01:345
0.0329;-9.7282;9.8414;0.0049;-9.0103;3.8711;-1.2628;-6.2155;11.4824;0.0469;-1.3605;0.1175;67.0;-51.48;11.94;-78.96;143.15;66.75;-0.07;2.0;66.723;;;;;;0 / 0;83.3;21.0;3.614;1015;2014-11-21 15:15:01:846
-0.0988;-9.3212;-0.4992;-0.0455;-9.5101;-2.3936;0.5772;0.2403;1.9588;-1.0077;0.6071;-0.1744;51.0;-40.14;22.08;-68.94;87.72;89.06;63.77;2.0;54.902;;;;;;0 / 0;83.3;21.0;3.614;1541;2014-11-21 15:15:02:372
1.716;-4.5759;-3.9947;-0.0034;-8.967;3.9702;1.7195;4.3911;-7.9649;2.1785;-1.9687;0.6544;143.0;-53.64;22.32;-94.08;144.92;66.12;0.05;2.0;63.984;;;;;;0 / 0;83.3;21.0;3.614;2041;2014-11-21 15:15:02:872
-1.6861;-9.8503;0.0515;-0.1317;-9.758;-0.9679;-1.5544;-0.0923;1.0193;-1.8269;1.2185;0.2261;73.0;-68.88;15.36;-107.64;150.7;82.46;-3.92;2.0;65.379;;;;;;0 / 0;83.3;21.0;3.614;2557;2014-11-21 15:15:03:388
-3.6518;-14.3514;-8.8621;0.3115;-9.8014;0.0841;-3.9633;-4.55;-8.9462;2.8016;1.7171;0.0163;351.0;-66.72;27.48;-91.08;218.83;88.11;-74.89;2.0;69.761;;;;;;0 / 0;83.3;21.0;3.614;3067;2014-11-21 15:15:03:898
-0.726;-9.4649;-5.3044;0.2035;-9.4017;2.7815;-0.9295;-0.0631;-8.0858;-0.6498;-0.227;0.3955;27.0;-62.16;23.7;-95.58;149.16;66.5;-6.67;2.0;56.1;;;;;;0 / 0;83.3;21.0;3.614;3574;2014-11-21 15:15:04:405
-2.9239;-11.6268;0.4274;-0.3847;-9.5135;-2.349;-2.5392;-2.1133;2.7764;-0.9374;0.8862;-0.0359;27.0;-78.6;13.68;-111.12;333.81;75.95;170.7;2.0;69.557;;;;;;0 / 0;83.3;21.0;3.614;4074;2014-11-21 15:15:04:905
0.9643;-14.6435;14.1342;0.2503;-8.8171;4.2855;0.7139;-5.8264;9.8487;-0.5529;-0.7171;0.4328;27.0;-69.72;16.92;-98.16;140.08;64.74;-0.72;2.0;63.565;;;;;;0 / 0;83.3;21.0;3.614;4578;2014-11-21 15:15:05:409
-0.2735;-8.737;-1.1744;-0.3916;-9.7272;-1.1836;0.1181;0.9902;0.0093;-1.6799;1.8534;0.126;15.0;-84.42;9.6;-92.46;335.97;82.7;161.69;2.0;64.931;;;;;;0 / 0;83.3;21.0;3.614;5082;2014-11-21 15:15:05:913
-2.2871;-11.1097;-1.555;-0.2472;-9.7053;1.3849;-2.0399;-1.4043;-2.9399;2.5225;-1.043;0.1249;11.0;-81.0;28.56;-75.66;320.4;81.98;173.83;2.0;65.873;;;;;;0 / 0;83.3;21.0;3.614;5583;2014-11-21 15:15:06:414
-6.4769;-12.8718;-3.5662;0.3461;-9.0933;3.6553;-6.823;-3.7785;-7.2215;0.376;-0.6744;0.159;11.0;-77.94;21.66;-99.84;145.39;62.57;-9.16;2.0;55.815;;;;;;0 / 0;83.3;21.0;3.614;6084;2014-11-21 15:15:06:915
-1.09;-9.1488;0.6021;-0.4983;-9.6193;1.8416;-0.5917;0.4705;-1.2394;0.0884;0.0169;-0.1595;11.0;-83.82;5.58;-111.6;127.07;78.78;15.14;2.0;48.776;;;;;;0 / 0;83.7;20.0;3.614;6584;2014-11-21 15:15:07:415
-0.3621;-9.2686;2.7114;-0.2233;-9.4894;2.4645;-0.1389;0.2209;0.2469;0.0245;0.051;-0.038;11.0;-76.98;6.96;-110.88;138.64;75.38;5.18;2.0;53.549;;;;;;0 / 0;83.7;20.0;3.614;7087;2014-11-21 15:15:07:918
-0.1059;-9.3931;2.5965;-0.1133;-9.497;2.4425;0.0073;0.104;0.154;-0.0362;-0.014;-0.0061;11.0;-75.48;6.42;-112.44;142.35;75.37;2.54;2.0;50.021;;;;;;0 / 0;83.7;20.0;3.614;7589;2014-11-21 15:15:08:420
