sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4723;-8.2414;4.2054;-0.0905;-9.127;3.5862;-0.3817;0.8856;0.6192;-0.5475;0.1565;0.0195;113.0;-39.0;38.94;-52.68;129.84;65.87;-0.08;2.0;58.78;;;;;;0 / 0;81.0;21.0;3.646;7;2014-11-21 15:13:03:209
-1.8106;-9.6085;-1.2462;-0.5171;-9.7585;-0.8226;-1.2935;0.1499;-0.4236;-1.4211;0.9501;-0.102;119.0;-36.48;38.16;-42.6;352.68;84.31;147.84;2.0;63.201;;;;;;0 / 0;81.0;21.0;3.646;507;2014-11-21 15:13:03:709
2.1398;-5.287;-2.9509;-0.1499;-9.03;3.822;2.2898;3.743;-6.7729;1.5244;-1.352;0.3518;137.0;-47.94;25.5;-14.58;92.27;67.04;2.25;2.0;71.493;;;;;;0 / 0;81.0;21.0;3.646;1007;2014-11-21 15:13:04:209
1.6011;-9.2805;-0.2909;-0.4033;-9.7818;0.5692;2.0044;0.5013;-0.8601;-1.4019;-0.3112;0.0067;199.0;-44.22;34.8;-59.64;106.55;85.92;35.32;2.0;62.349;;;;;;0 / 0;81.0;21.0;3.646;1523;2014-11-21 15:13:04:725
-2.0452;-8.8065;-0.6357;-0.3855;-9.7004;-1.388;-0.2653;-5.892;-3.758;1.1484;0.0158;-0.2096;53.0;-44.52;17.7;-42.06;329.52;81.55;164.48;2.0;69.549;;;;;;0 / 0;81.0;21.0;3.646;2035;2014-11-21 15:13:05:237
2.0297;-8.0619;1.8375;0.1829;-9.0477;3.7783;1.8468;0.9858;-1.9408;-0.0842;-0.8864;0.1825;347.0;-53.46;11.58;-30.84;112.62;66.33;1.39;2.0;63.026;;;;;;0 / 0;81.0;21.0;3.646;2535;2014-11-21 15:13:05:737
-1.4563;-10.8583;-0.7889;-0.4998;-9.3925;-2.7759;-0.9565;-1.4658;1.987;-1.1622;0.6199;0.0301;195.0;-43.26;28.56;-42.24;338.65;79.18;157.23;2.0;59.972;;;;;;0 / 0;81.0;21.0;3.646;3070;2014-11-21 15:13:06:272
2.0417;-4.7818;-3.0442;-0.3383;-9.0315;3.8062;2.38;4.2497;-6.8504;1.1558;-1.8356;0.4562;545.0;-59.04;14.28;-20.34;87.25;78.93;19.01;2.0;66.181;;;;;;0 / 0;81.0;21.0;3.646;3571;2014-11-21 15:13:06:773
0.6315;-9.2183;-1.002;-0.7189;-9.7366;-0.9231;-1.6831;-0.6931;0.7974;-1.779;1.8087;0.1974;481.0;-48.78;33.6;-48.72;107.95;81.13;22.67;2.0;54.058;;;;;;0 / 0;81.0;21.0;3.646;4071;2014-11-21 15:13:07:273
-0.5082;-12.5797;-0.6764;-0.1448;-9.761;-0.9349;-0.2819;-1.9568;-4.3383;1.9271;0.3471;0.011;139.0;-46.08;25.98;-34.44;316.86;84.46;171.19;2.0;67.84;;;;;;0 / 0;81.0;21.0;3.646;4588;2014-11-21 15:13:07:790
