sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0581;-8.4258;4.713;-0.1682;-9.1183;3.6054;0.1101;0.6925;1.1076;-0.4112;-0.0502;0.0855;167.0;-37.02;35.7;-53.76;131.81;68.4;2.67;2.0;49.977;;;;;;0 / 0;79.2;22.0;3.655;8;2014-11-21 15:10:58:060
-0.1634;-9.3883;0.1496;-0.9533;-9.7508;0.4289;0.7899;0.3626;-0.2792;-1.0525;0.5645;0.1633;123.0;-35.34;34.74;-47.52;74.71;83.88;65.78;2.0;55.874;;;;;;0 / 0;79.2;22.0;3.655;523;2014-11-21 15:10:58:575
-0.6829;-10.2454;-1.3084;0.0624;-9.6934;1.4849;-0.7453;-0.552;-2.7933;2.0251;-0.716;0.1739;101.0;-40.98;23.58;-21.06;115.13;81.28;-2.41;2.0;64.182;;;;;;0 / 0;79.2;22.0;3.655;1047;2014-11-21 15:10:59:099
-4.2623;-15.9101;3.6643;-0.1995;-9.2606;3.2205;-4.0628;-6.6494;0.4438;-0.2674;-0.6446;0.3923;305.0;-47.22;26.7;-35.64;117.92;68.03;-1.49;2.0;62.498;;;;;;0 / 0;79.2;22.0;3.655;1548;2014-11-21 15:10:59:600
-1.3749;-9.6516;-0.832;-0.3989;-9.5397;-2.2374;-0.9759;-0.1119;1.4054;-0.6083;1.0982;-0.0881;265.0;-36.06;19.2;-56.4;352.51;80.47;155.01;2.0;63.146;;;;;;0 / 0;79.2;22.0;3.655;2048;2014-11-21 15:11:00:100
-0.6375;-9.4098;-1.2246;0.262;-9.7897;0.5143;-0.8995;0.3799;-1.7389;1.7204;-1.3839;0.1164;73.0;-48.84;3.66;-28.38;146.56;86.63;-27.0;2.0;61.555;;;;;;0 / 0;79.2;22.0;3.655;2548;2014-11-21 15:11:00:600
-1.8537;-9.1488;-1.4473;-0.0458;-9.6771;1.5889;-1.8079;0.5282;-3.0361;-0.5454;0.0648;0.3806;439.0;-51.72;22.14;-32.28;116.63;80.67;1.65;2.0;62.595;;;;;;0 / 0;79.2;22.0;3.655;3049;2014-11-21 15:11:01:101
-0.2328;-10.5303;-1.0092;-0.2671;-9.5394;-2.2588;-1.1341;0.5893;0.3374;-0.5635;1.0332;-0.1084;123.0;-43.26;29.34;-39.36;322.29;76.59;173.26;2.0;61.756;;;;;;0 / 0;79.2;22.0;3.655;3549;2014-11-21 15:11:01:601
0.9523;-6.8169;-0.3699;0.0634;-9.4923;2.4627;0.8888;2.6754;-2.8326;1.4317;-1.0207;0.3966;169.0;-62.04;14.28;-21.36;120.57;82.99;-13.35;2.0;59.37;;;;;;0 / 0;79.2;22.0;3.655;4050;2014-11-21 15:11:02:102
-0.2185;-9.7594;-0.3891;-0.523;-9.71;1.2703;-0.174;0.9972;-3.9283;-0.8554;0.2427;0.1335;505.0;-57.9;30.78;-43.44;118.98;74.05;0.5;2.0;65.41;;;;;;0 / 0;79.2;22.0;3.655;4566;2014-11-21 15:11:02:618
-1.2121;-10.3675;0.0611;-0.2465;-9.5647;-2.1513;-0.9656;-0.8028;2.2124;-0.5838;1.063;-0.0583;209.0;-49.32;28.44;-48.3;340.04;79.63;155.51;2.0;56.885;;;;;;0 / 0;79.2;22.0;3.655;5076;2014-11-21 15:11:03:128
0.1622;-9.0052;0.4537;0.516;-9.5907;1.9809;-0.3537;0.5855;-1.5272;1.1143;-0.895;0.1931;283.0;-64.98;18.24;-39.72;133.5;77.95;-14.6;2.0;62.166;;;;;;0 / 0;79.2;22.0;3.655;5601;2014-11-21 15:11:03:653
-2.4163;-11.8399;0.1041;0.2385;-9.6636;1.6526;-2.6549;-2.1763;-1.5484;-0.6402;0.557;0.3646;753.0;-71.88;19.26;-62.82;137.67;80.2;-8.21;2.0;64.156;;;;;;0 / 0;79.2;22.0;3.655;6116;2014-11-21 15:11:04:168
-1.4898;-10.8751;-1.7633;-0.5999;-9.6283;-1.7633;-0.8899;-1.2468;0.0;-0.3739;0.7754;0.0216;411.0;-63.0;13.26;-59.76;332.71;79.05;161.21;2.0;58.89;;;;;;0 / 0;79.2;22.0;3.655;6633;2014-11-21 15:11:04:685
0.1287;-9.8001;-0.8966;0.4751;-9.7884;0.3639;-0.3464;-0.0117;-1.2605;1.6235;-0.7192;-0.0295;315.0;-63.9;7.5;-51.18;291.3;81.42;-162.19;2.0;62.52;;;;;;0 / 0;79.2;22.0;3.655;7134;2014-11-21 15:11:05:186
-0.4699;-8.1098;1.8423;0.2683;-9.3639;2.901;-0.7382;1.2541;-1.0587;0.131;-0.291;0.2027;1151.0;-62.58;4.68;-60.78;137.37;72.72;-5.28;2.0;59.45;;;;;;0 / 0;79.2;22.0;3.655;7634;2014-11-21 15:11:05:686
-0.9152;-9.2757;1.6388;-0.4498;-9.7053;1.3322;-0.4654;0.4296;0.3066;-0.0309;0.2992;0.0504;851.0;-54.24;-1.86;-67.98;122.78;81.76;18.66;2.0;59.88;;;;;;0 / 0;79.2;22.0;3.655;8137;2014-11-21 15:11:06:189
-1.5185;-8.081;3.6308;-0.5148;-9.1924;3.3772;-1.0038;1.1114;0.2536;0.4975;0.2055;-0.0764;995.0;-51.42;-4.14;-64.68;132.11;69.61;8.67;2.0;55.508;;;;;;0 / 0;79.2;22.0;3.655;8646;2014-11-21 15:11:06:698
0.0856;-8.6868;4.1719;-0.1986;-8.9278;4.0529;0.2842;0.2411;0.119;0.0831;-0.0204;-0.1041;737.0;-52.08;-4.38;-67.38;137.5;65.56;2.8;2.0;65.335;;;;;;0 / 0;79.2;22.0;3.655;9149;2014-11-21 15:11:07:201
1.4168;-8.8807;4.3682;0.5387;-8.9025;4.0775;0.8781;0.0218;0.2907;-0.0756;-0.2238;-0.0785;759.0;-53.22;-3.84;-69.66;142.9;65.12;-2.0;2.0;65.556;;;;;;0 / 0;79.2;22.0;3.655;9649;2014-11-21 15:11:07:701
