sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5034;-9.6636;1.8926;-0.6315;-9.5404;2.1801;0.1281;-0.1232;-0.2875;-0.6669;-0.1546;0.322;83.0;-63.0;-4.56;-71.22;130.3;73.01;7.54;2.0;54.302;;;;;;0 / 0;84.0;20.0;3.614;20;2014-11-21 15:15:51:526
0.7775;-11.5502;-0.1137;-0.4652;-9.4233;-2.6754;1.2427;-2.1269;2.5616;-1.2751;1.0673;-0.0679;27.0;-59.82;-2.82;-66.48;326.24;73.92;170.14;2.0;65.384;;;;;;0 / 0;84.0;20.0;3.614;527;2014-11-21 15:15:52:033
2.2547;-8.7083;6.6092;-0.029;-8.8918;4.1361;2.2838;0.1835;2.4731;-0.2887;-0.8396;0.126;61.0;-58.74;-0.48;-56.28;121.44;68.46;10.19;2.0;66.933;;;;;;0 / 0;84.0;20.0;3.614;1027;2014-11-21 15:15:52:533
-0.7859;-9.757;-0.9661;-0.1347;-9.7597;-0.9508;-0.6512;0.0027;-0.0153;-1.7939;1.0289;0.0791;67.0;-52.08;10.38;-77.52;334.52;84.38;171.94;2.0;60.114;;;;;;0 / 0;84.0;20.0;3.614;1529;2014-11-21 15:15:53:035
-1.3174;-6.7762;-3.6931;-0.7937;-9.3553;2.8317;-0.5237;2.5792;-6.5248;2.3404;-1.5842;0.6256;131.0;-42.54;19.86;-64.02;40.65;88.44;105.2;2.0;69.635;;;;;;0 / 0;84.0;20.0;3.614;2034;2014-11-21 15:15:53:540
-1.2983;-11.2869;-5.6443;-0.4582;-9.5018;2.3828;-0.8401;-1.785;-8.0272;-0.5806;-0.1248;0.2261;57.0;-56.82;19.74;-95.28;135.42;75.67;10.88;2.0;54.749;;;;;;0 / 0;84.0;20.0;3.614;2543;2014-11-21 15:15:54:049
-0.3669;-9.6899;-1.7274;-0.5183;-9.6787;-1.492;0.1514;-0.0112;-0.2354;1.3667;0.3727;-0.1499;79.0;-64.14;29.46;-92.28;344.77;80.73;160.84;2.0;59.693;;;;;;0 / 0;84.0;20.0;3.614;3045;2014-11-21 15:15:54:551
1.4934;-5.6796;-0.4944;-0.0691;-8.9404;4.0293;1.5625;3.2608;-4.5237;-0.1949;-0.8364;0.3231;65.0;-58.08;28.2;-89.82;135.68;66.9;4.85;2.0;54.744;;;;;;0 / 0;84.0;20.0;3.614;3557;2014-11-21 15:15:55:063
-1.5473;-11.2533;1.4641;-0.5677;-9.4171;-2.6772;-0.9795;-1.8362;4.1412;-1.0248;0.8968;0.0632;27.0;-78.36;13.86;-111.48;342.67;77.6;162.24;2.0;55.627;;;;;;0 / 0;84.0;20.0;3.614;4076;2014-11-21 15:15:55:582
2.9754;-14.2796;14.2395;0.1438;-8.589;4.7305;2.8316;-5.6906;9.509;-0.6519;-0.732;0.3316;19.0;-68.04;22.86;-96.54;131.25;64.2;6.87;2.0;66.279;;;;;;0 / 0;84.0;20.0;3.614;4591;2014-11-21 15:15:56:097
-3.6733;-10.48;-0.7745;-0.6641;-9.7842;0.0254;-3.0092;-0.6958;-0.8;-1.6043;1.6308;0.1889;11.0;-83.58;5.82;-95.1;50.63;86.11;87.81;2.0;60.293;;;;;;0 / 0;84.0;20.0;3.614;5091;2014-11-21 15:15:56:597
-1.5137;-10.4872;-3.4919;-0.5359;-9.5817;2.0188;-0.9779;-0.9055;-5.5107;2.5215;-0.7213;0.1494;11.0;-79.08;28.68;-72.6;114.31;77.7;14.87;2.0;63.736;;;;;;0 / 0;84.0;20.0;3.614;5596;2014-11-21 15:15:57:102
4.3305;-13.8032;2.9078;0.892;-8.8725;4.0812;3.4385;-4.9307;-1.1735;0.343;-0.6052;0.305;11.0;-76.62;24.72;-95.1;148.08;64.79;-12.33;2.0;59.983;;;;;;0 / 0;84.0;20.0;3.614;6101;2014-11-21 15:15:57:607
-1.801;-9.3547;2.5391;-0.529;-9.47;2.4924;-1.2721;0.1152;0.0467;0.3398;0.8372;-0.0199;11.0;-88.14;8.1;-110.28;129.89;76.89;10.13;2.0;66.056;;;;;;0 / 0;84.0;20.0;3.614;6601;2014-11-21 15:15:58:107
-0.8218;-9.3332;2.3403;-0.5188;-9.5346;2.2348;-0.303;0.2014;0.1055;-0.1182;-0.0161;0.0088;11.0;-76.56;10.02;-112.32;133.35;75.68;10.46;2.0;55.387;;;;;;0 / 0;84.0;20.0;3.614;7118;2014-11-21 15:15:58:624
