ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.91399,-9.48643,-1.24618,-0.00913,-9.79932,0.38098,0.61426,0.57625,-1.1962,-0.6178,0.17093,-0.04208,117.0,-5.76,30.54,10.02,22.77,86.175,4.302,1.97,28.4946,,,,NaN,,,,0 / 0,6,2014-12-14 13:30:41:423
-0.4124,-9.50797,0.25977,0.0,-9.80485,0.19154,-0.4124,0.29688,0.06823,-0.9768,0.63112,-0.07403,117.0,-6.06,29.58,11.16,27.382,88.881,0.0,1.97,28.4946,,,,NaN,,,,0 / 0,56,2014-12-14 13:30:41:473
-0.52014,-9.01237,1.01394,-0.09577,-9.79243,-0.52134,-0.42437,0.78006,1.53528,-1.1025,0.43831,0.06552,117.0,-5.46,28.8,12.18,27.382,88.881,0.0,1.97,28.4946,,,,NaN,,,,0 / 0,107,2014-12-14 13:30:41:524
-0.02454,-8.66761,1.06662,-0.10983,-9.77822,-0.73951,0.08529,1.11061,1.80613,-1.04817,0.55336,0.07297,117.0,-5.22,28.32,12.72,214.555,85.628,171.552,1.97,28.4946,,,,NaN,,,,0 / 0,157,2014-12-14 13:30:41:574
1.7352,-9.35953,-0.59975,-0.08574,-9.74994,-1.05016,1.82094,0.3904,0.45041,-0.89797,1.08279,0.16352,117.0,-5.64,28.2,13.2,214.555,85.628,171.552,1.97,28.4946,,,,NaN,,,,0 / 0,207,2014-12-14 13:30:41:624
2.03208,-9.63247,-2.67073,0.06943,-9.69517,-1.47378,1.96265,0.0627,-1.19695,-1.12274,1.0274,-0.10599,117.0,-6.6,27.66,14.22,212.508,81.347,-177.303,1.97,28.4946,,,,NaN,,,,0 / 0,256,2014-12-14 13:30:41:673
-2.36128,-13.65234,1.20069,0.23912,-9.46997,-2.53681,-2.6004,-4.18237,3.7375,-1.66176,0.80369,-0.06551,71.0,-7.98,25.74,15.9,214.649,74.94,-174.615,1.97,48.3244,,,,NaN,,,,0 / 0,307,2014-12-14 13:30:41:724
4.93146,-13.84148,4.64116,0.70913,-9.46578,-2.46318,4.22232,-4.3757,7.10435,-0.53258,1.66017,-0.51612,71.0,-8.04,25.14,16.86,214.649,74.94,-174.615,1.97,48.3244,,,,NaN,,,,0 / 0,357,2014-12-14 13:30:41:774
-1.3222,-11.12885,3.83431,1.07604,-9.45844,-2.35619,-2.7885,-1.27536,6.57597,-0.30036,2.14806,-0.43622,71.0,-9.96,22.92,18.9,195.963,74.848,-163.939,1.97,48.3244,,,,NaN,,,,0 / 0,407,2014-12-14 13:30:41:824
-9.72585,-15.35222,2.53666,1.34105,-9.46353,-2.19414,-4.64086,-2.57272,6.78502,0.40272,2.1896,-0.54275,61.0,-11.88,22.38,19.68,179.346,74.798,-148.567,1.97,48.3244,,,,NaN,,,,0 / 0,457,2014-12-14 13:30:41:874
-0.22326,-12.78085,-2.08655,0.78141,-9.71777,-1.06198,-1.00467,-3.06308,-1.02457,1.94735,-1.52817,1.20535,61.0,-13.38,22.62,19.32,179.346,74.798,-148.567,1.97,48.3244,,,,NaN,,,,0 / 0,507,2014-12-14 13:30:41:924
10.27771,-15.66107,1.1169,0.52508,-9.78465,-0.39714,9.75263,-5.87642,1.51403,2.69623,-1.57398,0.59389,61.0,-14.52,22.98,17.94,165.961,86.151,-127.102,1.97,48.3244,,,,NaN,,,,0 / 0,557,2014-12-14 13:30:41:974
3.62183,-13.58051,-3.15436,0.48258,-9.69966,1.3617,3.13925,-3.88085,-4.51606,3.00516,0.81967,0.35527,61.0,-16.08,26.04,15.6,56.615,81.529,-19.514,1.97,48.3244,,,,NaN,,,,0 / 0,607,2014-12-14 13:30:42:024
3.21003,-12.96759,-2.9724,0.18361,-9.53147,2.29978,3.02642,-3.43613,-5.27218,2.89011,2.04899,0.81546,61.0,-16.02,28.38,14.16,56.615,81.529,-19.514,1.97,50.8079,,,,NaN,,,,0 / 0,656,2014-12-14 13:30:42:073
-1.49219,-5.96934,-3.35069,-0.37125,-8.92214,4.05323,-1.12094,2.9528,-7.40392,2.75376,-1.62298,0.58004,61.0,-14.58,34.08,7.02,33.33,70.88,4.138,1.97,50.8079,,,,NaN,,,,0 / 0,707,2014-12-14 13:30:42:124
0.23164,-2.77548,-5.99149,-0.17433,-8.45737,4.96124,0.40597,5.68189,-10.95272,2.06027,-1.84455,0.302,61.0,-13.62,37.38,-1.98,38.894,59.588,2.012,1.97,50.8079,,,,NaN,,,,0 / 0,756,2014-12-14 13:30:42:173
1.38804,-2.56239,-4.89016,0.10939,-8.26314,5.28011,1.27865,5.70074,-10.17027,1.05892,-1.67198,0.20293,61.0,-12.24,37.62,-6.9,38.894,59.588,2.012,1.97,50.8079,,,,NaN,,,,0 / 0,807,2014-12-14 13:30:42:224
-0.64224,-5.31573,3.47997,0.45969,-8.30773,5.19048,-1.10193,2.992,-1.71051,-0.32273,-0.95612,0.51506,77.0,-11.82,34.86,-15.06,48.203,57.347,-3.811,1.97,50.8079,,,,NaN,,,,0 / 0,856,2014-12-14 13:30:42:273
5.71436,-10.39622,15.8987,0.38367,-8.45048,4.96124,5.33069,-1.94574,10.93746,-1.22181,-0.22535,0.28283,77.0,-12.54,33.36,-17.52,87.94,59.508,-4.422,1.97,50.8079,,,,NaN,,,,0 / 0,907,2014-12-14 13:30:42:324
3.11905,-12.36904,8.45512,1.0545,-8.39302,4.96153,2.06455,-3.97602,3.49359,0.62642,-1.1777,-0.01012,77.0,-13.2,32.94,-18.12,91.997,58.853,-11.999,1.97,50.8079,,,,NaN,,,,0 / 0,957,2014-12-14 13:30:42:374
4.9123,-1.75555,-6.8558,1.42739,-8.22618,5.14424,3.48491,6.47063,-12.00004,0.95026,-0.66211,0.14435,77.0,-12.6,32.76,-17.82,91.997,58.853,-11.999,1.97,50.8079,,,,NaN,,,,0 / 0,1007,2014-12-14 13:30:42:424
-3.19686,-19.51813,7.73686,1.35811,-8.4834,4.72855,-4.55497,-11.03473,3.00831,0.09699,0.3158,0.19654,77.0,-12.3,32.46,-17.46,81.987,57.017,-15.508,1.97,52.9985,,,,NaN,,,,0 / 0,1057,2014-12-14 13:30:42:474
1.71126,-0.72604,-11.44069,1.23646,-8.67285,4.40728,-3.25133,8.05365,-18.73403,-0.2439,0.00688,-0.16458,87.0,-13.08,31.98,-17.46,81.987,57.017,-15.508,1.97,52.9985,,,,NaN,,,,0 / 0,1107,2014-12-14 13:30:42:524
-0.2903,-19.37687,4.17429,1.01589,-9.21094,3.20913,-9.67287,-5.14245,-4.31256,-2.94008,0.9784,0.19441,87.0,-12.72,28.92,-16.44,114.3,62.175,-15.671,1.97,52.9985,,,,NaN,,,,0 / 0,1157,2014-12-14 13:30:42:574
1.75196,-8.16004,-2.41455,1.00422,-9.51725,2.14101,0.74774,1.35721,-4.55557,-2.07402,0.29982,0.14008,87.0,-12.9,28.92,-15.48,138.152,71.476,-19.05,1.97,52.9985,,,,NaN,,,,0 / 0,1206,2014-12-14 13:30:42:623
