ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.93793,-8.77774,2.97719,0.60813,-9.35639,2.87409,0.16939,0.56668,0.36167,-0.21397,-0.03519,0.07149,87.0,-7.98,30.84,3.78,37.109,72.569,-11.947,,41.917,,,,NaN,,,,0 / 0,5,2014-12-14 13:28:30:086
1.87646,-8.66521,3.12084,0.64928,-9.39111,2.74914,1.31711,0.77258,0.39834,-0.40465,0.02766,-0.01054,87.0,-7.32,31.08,3.96,37.109,72.569,-11.947,,41.917,,,,NaN,,,,0 / 0,55,2014-12-14 13:28:30:136
1.78787,-8.48326,3.18788,0.67262,-9.40263,2.7035,1.11525,0.91937,0.48438,-0.57509,0.08945,-0.02332,87.0,-7.62,31.2,4.14,38.622,73.259,-13.288,,41.917,,,,NaN,,,,0 / 0,107,2014-12-14 13:28:30:188
-0.11313,-8.37073,1.98599,0.66035,-9.4746,2.44283,-0.77348,1.10388,-0.45684,-0.71997,0.10862,0.07682,87.0,-7.8,31.62,3.9,38.534,73.496,-13.971,,41.917,,,,NaN,,,,0 / 0,155,2014-12-14 13:28:30:236
0.69133,-9.27095,4.1719,0.49141,-9.57262,2.07233,0.19992,0.30167,2.09957,-0.69227,-0.11615,0.15032,87.0,-6.42,31.2,4.14,36.37,77.457,-13.34,,41.917,,,,NaN,,,,0 / 0,205,2014-12-14 13:28:30:286
0.09038,-9.11772,-0.05387,0.49006,-9.65701,1.63539,0.12121,0.23314,-1.50461,-0.86058,-0.06928,0.03634,87.0,-6.0,30.66,5.22,40.476,79.974,-16.681,,41.917,,,,NaN,,,,0 / 0,255,2014-12-14 13:28:30:336
0.46866,-9.93893,-0.08021,0.50099,-9.73632,1.06093,-0.03232,-0.20261,-1.14114,-1.14075,0.12993,-0.02119,87.0,-5.82,30.42,6.18,40.476,79.974,-16.681,,41.917,,,,NaN,,,,0 / 0,305,2014-12-14 13:28:30:386
-0.84575,-9.40263,0.91099,0.45819,-9.79034,0.33414,-1.30394,0.38771,0.57685,-1.33889,0.29718,-0.12452,109.0,-5.28,30.84,7.86,53.888,84.109,-29.389,,46.1546,,,,NaN,,,,0 / 0,355,2014-12-14 13:28:30:436
0.21488,-8.70352,1.24618,0.46792,-9.79513,-0.08619,-0.25304,1.09161,1.33237,-1.3815,0.34618,-0.10108,109.0,-5.22,30.12,9.24,122.616,87.219,-100.437,,46.1546,,,,NaN,,,,0 / 0,405,2014-12-14 13:28:30:486
1.12228,-10.56621,-0.42018,0.51805,-9.745,-0.96845,0.60424,-0.82121,0.54827,-1.36658,1.15471,-0.02545,109.0,-6.06,28.02,11.88,177.924,83.57,-151.857,,46.1546,,,,NaN,,,,0 / 0,455,2014-12-14 13:28:30:536
