ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.75872,-10.18074,1.66038,0.23224,-9.6003,1.98823,-3.33093,-0.10639,-1.07964,-0.66468,-0.06982,0.23276,93.0,-12.48,27.66,5.94,51.08,78.222,-6.662,1.97,47.0815,,,,NaN,,,,0 / 0,4,2014-12-14 13:29:37:709
1.93631,-10.06343,2.48877,0.10774,-9.65207,1.73146,0.04968,1.07066,-0.53076,-0.82766,-0.42562,0.26791,93.0,-12.48,27.78,6.42,51.08,78.222,-6.662,1.97,44.7467,,,,NaN,,,,0 / 0,53,2014-12-14 13:29:37:758
1.95546,-8.90942,0.40821,0.33474,-9.73916,1.09909,1.62072,0.82974,-0.69088,-1.10143,-0.2147,-0.03356,93.0,-12.0,27.54,7.38,53.823,80.951,-5.316,1.97,44.7467,,,,NaN,,,,0 / 0,103,2014-12-14 13:29:37:808
-0.04369,-9.18715,0.86072,0.33698,-9.77418,0.7244,-0.38068,0.58703,0.13632,-1.39545,0.56614,0.03782,115.0,-12.12,26.52,8.7,70.185,85.327,-24.948,1.97,44.7467,,,,NaN,,,,0 / 0,153,2014-12-14 13:29:37:858
-0.70449,-9.17039,1.35632,0.29793,-9.80201,-0.05686,-1.00242,0.63162,1.41318,-1.39864,0.45002,-0.14541,115.0,-12.3,25.68,9.54,70.185,85.327,-24.948,1.97,44.7467,,,,NaN,,,,0 / 0,203,2014-12-14 13:29:37:908
0.26995,-8.59578,0.56144,0.28835,-9.79094,-0.47675,-1.10777,0.79772,1.06452,-1.41888,0.44257,0.03462,115.0,-12.24,24.72,10.98,149.55,88.228,-100.805,1.97,44.7467,,,,NaN,,,,0 / 0,254,2014-12-14 13:29:37:959
1.49099,-9.28531,0.31244,0.33055,-9.72031,-1.25681,1.39268,0.06629,1.01379,-1.39651,1.03485,0.05699,115.0,-12.6,24.12,12.12,213.645,84.803,-162.337,1.97,44.7467,,,,NaN,,,,0 / 0,303,2014-12-14 13:29:38:008
0.64823,-8.77774,-3.13042,0.54528,-9.57815,-2.03313,0.03591,0.78365,-1.8778,-1.34538,1.42687,-0.10812,81.0,-13.08,23.04,13.38,213.645,84.803,-162.337,1.97,44.7467,,,,NaN,,,,0 / 0,354,2014-12-14 13:29:38:059
-2.73957,-11.86626,-5.36421,0.70629,-9.43914,-2.56449,-1.85132,-0.81343,-4.05428,-2.20079,0.63005,-0.34887,81.0,-13.98,21.24,15.24,216.611,77.605,-164.987,1.97,51.7424,,,,NaN,,,,0 / 0,404,2014-12-14 13:29:38:109
-0.93673,-14.99548,5.3259,0.89229,-9.21319,-3.2395,-0.62234,-4.77434,6.75778,-1.12487,0.29982,-0.16245,81.0,-14.4,20.1,16.2,219.18,70.716,-164.807,1.97,51.7424,,,,NaN,,,,0 / 0,454,2014-12-14 13:29:38:159
1.82618,-14.46397,7.21014,0.93374,-9.22456,-3.19491,-1.23601,-4.71508,8.31012,-0.83512,0.76002,-0.10599,75.0,-15.54,18.48,17.4,219.18,70.716,-164.807,1.97,51.7424,,,,NaN,,,,0 / 0,503,2014-12-14 13:29:38:208
-4.98293,-15.32349,5.11761,1.00527,-9.52279,-2.11632,-5.9882,-5.8007,7.23393,1.74815,1.26282,0.25726,75.0,-18.06,16.08,17.7,211.45,71.377,-160.07,1.97,51.7424,,,,NaN,,,,0 / 0,554,2014-12-14 13:29:38:259
1.09595,-13.68825,-3.85826,0.70599,-9.75458,-0.72155,0.38996,-3.93367,-3.1367,2.45761,-0.23068,0.47564,75.0,-18.72,15.12,17.88,197.247,80.152,-148.792,1.97,51.7424,,,,NaN,,,,0 / 0,603,2014-12-14 13:29:38:308
1.56042,-14.23413,-2.1464,0.58463,-9.78899,-0.07377,0.97579,-4.44513,-2.07263,3.01475,-1.04774,0.35953,75.0,-19.86,16.02,18.0,197.247,80.152,-148.792,1.97,51.7424,,,,NaN,,,,0 / 0,654,2014-12-14 13:29:38:359
2.50374,-14.26286,-2.64918,0.36392,-9.58489,2.04181,2.13982,-4.67797,-4.69099,3.29491,-0.74307,0.48203,75.0,-19.8,21.06,14.88,69.241,83.26,-23.816,1.97,51.7424,,,,NaN,,,,0 / 0,703,2014-12-14 13:29:38:408
1.71844,-9.70909,-3.46561,0.24361,-9.35145,2.94322,1.39821,-1.88035,-6.41601,3.3535,0.2913,0.72278,57.0,-19.14,24.42,13.32,47.886,72.473,-4.732,1.97,52.4387,,,,NaN,,,,0 / 0,754,2014-12-14 13:29:38:459
