ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.52972,-8.73704,3.73855,0.30047,-9.46667,2.54249,0.46672,-0.73442,1.16029,-0.32912,-0.3159,0.05593,61.0,-13.86,31.26,1.38,56.792,74.629,-6.99,,20.784,,,,NaN,,,,0 / 0,3,2014-12-14 13:31:51:723
-0.52972,-8.73704,3.73855,0.30047,-9.46667,2.54249,0.46672,-0.73442,1.16029,-0.32912,-0.3159,0.05593,61.0,-13.86,31.26,1.38,56.792,74.629,-6.99,,20.784,,,,NaN,,,,0 / 0,54,2014-12-14 13:31:51:774
1.50535,-9.55346,2.95804,0.35449,-9.49525,2.42637,1.15086,-0.05821,0.53166,-0.35255,-0.40645,-0.00799,61.0,-13.44,31.44,1.26,62.092,75.52,-8.312,,20.784,,,,NaN,,,,0 / 0,104,2014-12-14 13:31:51:824
0.91638,-9.81922,3.51828,0.53376,-9.56214,2.11019,0.38262,-0.25708,1.40809,-0.58904,0.23591,-0.03888,61.0,-13.5,31.5,2.28,62.092,75.52,-8.312,,14.4485,,,,NaN,,,,0 / 0,154,2014-12-14 13:31:51:874
-0.33579,-8.38749,1.77051,0.52149,-9.62424,1.80927,-0.85727,1.23675,-0.03876,-0.6945,0.09742,-0.05592,61.0,-13.8,31.44,3.54,67.878,78.93,-16.079,,14.4485,,,,NaN,,,,0 / 0,204,2014-12-14 13:31:51:924
-0.17538,-10.16877,-0.30047,0.56249,-9.72046,1.16957,-0.73786,-0.44831,-1.47004,-0.83192,-0.19126,-0.04314,61.0,-13.86,30.66,4.2,83.397,82.395,-25.685,,14.4485,,,,NaN,,,,0 / 0,254,2014-12-14 13:31:51:974
0.43515,-9.44812,-0.60454,0.56952,-9.75607,0.81717,-0.13437,0.30795,-1.42171,-0.89051,-0.17635,-0.08788,61.0,-13.86,30.3,4.92,83.397,82.395,-25.685,,14.4485,,,,NaN,,,,0 / 0,303,2014-12-14 13:31:52:023
-0.62788,-9.88865,-0.09457,0.577,-9.78346,0.34985,-1.20488,-0.1052,-0.44442,-1.16961,0.01753,-0.09108,61.0,-13.8,30.48,5.82,118.673,86.054,-58.77,,14.4485,,,,NaN,,,,0 / 0,353,2014-12-14 13:31:52:073
1.22044,-9.15363,0.71467,0.5571,-9.78375,-0.37484,0.66334,0.63012,1.08951,-1.22714,0.22526,-0.02503,61.0,-13.98,29.52,8.16,184.813,86.074,-123.934,,14.4485,,,,NaN,,,,0 / 0,404,2014-12-14 13:31:52:124
0.69851,-9.23982,0.67397,0.62294,-9.75398,-0.80161,0.07557,0.51415,1.47558,-1.29425,0.36587,-0.06338,61.0,-13.38,28.5,9.66,184.813,86.074,-123.934,,14.4485,,,,NaN,,,,0 / 0,454,2014-12-14 13:31:52:174
